date,Joyeria,isPartial
2018-01-07,0,False
2018-01-14,46,False
2018-01-21,22,False
2018-01-28,0,False
2018-02-04,22,False
2018-02-11,0,False
2018-02-18,23,False
2018-02-25,45,False
2018-03-04,23,False
2018-03-11,46,False
2018-03-18,22,False
2018-03-25,35,False
2018-04-01,23,False
2018-04-08,54,False
2018-04-15,23,False
2018-04-22,22,False
2018-04-29,33,False
2018-05-06,65,False
2018-05-13,45,False
2018-05-20,33,False
2018-05-27,54,False
2018-06-03,23,False
2018-06-10,22,False
2018-06-17,24,False
2018-06-24,23,False
2018-07-01,23,False
2018-07-08,0,False
2018-07-15,47,False
2018-07-22,24,False
2018-07-29,24,False
2018-08-05,36,False
2018-08-12,36,False
2018-08-19,24,False
2018-08-26,23,False
2018-09-02,22,False
2018-09-09,23,False
2018-09-16,26,False
2018-09-23,58,False
2018-09-30,23,False
2018-10-07,24,False
2018-10-14,22,False
2018-10-21,23,False
2018-10-28,0,False
2018-11-04,22,False
2018-11-11,0,False
2018-11-18,65,False
2018-11-25,23,False
2018-12-02,35,False
2018-12-09,23,False
2018-12-16,0,False
2018-12-23,51,False
2018-12-30,0,False
2019-01-06,100,False
2019-01-13,22,False
2019-01-20,41,False
2019-01-27,42,False
2019-02-03,33,False
2019-02-10,22,False
2019-02-17,22,False
2019-02-24,46,False
2019-03-03,0,False
2019-03-10,22,False
2019-03-17,33,False
2019-03-24,22,False
2019-03-31,43,False
2019-04-07,67,False
2019-04-14,0,False
2019-04-21,56,False
2019-04-28,44,False
2019-05-05,22,False
2019-05-12,22,False
2019-05-19,32,False
2019-05-26,0,False
2019-06-02,33,False
2019-06-09,24,False
2019-06-16,0,False
2019-06-23,47,False
2019-06-30,46,False
2019-07-07,69,False
2019-07-14,72,False
2019-07-21,34,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,57,False
2019-08-25,43,False
2019-09-01,22,False
2019-09-08,44,False
2019-09-15,21,False
2019-09-22,0,False
2019-09-29,22,False
2019-10-06,0,False
2019-10-13,40,False
2019-10-20,0,False
2019-10-27,60,False
2019-11-03,40,False
2019-11-10,0,False
2019-11-17,20,False
2019-11-24,19,False
2019-12-01,40,False
2019-12-08,52,False
2019-12-15,41,False
2019-12-22,97,False
2019-12-29,84,False
2020-01-05,60,False
2020-01-12,18,False
2020-01-19,18,False
2020-01-26,19,False
2020-02-02,19,False
2020-02-09,37,False
2020-02-16,28,False
2020-02-23,36,False
2020-03-01,71,False
2020-03-08,34,False
2020-03-15,0,False
2020-03-22,15,False
2020-03-29,22,False
2020-04-05,15,False
2020-04-12,22,True
