date,Installation climatisation,reparation volet,travaux rénovation,artisan peintre,moustiquaire lit,isPartial
2018-01-07,27,0,0,0,0,False
2018-01-14,27,27,0,82,0,False
2018-01-21,27,0,27,27,0,False
2018-01-28,0,0,0,28,0,False
2018-02-04,0,0,27,27,0,False
2018-02-11,27,0,0,27,27,False
2018-02-18,56,28,0,0,0,False
2018-02-25,26,0,26,0,26,False
2018-03-04,27,0,0,0,0,False
2018-03-11,0,0,0,0,0,False
2018-03-18,27,28,28,0,0,False
2018-03-25,0,0,0,28,0,False
2018-04-01,0,28,0,28,0,False
2018-04-08,0,26,0,26,26,False
2018-04-15,30,0,0,30,45,False
2018-04-22,0,28,0,28,28,False
2018-04-29,27,0,0,0,27,False
2018-05-06,0,0,0,0,27,False
2018-05-13,27,0,27,0,0,False
2018-05-20,28,28,28,0,28,False
2018-05-27,27,27,27,54,0,False
2018-06-03,0,0,0,27,27,False
2018-06-10,26,26,0,26,26,False
2018-06-17,28,28,28,0,47,False
2018-06-24,27,0,0,28,41,False
2018-07-01,27,27,0,0,35,False
2018-07-08,26,26,0,52,43,False
2018-07-15,27,27,26,27,26,False
2018-07-22,44,0,0,0,26,False
2018-07-29,77,26,51,0,52,False
2018-08-05,48,48,24,0,24,False
2018-08-12,0,25,0,0,25,False
2018-08-19,26,0,26,26,0,False
2018-08-26,26,26,0,0,0,False
2018-09-02,27,27,0,27,0,False
2018-09-09,55,27,27,27,0,False
2018-09-16,56,28,42,0,0,False
2018-09-23,28,0,0,29,28,False
2018-09-30,28,0,0,0,0,False
2018-10-07,28,28,0,28,0,False
2018-10-14,55,0,28,28,0,False
2018-10-21,0,0,0,0,0,False
2018-10-28,0,0,0,27,28,False
2018-11-04,27,27,0,0,0,False
2018-11-11,28,28,28,0,0,False
2018-11-18,28,0,41,28,0,False
2018-11-25,28,28,57,29,0,False
2018-12-02,0,0,0,0,0,False
2018-12-09,0,29,29,29,0,False
2018-12-16,0,0,29,30,0,False
2018-12-23,33,0,0,33,0,False
2018-12-30,0,0,0,0,0,False
2019-01-06,0,29,29,0,29,False
2019-01-13,28,28,0,0,28,False
2019-01-20,37,28,28,0,0,False
2019-01-27,54,27,0,0,0,False
2019-02-03,56,28,28,28,28,False
2019-02-10,28,0,28,28,0,False
2019-02-17,28,0,56,0,0,False
2019-02-24,0,30,29,0,29,False
2019-03-03,0,0,29,0,0,False
2019-03-10,29,0,0,58,0,False
2019-03-17,0,29,0,29,29,False
2019-03-24,29,0,0,29,57,False
2019-03-31,0,0,0,28,0,False
2019-04-07,28,0,28,28,28,False
2019-04-14,0,0,0,27,27,False
2019-04-21,27,27,0,0,27,False
2019-04-28,56,0,28,28,56,False
2019-05-05,40,27,0,0,0,False
2019-05-12,27,0,0,27,0,False
2019-05-19,0,0,0,0,0,False
2019-05-26,27,0,0,0,27,False
2019-06-02,26,26,27,0,52,False
2019-06-09,26,26,26,0,26,False
2019-06-16,54,0,54,27,27,False
2019-06-23,54,27,0,27,45,False
2019-06-30,61,26,0,26,26,False
2019-07-07,66,25,25,25,50,False
2019-07-14,0,50,0,0,50,False
2019-07-21,60,24,24,24,36,False
2019-07-28,0,23,24,0,23,False
2019-08-04,46,0,23,0,23,False
2019-08-11,46,23,23,23,34,False
2019-08-18,22,22,22,0,22,False
2019-08-25,21,21,0,0,21,False
2019-09-01,0,25,25,0,25,False
2019-09-08,24,0,0,25,0,False
2019-09-15,25,0,25,25,25,False
2019-09-22,25,0,25,25,0,False
2019-09-29,34,0,25,25,0,False
2019-10-06,25,0,0,34,26,False
2019-10-13,25,25,25,25,50,False
2019-10-20,24,0,0,0,0,False
2019-10-27,0,25,25,0,25,False
2019-11-03,74,0,0,0,0,False
2019-11-10,0,0,25,0,0,False
2019-11-17,24,24,0,25,25,False
2019-11-24,0,24,0,0,25,False
2019-12-01,0,0,25,25,25,False
2019-12-08,0,25,0,0,0,False
2019-12-15,25,0,25,0,0,False
2019-12-22,28,0,28,28,28,False
2019-12-29,0,26,27,26,0,False
2020-01-05,24,24,0,24,24,False
2020-01-12,24,0,23,0,0,False
2020-01-19,23,0,23,24,0,False
2020-01-26,48,24,0,48,24,False
2020-02-02,24,0,0,24,0,False
2020-02-09,25,0,25,0,0,False
2020-02-16,0,0,0,24,24,False
2020-02-23,22,22,22,0,0,False
2020-03-01,22,0,22,22,0,False
2020-03-08,23,23,0,23,0,False
2020-03-15,0,0,0,20,30,False
2020-03-22,19,0,19,0,19,False
2020-03-29,0,0,0,0,20,False
2020-04-05,41,20,20,0,20,False
2020-04-12,20,20,0,20,20,False
2020-04-19,19,0,19,38,19,False
2020-04-26,0,0,19,0,38,False
2020-05-03,77,0,0,19,83,False
2020-05-10,26,39,19,19,19,False
2020-05-17,58,0,44,0,58,False
2020-05-24,43,0,0,0,50,False
2020-05-31,20,40,20,20,41,False
2020-06-07,41,0,41,0,41,False
2020-06-14,100,0,50,50,100,True
