date,pintar habitacion,instalar aire acondicionado,decorador,arreglar muebles,empresa de reformas,isPartial
2018-01-07,32,0,32,0,0,False
2018-01-14,0,0,0,0,0,False
2018-01-21,0,33,33,0,0,False
2018-01-28,48,0,0,0,32,False
2018-02-04,0,31,0,0,63,False
2018-02-11,34,0,0,0,0,False
2018-02-18,33,0,33,0,0,False
2018-02-25,0,0,31,0,31,False
2018-03-04,31,0,31,0,31,False
2018-03-11,0,0,0,0,0,False
2018-03-18,32,0,0,0,0,False
2018-03-25,0,0,0,0,0,False
2018-04-01,0,32,0,0,0,False
2018-04-08,62,31,0,0,0,False
2018-04-15,33,0,0,0,0,False
2018-04-22,0,0,0,0,0,False
2018-04-29,32,0,32,0,0,False
2018-05-06,0,66,0,0,0,False
2018-05-13,34,0,0,0,0,False
2018-05-20,0,0,0,0,0,False
2018-05-27,33,0,0,0,0,False
2018-06-03,0,0,32,0,0,False
2018-06-10,31,0,0,0,32,False
2018-06-17,35,35,0,0,0,False
2018-06-24,35,52,0,0,0,False
2018-07-01,0,0,35,0,0,False
2018-07-08,69,34,0,0,0,False
2018-07-15,0,0,0,0,0,False
2018-07-22,0,36,36,0,0,False
2018-07-29,70,35,0,0,0,False
2018-08-05,0,0,0,0,0,False
2018-08-12,0,33,34,0,0,False
2018-08-19,34,34,0,0,0,False
2018-08-26,0,0,0,0,33,False
2018-09-02,33,33,0,0,66,False
2018-09-09,34,0,0,0,0,False
2018-09-16,0,0,0,0,0,False
2018-09-23,32,0,0,0,0,False
2018-09-30,0,0,0,0,0,False
2018-10-07,33,33,0,0,0,False
2018-10-14,0,0,0,0,32,False
2018-10-21,0,0,0,0,0,False
2018-10-28,32,0,0,0,32,False
2018-11-04,31,0,0,0,0,False
2018-11-11,32,0,0,0,0,False
2018-11-18,0,0,61,0,31,False
2018-11-25,32,0,0,0,32,False
2018-12-02,33,0,0,0,0,False
2018-12-09,0,0,33,0,0,False
2018-12-16,33,33,0,0,33,False
2018-12-23,0,0,35,0,35,False
2018-12-30,0,0,0,0,0,False
2019-01-06,0,0,0,0,32,False
2019-01-13,31,0,0,0,31,False
2019-01-20,0,0,0,0,29,False
2019-01-27,0,0,0,0,31,False
2019-02-03,0,0,0,0,33,False
2019-02-10,32,0,0,0,32,False
2019-02-17,0,0,64,0,0,False
2019-02-24,32,0,0,0,0,False
2019-03-03,33,0,33,0,0,False
2019-03-10,33,32,33,0,0,False
2019-03-17,32,32,0,0,0,False
2019-03-24,33,0,0,0,0,False
2019-03-31,0,0,0,0,0,False
2019-04-07,48,32,0,0,32,False
2019-04-14,0,0,0,0,0,False
2019-04-21,30,0,0,0,0,False
2019-04-28,31,0,0,0,0,False
2019-05-05,32,31,32,0,0,False
2019-05-12,32,32,32,0,0,False
2019-05-19,64,0,0,0,32,False
2019-05-26,0,32,0,0,0,False
2019-06-02,0,0,0,0,0,False
2019-06-09,32,0,0,0,0,False
2019-06-16,33,34,0,0,33,False
2019-06-23,33,50,0,0,0,False
2019-06-30,0,34,0,0,33,False
2019-07-07,0,49,0,0,65,False
2019-07-14,66,100,0,0,33,False
2019-07-21,0,34,0,0,0,False
2019-07-28,34,0,0,0,34,False
2019-08-04,67,0,0,0,0,False
2019-08-11,0,0,0,0,0,False
2019-08-18,0,0,47,0,0,False
2019-08-25,0,31,0,0,0,False
2019-09-01,0,0,31,0,0,False
2019-09-08,30,0,0,0,0,False
2019-09-15,0,0,0,0,0,False
2019-09-22,0,0,0,0,0,False
2019-09-29,0,0,0,0,0,False
2019-10-06,29,0,30,0,0,False
2019-10-13,29,0,0,0,0,False
2019-10-20,0,0,0,0,0,False
2019-10-27,0,0,28,0,28,False
2019-11-03,0,0,0,0,28,False
2019-11-10,0,0,0,0,0,False
2019-11-17,0,0,0,0,0,False
2019-11-24,0,0,0,0,0,False
2019-12-01,0,0,28,0,0,False
2019-12-08,0,0,0,0,28,False
2019-12-15,0,0,0,0,0,False
2019-12-22,0,30,0,0,0,False
2019-12-29,0,0,29,0,29,False
2020-01-05,0,0,28,0,0,False
2020-01-12,0,0,26,0,0,False
2020-01-19,0,0,0,0,0,False
2020-01-26,0,0,0,0,0,False
2020-02-02,0,0,0,0,0,False
2020-02-09,0,0,0,0,0,False
2020-02-16,27,27,27,0,0,False
2020-02-23,26,0,0,0,0,False
2020-03-01,50,25,25,0,0,False
2020-03-08,24,0,0,0,0,False
2020-03-15,22,0,0,0,0,False
2020-03-22,42,0,0,0,0,False
2020-03-29,21,0,0,0,0,False
2020-04-05,0,0,0,0,0,False
2020-04-12,21,0,0,0,0,False
2020-04-19,21,0,42,0,0,False
2020-04-26,31,0,21,0,0,False
2020-05-03,42,21,0,0,0,False
2020-05-10,41,20,20,0,0,False
2020-05-17,22,22,22,0,0,False
2020-05-24,45,22,0,0,0,False
2020-05-31,0,44,0,0,22,False
2020-06-07,23,0,23,0,0,False
2020-06-14,0,0,0,0,0,True
