date,Installation climatisation,reparation volet,travaux rénovation,artisan peintre,moustiquaire lit,isPartial
2018-01-07,0,17,0,0,0,False
2018-01-14,0,0,0,17,0,False
2018-01-21,0,0,0,17,0,False
2018-01-28,17,0,17,0,0,False
2018-02-04,0,17,0,17,0,False
2018-02-11,0,0,17,0,0,False
2018-02-18,0,17,0,17,0,False
2018-02-25,0,17,0,0,0,False
2018-03-04,0,0,33,33,17,False
2018-03-11,0,0,0,0,0,False
2018-03-18,0,0,0,17,0,False
2018-03-25,0,0,0,0,0,False
2018-04-01,0,0,18,0,18,False
2018-04-08,0,17,34,0,34,False
2018-04-15,0,0,0,0,0,False
2018-04-22,0,0,0,18,18,False
2018-04-29,0,0,17,17,51,False
2018-05-06,0,18,0,0,36,False
2018-05-13,0,0,0,0,17,False
2018-05-20,18,0,0,18,72,False
2018-05-27,0,17,0,0,0,False
2018-06-03,17,0,0,17,35,False
2018-06-10,16,0,0,0,16,False
2018-06-17,0,0,0,18,18,False
2018-06-24,18,18,0,18,27,False
2018-07-01,35,0,0,0,70,False
2018-07-08,36,0,0,0,0,False
2018-07-15,19,0,0,19,0,False
2018-07-22,19,0,0,0,47,False
2018-07-29,38,19,19,19,57,False
2018-08-05,28,0,0,19,37,False
2018-08-12,0,0,19,19,0,False
2018-08-19,0,0,0,0,0,False
2018-08-26,0,0,0,0,0,False
2018-09-02,0,0,0,36,0,False
2018-09-09,0,0,18,0,0,False
2018-09-16,18,0,18,0,0,False
2018-09-23,18,0,18,0,0,False
2018-09-30,0,0,18,18,0,False
2018-10-07,0,0,0,18,0,False
2018-10-14,18,0,0,18,18,False
2018-10-21,0,0,0,18,18,False
2018-10-28,18,0,18,0,18,False
2018-11-04,0,0,0,0,0,False
2018-11-11,0,0,18,0,0,False
2018-11-18,17,0,0,0,0,False
2018-11-25,17,0,17,0,0,False
2018-12-02,0,0,17,17,0,False
2018-12-09,0,0,17,0,17,False
2018-12-16,0,0,0,0,18,False
2018-12-23,0,0,0,0,0,False
2018-12-30,0,0,0,0,0,False
2019-01-06,0,17,17,17,0,False
2019-01-13,17,0,17,0,0,False
2019-01-20,0,0,32,0,0,False
2019-01-27,0,16,16,0,0,False
2019-02-03,0,17,17,0,17,False
2019-02-10,0,17,0,0,0,False
2019-02-17,0,0,0,18,0,False
2019-02-24,27,0,18,0,0,False
2019-03-03,0,0,0,0,0,False
2019-03-10,17,17,17,17,35,False
2019-03-17,17,0,17,0,0,False
2019-03-24,0,0,17,17,34,False
2019-03-31,17,0,17,0,0,False
2019-04-07,0,0,34,0,0,False
2019-04-14,0,0,0,0,32,False
2019-04-21,0,16,32,0,16,False
2019-04-28,18,0,18,0,18,False
2019-05-05,17,0,0,0,17,False
2019-05-12,0,17,0,0,0,False
2019-05-19,16,16,0,0,32,False
2019-05-26,0,17,17,17,17,False
2019-06-02,16,0,16,0,49,False
2019-06-09,16,16,0,16,32,False
2019-06-16,25,0,17,0,16,False
2019-06-23,50,17,17,0,50,False
2019-06-30,17,25,34,26,34,False
2019-07-07,0,0,0,17,17,False
2019-07-14,0,0,0,17,17,False
2019-07-21,100,0,0,17,17,False
2019-07-28,0,0,0,0,26,False
2019-08-04,17,0,0,0,17,False
2019-08-11,16,16,0,0,15,False
2019-08-18,16,0,0,0,16,False
2019-08-25,0,17,0,0,0,False
2019-09-01,16,0,16,16,0,False
2019-09-08,15,0,0,31,0,False
2019-09-15,16,0,15,0,0,False
2019-09-22,0,16,0,16,0,False
2019-09-29,15,0,15,15,15,False
2019-10-06,0,0,14,14,14,False
2019-10-13,0,0,0,0,0,False
2019-10-20,0,0,0,0,21,False
2019-10-27,0,14,0,0,0,False
2019-11-03,0,15,0,0,15,False
2019-11-10,0,14,0,0,0,False
2019-11-17,0,14,27,0,0,False
2019-11-24,13,0,0,0,0,False
2019-12-01,13,0,13,0,0,False
2019-12-08,0,0,0,13,13,False
2019-12-15,13,0,0,0,26,False
2019-12-22,0,15,0,0,0,False
2019-12-29,0,0,0,14,14,False
2020-01-05,0,0,0,0,0,False
2020-01-12,13,0,0,12,0,False
2020-01-19,13,0,13,0,0,False
2020-01-26,38,13,13,0,0,False
2020-02-02,13,0,20,0,13,False
2020-02-09,66,0,0,13,13,False
2020-02-16,13,0,27,13,13,False
2020-02-23,0,12,12,24,12,False
2020-03-01,0,12,12,12,12,False
2020-03-08,0,0,0,0,0,False
2020-03-15,11,0,11,12,11,False
2020-03-22,0,0,0,0,0,False
2020-03-29,0,0,0,11,0,False
2020-04-05,12,0,11,11,0,False
2020-04-12,0,11,0,0,23,False
2020-04-19,0,0,0,0,0,False
2020-04-26,11,0,0,21,11,False
2020-05-03,0,22,22,16,33,False
2020-05-10,11,0,0,17,67,False
2020-05-17,31,0,0,12,37,False
2020-05-24,24,0,0,18,18,False
2020-05-31,28,0,11,0,28,False
2020-06-07,35,0,0,12,17,False
2020-06-14,0,0,28,0,28,True
