date,pintar habitacion,instalar aire acondicionado,decorador,arreglar muebles,empresa de reformas,isPartial
2018-01-07,0,0,89,0,0,False
2018-01-14,0,0,0,0,0,False
2018-01-21,0,0,0,0,0,False
2018-01-28,0,0,0,0,0,False
2018-02-04,43,42,0,0,0,False
2018-02-11,0,0,0,0,0,False
2018-02-18,0,0,0,0,0,False
2018-02-25,43,0,0,0,0,False
2018-03-04,67,0,0,0,0,False
2018-03-11,0,43,0,0,0,False
2018-03-18,44,0,44,0,0,False
2018-03-25,0,0,48,0,0,False
2018-04-01,46,0,0,0,0,False
2018-04-08,43,0,0,0,0,False
2018-04-15,45,0,0,0,0,False
2018-04-22,0,0,46,0,0,False
2018-04-29,0,45,45,0,0,False
2018-05-06,44,0,44,0,0,False
2018-05-13,0,0,44,0,0,False
2018-05-20,0,0,44,0,0,False
2018-05-27,43,0,0,0,0,False
2018-06-03,43,0,0,0,0,False
2018-06-10,0,0,0,0,0,False
2018-06-17,0,0,0,0,0,False
2018-06-24,0,0,0,0,0,False
2018-07-01,0,0,0,0,0,False
2018-07-08,48,48,0,0,0,False
2018-07-15,0,50,0,0,0,False
2018-07-22,100,0,0,0,0,False
2018-07-29,0,0,0,0,0,False
2018-08-05,50,49,0,0,0,False
2018-08-12,0,0,0,0,0,False
2018-08-19,0,0,0,0,0,False
2018-08-26,0,0,71,0,0,False
2018-09-02,45,0,45,0,0,False
2018-09-09,0,0,45,0,0,False
2018-09-16,0,0,0,0,0,False
2018-09-23,0,0,0,0,0,False
2018-09-30,45,0,0,0,0,False
2018-10-07,0,0,47,0,0,False
2018-10-14,44,0,88,0,0,False
2018-10-21,0,0,45,0,0,False
2018-10-28,0,0,0,0,0,False
2018-11-04,0,0,0,0,0,False
2018-11-11,0,44,0,0,0,False
2018-11-18,0,43,0,0,0,False
2018-11-25,44,0,0,0,0,False
2018-12-02,0,0,0,0,0,False
2018-12-09,45,0,0,0,0,False
2018-12-16,0,0,0,0,0,False
2018-12-23,0,50,0,0,0,False
2018-12-30,48,0,0,0,0,False
2019-01-06,0,44,44,0,0,False
2019-01-13,41,41,41,0,0,False
2019-01-20,0,40,40,0,0,False
2019-01-27,0,0,0,0,0,False
2019-02-03,0,0,0,0,0,False
2019-02-10,0,0,0,0,0,False
2019-02-17,0,0,0,0,0,False
2019-02-24,43,0,0,0,0,False
2019-03-03,0,0,0,0,0,False
2019-03-10,0,0,0,0,0,False
2019-03-17,45,0,0,0,0,False
2019-03-24,45,0,0,0,0,False
2019-03-31,0,0,0,0,0,False
2019-04-07,46,0,0,0,0,False
2019-04-14,48,0,0,0,0,False
2019-04-21,0,0,0,0,0,False
2019-04-28,0,0,0,0,0,False
2019-05-05,0,43,0,0,0,False
2019-05-12,0,44,0,0,0,False
2019-05-19,43,0,43,0,0,False
2019-05-26,43,0,0,0,0,False
2019-06-02,41,0,0,0,0,False
2019-06-09,0,0,0,0,0,False
2019-06-16,46,46,0,0,0,False
2019-06-23,47,0,0,0,0,False
2019-06-30,48,48,0,0,0,False
2019-07-07,0,0,0,0,0,False
2019-07-14,0,0,0,0,0,False
2019-07-21,50,49,0,0,0,False
2019-07-28,49,0,0,0,0,False
2019-08-04,0,49,0,0,0,False
2019-08-11,0,0,0,0,0,False
2019-08-18,0,0,45,0,0,False
2019-08-25,0,0,43,0,0,False
2019-09-01,0,42,42,0,0,False
2019-09-08,0,0,43,0,0,False
2019-09-15,42,0,0,0,0,False
2019-09-22,43,0,0,0,0,False
2019-09-29,42,0,0,0,0,False
2019-10-06,0,0,0,0,0,False
2019-10-13,40,0,0,0,0,False
2019-10-20,0,0,81,0,0,False
2019-10-27,40,0,0,0,0,False
2019-11-03,39,0,0,0,0,False
2019-11-10,0,0,0,0,0,False
2019-11-17,39,39,0,0,0,False
2019-11-24,0,0,38,0,0,False
2019-12-01,0,0,0,0,0,False
2019-12-08,0,0,41,0,0,False
2019-12-15,0,0,0,0,0,False
2019-12-22,0,42,0,0,0,False
2019-12-29,42,0,0,0,0,False
2020-01-05,79,0,0,0,0,False
2020-01-12,36,0,0,0,0,False
2020-01-19,0,0,0,0,0,False
2020-01-26,37,37,0,0,0,False
2020-02-02,76,0,0,0,0,False
2020-02-09,0,0,38,0,0,False
2020-02-16,0,0,0,0,0,False
2020-02-23,35,35,0,0,0,False
2020-03-01,0,0,0,0,0,False
2020-03-08,0,0,0,0,0,False
2020-03-15,0,0,66,0,0,False
2020-03-22,0,0,62,0,0,False
2020-03-29,31,0,0,0,0,False
2020-04-05,33,0,0,0,0,False
2020-04-12,0,0,31,0,0,False
2020-04-19,31,31,0,0,0,False
2020-04-26,0,0,0,0,0,False
2020-05-03,0,0,0,0,0,False
2020-05-10,31,31,0,0,0,False
2020-05-17,0,0,0,0,0,False
2020-05-24,0,32,33,0,0,False
2020-05-31,0,0,0,0,0,False
2020-06-07,33,0,0,0,0,False
2020-06-14,0,0,0,0,0,True
