date,jardiner,isPartial
2018-01-07,10,False
2018-01-14,10,False
2018-01-21,0,False
2018-01-28,20,False
2018-02-04,35,False
2018-02-11,29,False
2018-02-18,15,False
2018-02-25,40,False
2018-03-04,24,False
2018-03-11,26,False
2018-03-18,29,False
2018-03-25,30,False
2018-04-01,45,False
2018-04-08,59,False
2018-04-15,73,False
2018-04-22,56,False
2018-04-29,59,False
2018-05-06,59,False
2018-05-13,36,False
2018-05-20,56,False
2018-05-27,26,False
2018-06-03,43,False
2018-06-10,47,False
2018-06-17,38,False
2018-06-24,17,False
2018-07-01,30,False
2018-07-08,31,False
2018-07-15,33,False
2018-07-22,14,False
2018-07-29,22,False
2018-08-05,32,False
2018-08-12,22,False
2018-08-19,15,False
2018-08-26,27,False
2018-09-02,31,False
2018-09-09,21,False
2018-09-16,15,False
2018-09-23,10,False
2018-09-30,14,False
2018-10-07,27,False
2018-10-14,20,False
2018-10-21,21,False
2018-10-28,31,False
2018-11-04,10,False
2018-11-11,30,False
2018-11-18,16,False
2018-11-25,10,False
2018-12-02,10,False
2018-12-09,10,False
2018-12-16,10,False
2018-12-23,12,False
2018-12-30,11,False
2019-01-06,10,False
2019-01-13,19,False
2019-01-20,14,False
2019-01-27,28,False
2019-02-03,13,False
2019-02-10,30,False
2019-02-17,50,False
2019-02-24,38,False
2019-03-03,45,False
2019-03-10,43,False
2019-03-17,47,False
2019-03-24,39,False
2019-03-31,39,False
2019-04-07,36,False
2019-04-14,37,False
2019-04-21,34,False
2019-04-28,62,False
2019-05-05,72,False
2019-05-12,36,False
2019-05-19,33,False
2019-05-26,55,False
2019-06-02,34,False
2019-06-09,28,False
2019-06-16,25,False
2019-06-23,33,False
2019-06-30,29,False
2019-07-07,24,False
2019-07-14,27,False
2019-07-21,13,False
2019-07-28,51,False
2019-08-04,25,False
2019-08-11,21,False
2019-08-18,9,False
2019-08-25,24,False
2019-09-01,33,False
2019-09-08,22,False
2019-09-15,27,False
2019-09-22,9,False
2019-09-29,17,False
2019-10-06,12,False
2019-10-13,31,False
2019-10-20,24,False
2019-10-27,23,False
2019-11-03,9,False
2019-11-10,11,False
2019-11-17,16,False
2019-11-24,30,False
2019-12-01,7,False
2019-12-08,11,False
2019-12-15,10,False
2019-12-22,25,False
2019-12-29,8,False
2020-01-05,7,False
2020-01-12,22,False
2020-01-19,15,False
2020-01-26,11,False
2020-02-02,23,False
2020-02-09,20,False
2020-02-16,26,False
2020-02-23,40,False
2020-03-01,7,False
2020-03-08,33,False
2020-03-15,33,False
2020-03-22,48,False
2020-03-29,83,False
2020-04-05,59,False
2020-04-12,48,False
2020-04-19,59,False
2020-04-26,65,False
2020-05-03,100,False
2020-05-10,51,False
2020-05-17,69,False
2020-05-24,40,False
2020-05-31,39,False
2020-06-07,38,False
2020-06-14,35,False
2020-06-21,61,True
