date,jardiner,isPartial
2018-01-07,12,False
2018-01-14,12,False
2018-01-21,12,False
2018-01-28,12,False
2018-02-04,24,False
2018-02-11,23,False
2018-02-18,16,False
2018-02-25,29,False
2018-03-04,30,False
2018-03-11,24,False
2018-03-18,32,False
2018-03-25,36,False
2018-04-01,36,False
2018-04-08,44,False
2018-04-15,78,False
2018-04-22,51,False
2018-04-29,79,False
2018-05-06,33,False
2018-05-13,50,False
2018-05-20,46,False
2018-05-27,44,False
2018-06-03,16,False
2018-06-10,27,False
2018-06-17,25,False
2018-06-24,29,False
2018-07-01,31,False
2018-07-08,12,False
2018-07-15,21,False
2018-07-22,18,False
2018-07-29,20,False
2018-08-05,24,False
2018-08-12,23,False
2018-08-19,30,False
2018-08-26,20,False
2018-09-02,16,False
2018-09-09,28,False
2018-09-16,12,False
2018-09-23,24,False
2018-09-30,18,False
2018-10-07,18,False
2018-10-14,0,False
2018-10-21,18,False
2018-10-28,18,False
2018-11-04,17,False
2018-11-11,24,False
2018-11-18,23,False
2018-11-25,23,False
2018-12-02,18,False
2018-12-09,0,False
2018-12-16,12,False
2018-12-23,13,False
2018-12-30,13,False
2019-01-06,18,False
2019-01-13,24,False
2019-01-20,12,False
2019-01-27,23,False
2019-02-03,16,False
2019-02-10,31,False
2019-02-17,45,False
2019-02-24,51,False
2019-03-03,42,False
2019-03-10,47,False
2019-03-17,61,False
2019-03-24,29,False
2019-03-31,30,False
2019-04-07,29,False
2019-04-14,49,False
2019-04-21,54,False
2019-04-28,49,False
2019-05-05,34,False
2019-05-12,44,False
2019-05-19,36,False
2019-05-26,51,False
2019-06-02,51,False
2019-06-09,22,False
2019-06-16,24,False
2019-06-23,19,False
2019-06-30,20,False
2019-07-07,27,False
2019-07-14,23,False
2019-07-21,46,False
2019-07-28,34,False
2019-08-04,22,False
2019-08-11,16,False
2019-08-18,19,False
2019-08-25,18,False
2019-09-01,17,False
2019-09-08,22,False
2019-09-15,30,False
2019-09-22,11,False
2019-09-29,21,False
2019-10-06,11,False
2019-10-13,11,False
2019-10-20,0,False
2019-10-27,20,False
2019-11-03,10,False
2019-11-10,10,False
2019-11-17,10,False
2019-11-24,10,False
2019-12-01,10,False
2019-12-08,21,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,14,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,21,False
2020-01-26,13,False
2020-02-02,17,False
2020-02-09,20,False
2020-02-16,10,False
2020-02-23,23,False
2020-03-01,31,False
2020-03-08,35,False
2020-03-15,48,False
2020-03-22,44,False
2020-03-29,78,False
2020-04-05,100,False
2020-04-12,62,False
2020-04-19,75,False
2020-04-26,49,False
2020-05-03,71,False
2020-05-10,35,False
2020-05-17,65,False
2020-05-24,21,False
2020-05-31,49,False
2020-06-07,39,False
2020-06-14,41,False
2020-06-21,33,True
