date,jardiner,isPartial
2018-01-07,18,False
2018-01-14,24,False
2018-01-21,0,False
2018-01-28,55,False
2018-02-04,37,False
2018-02-11,19,False
2018-02-18,19,False
2018-02-25,37,False
2018-03-04,18,False
2018-03-11,27,False
2018-03-18,24,False
2018-03-25,36,False
2018-04-01,48,False
2018-04-08,66,False
2018-04-15,45,False
2018-04-22,74,False
2018-04-29,67,False
2018-05-06,45,False
2018-05-13,54,False
2018-05-20,46,False
2018-05-27,35,False
2018-06-03,30,False
2018-06-10,29,False
2018-06-17,30,False
2018-06-24,25,False
2018-07-01,30,False
2018-07-08,28,False
2018-07-15,41,False
2018-07-22,20,False
2018-07-29,31,False
2018-08-05,42,False
2018-08-12,36,False
2018-08-19,41,False
2018-08-26,19,False
2018-09-02,38,False
2018-09-09,0,False
2018-09-16,55,False
2018-09-23,0,False
2018-09-30,18,False
2018-10-07,0,False
2018-10-14,37,False
2018-10-21,19,False
2018-10-28,0,False
2018-11-04,36,False
2018-11-11,18,False
2018-11-18,17,False
2018-11-25,18,False
2018-12-02,0,False
2018-12-09,18,False
2018-12-16,37,False
2018-12-23,0,False
2018-12-30,20,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,17,False
2019-01-27,17,False
2019-02-03,17,False
2019-02-10,24,False
2019-02-17,19,False
2019-02-24,45,False
2019-03-03,34,False
2019-03-10,29,False
2019-03-17,48,False
2019-03-24,67,False
2019-03-31,52,False
2019-04-07,69,False
2019-04-14,50,False
2019-04-21,41,False
2019-04-28,46,False
2019-05-05,71,False
2019-05-12,84,False
2019-05-19,47,False
2019-05-26,31,False
2019-06-02,59,False
2019-06-09,37,False
2019-06-16,34,False
2019-06-23,22,False
2019-06-30,38,False
2019-07-07,25,False
2019-07-14,51,False
2019-07-21,26,False
2019-07-28,35,False
2019-08-04,47,False
2019-08-11,19,False
2019-08-18,40,False
2019-08-25,45,False
2019-09-01,17,False
2019-09-08,53,False
2019-09-15,18,False
2019-09-22,46,False
2019-09-29,36,False
2019-10-06,29,False
2019-10-13,29,False
2019-10-20,15,False
2019-10-27,15,False
2019-11-03,14,False
2019-11-10,14,False
2019-11-17,0,False
2019-11-24,14,False
2019-12-01,0,False
2019-12-08,16,False
2019-12-15,16,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,18,False
2020-01-19,35,False
2020-01-26,28,False
2020-02-02,28,False
2020-02-09,28,False
2020-02-16,43,False
2020-02-23,28,False
2020-03-01,14,False
2020-03-08,26,False
2020-03-15,63,False
2020-03-22,41,False
2020-03-29,96,False
2020-04-05,100,False
2020-04-12,88,False
2020-04-19,88,False
2020-04-26,50,False
2020-05-03,63,False
2020-05-10,80,False
2020-05-17,79,False
2020-05-24,64,False
2020-05-31,29,False
2020-06-07,50,False
2020-06-14,26,False
2020-06-21,53,True
