date,jardiner,isPartial
2018-01-07,17,False
2018-01-14,35,False
2018-01-21,0,False
2018-01-28,26,False
2018-02-04,33,False
2018-02-11,17,False
2018-02-18,18,False
2018-02-25,18,False
2018-03-04,26,False
2018-03-11,18,False
2018-03-18,52,False
2018-03-25,27,False
2018-04-01,35,False
2018-04-08,41,False
2018-04-15,31,False
2018-04-22,67,False
2018-04-29,25,False
2018-05-06,24,False
2018-05-13,42,False
2018-05-20,45,False
2018-05-27,35,False
2018-06-03,53,False
2018-06-10,42,False
2018-06-17,36,False
2018-06-24,72,False
2018-07-01,18,False
2018-07-08,18,False
2018-07-15,0,False
2018-07-22,20,False
2018-07-29,40,False
2018-08-05,21,False
2018-08-12,21,False
2018-08-19,0,False
2018-08-26,38,False
2018-09-02,19,False
2018-09-09,0,False
2018-09-16,18,False
2018-09-23,19,False
2018-09-30,18,False
2018-10-07,0,False
2018-10-14,19,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,18,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,17,False
2018-12-02,18,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,19,False
2019-01-06,0,False
2019-01-13,18,False
2019-01-20,17,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,38,False
2019-02-17,19,False
2019-02-24,18,False
2019-03-03,26,False
2019-03-10,36,False
2019-03-17,28,False
2019-03-24,49,False
2019-03-31,24,False
2019-04-07,28,False
2019-04-14,58,False
2019-04-21,36,False
2019-04-28,29,False
2019-05-05,34,False
2019-05-12,36,False
2019-05-19,29,False
2019-05-26,35,False
2019-06-02,25,False
2019-06-09,28,False
2019-06-16,0,False
2019-06-23,24,False
2019-06-30,27,False
2019-07-07,24,False
2019-07-14,19,False
2019-07-21,19,False
2019-07-28,39,False
2019-08-04,40,False
2019-08-11,19,False
2019-08-18,20,False
2019-08-25,27,False
2019-09-01,0,False
2019-09-08,18,False
2019-09-15,17,False
2019-09-22,0,False
2019-09-29,17,False
2019-10-06,17,False
2019-10-13,0,False
2019-10-20,17,False
2019-10-27,16,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,16,False
2019-12-15,16,False
2019-12-22,0,False
2019-12-29,16,False
2020-01-05,0,False
2020-01-12,25,False
2020-01-19,0,False
2020-01-26,45,False
2020-02-02,15,False
2020-02-09,15,False
2020-02-16,0,False
2020-02-23,15,False
2020-03-01,21,False
2020-03-08,0,False
2020-03-15,45,False
2020-03-22,42,False
2020-03-29,58,False
2020-04-05,38,False
2020-04-12,30,False
2020-04-19,56,False
2020-04-26,43,False
2020-05-03,54,False
2020-05-10,38,False
2020-05-17,41,False
2020-05-24,35,False
2020-05-31,38,False
2020-06-07,35,False
2020-06-14,20,False
2020-06-21,100,True
