date,jardiner,isPartial
2018-01-07,9,False
2018-01-14,12,False
2018-01-21,16,False
2018-01-28,13,False
2018-02-04,16,False
2018-02-11,18,False
2018-02-18,18,False
2018-02-25,22,False
2018-03-04,30,False
2018-03-11,33,False
2018-03-18,33,False
2018-03-25,39,False
2018-04-01,49,False
2018-04-08,46,False
2018-04-15,63,False
2018-04-22,63,False
2018-04-29,66,False
2018-05-06,62,False
2018-05-13,54,False
2018-05-20,47,False
2018-05-27,43,False
2018-06-03,31,False
2018-06-10,35,False
2018-06-17,27,False
2018-06-24,30,False
2018-07-01,24,False
2018-07-08,21,False
2018-07-15,19,False
2018-07-22,20,False
2018-07-29,19,False
2018-08-05,22,False
2018-08-12,22,False
2018-08-19,20,False
2018-08-26,15,False
2018-09-02,13,False
2018-09-09,10,False
2018-09-16,17,False
2018-09-23,13,False
2018-09-30,12,False
2018-10-07,13,False
2018-10-14,14,False
2018-10-21,12,False
2018-10-28,11,False
2018-11-04,8,False
2018-11-11,10,False
2018-11-18,6,False
2018-11-25,6,False
2018-12-02,6,False
2018-12-09,6,False
2018-12-16,7,False
2018-12-23,5,False
2018-12-30,7,False
2019-01-06,8,False
2019-01-13,12,False
2019-01-20,12,False
2019-01-27,8,False
2019-02-03,13,False
2019-02-10,23,False
2019-02-17,35,False
2019-02-24,36,False
2019-03-03,37,False
2019-03-10,38,False
2019-03-17,49,False
2019-03-24,63,False
2019-03-31,45,False
2019-04-07,51,False
2019-04-14,50,False
2019-04-21,53,False
2019-04-28,64,False
2019-05-05,51,False
2019-05-12,56,False
2019-05-19,54,False
2019-05-26,47,False
2019-06-02,40,False
2019-06-09,33,False
2019-06-16,35,False
2019-06-23,20,False
2019-06-30,27,False
2019-07-07,24,False
2019-07-14,25,False
2019-07-21,16,False
2019-07-28,23,False
2019-08-04,25,False
2019-08-11,21,False
2019-08-18,18,False
2019-08-25,15,False
2019-09-01,17,False
2019-09-08,15,False
2019-09-15,15,False
2019-09-22,16,False
2019-09-29,13,False
2019-10-06,12,False
2019-10-13,10,False
2019-10-20,11,False
2019-10-27,13,False
2019-11-03,7,False
2019-11-10,10,False
2019-11-17,6,False
2019-11-24,8,False
2019-12-01,8,False
2019-12-08,6,False
2019-12-15,5,False
2019-12-22,5,False
2019-12-29,10,False
2020-01-05,10,False
2020-01-12,11,False
2020-01-19,13,False
2020-01-26,13,False
2020-02-02,17,False
2020-02-09,21,False
2020-02-16,22,False
2020-02-23,23,False
2020-03-01,25,False
2020-03-08,35,False
2020-03-15,64,False
2020-03-22,61,False
2020-03-29,81,False
2020-04-05,100,False
2020-04-12,93,False
2020-04-19,93,False
2020-04-26,80,False
2020-05-03,86,False
2020-05-10,72,False
2020-05-17,71,False
2020-05-24,57,False
2020-05-31,51,False
2020-06-07,46,False
2020-06-14,42,False
2020-06-21,36,True
