date,jardiner,isPartial
2018-01-07,27,False
2018-01-14,26,False
2018-01-21,26,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,27,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,28,False
2018-03-11,27,False
2018-03-18,27,False
2018-03-25,28,False
2018-04-01,56,False
2018-04-08,43,False
2018-04-15,45,False
2018-04-22,67,False
2018-04-29,74,False
2018-05-06,88,False
2018-05-13,75,False
2018-05-20,39,False
2018-05-27,42,False
2018-06-03,29,False
2018-06-10,27,False
2018-06-17,29,False
2018-06-24,38,False
2018-07-01,28,False
2018-07-08,29,False
2018-07-15,32,False
2018-07-22,31,False
2018-07-29,31,False
2018-08-05,49,False
2018-08-12,33,False
2018-08-19,32,False
2018-08-26,29,False
2018-09-02,45,False
2018-09-09,0,False
2018-09-16,29,False
2018-09-23,29,False
2018-09-30,29,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,30,False
2018-10-28,28,False
2018-11-04,0,False
2018-11-11,29,False
2018-11-18,0,False
2018-11-25,28,False
2018-12-02,0,False
2018-12-09,28,False
2018-12-16,29,False
2018-12-23,30,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,28,False
2019-01-20,27,False
2019-01-27,0,False
2019-02-03,55,False
2019-02-10,29,False
2019-02-17,29,False
2019-02-24,46,False
2019-03-03,36,False
2019-03-10,41,False
2019-03-17,43,False
2019-03-24,58,False
2019-03-31,47,False
2019-04-07,48,False
2019-04-14,49,False
2019-04-21,55,False
2019-04-28,45,False
2019-05-05,27,False
2019-05-12,66,False
2019-05-19,36,False
2019-05-26,56,False
2019-06-02,78,False
2019-06-09,45,False
2019-06-16,47,False
2019-06-23,28,False
2019-06-30,55,False
2019-07-07,56,False
2019-07-14,29,False
2019-07-21,29,False
2019-07-28,31,False
2019-08-04,32,False
2019-08-11,47,False
2019-08-18,30,False
2019-08-25,55,False
2019-09-01,27,False
2019-09-08,0,False
2019-09-15,27,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,26,False
2019-12-29,26,False
2020-01-05,24,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,35,False
2020-02-09,24,False
2020-02-16,24,False
2020-02-23,35,False
2020-03-01,23,False
2020-03-08,23,False
2020-03-15,27,False
2020-03-22,39,False
2020-03-29,59,False
2020-04-05,100,False
2020-04-12,69,False
2020-04-19,75,False
2020-04-26,50,False
2020-05-03,51,False
2020-05-10,52,False
2020-05-17,55,False
2020-05-24,65,False
2020-05-31,40,False
2020-06-07,52,False
2020-06-14,43,False
2020-06-21,82,True
