date,jardiner,isPartial
2018-01-07,15,False
2018-01-14,14,False
2018-01-21,0,False
2018-01-28,15,False
2018-02-04,30,False
2018-02-11,15,False
2018-02-18,15,False
2018-02-25,25,False
2018-03-04,45,False
2018-03-11,15,False
2018-03-18,15,False
2018-03-25,25,False
2018-04-01,41,False
2018-04-08,26,False
2018-04-15,71,False
2018-04-22,100,False
2018-04-29,32,False
2018-05-06,74,False
2018-05-13,50,False
2018-05-20,41,False
2018-05-27,40,False
2018-06-03,31,False
2018-06-10,34,False
2018-06-17,46,False
2018-06-24,31,False
2018-07-01,15,False
2018-07-08,24,False
2018-07-15,0,False
2018-07-22,17,False
2018-07-29,22,False
2018-08-05,26,False
2018-08-12,17,False
2018-08-19,33,False
2018-08-26,24,False
2018-09-02,32,False
2018-09-09,0,False
2018-09-16,16,False
2018-09-23,24,False
2018-09-30,21,False
2018-10-07,0,False
2018-10-14,22,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,15,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,15,False
2018-12-02,15,False
2018-12-09,16,False
2018-12-16,16,False
2018-12-23,0,False
2018-12-30,16,False
2019-01-06,15,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,14,False
2019-02-03,15,False
2019-02-10,15,False
2019-02-17,31,False
2019-02-24,20,False
2019-03-03,15,False
2019-03-10,15,False
2019-03-17,47,False
2019-03-24,42,False
2019-03-31,16,False
2019-04-07,68,False
2019-04-14,65,False
2019-04-21,53,False
2019-04-28,39,False
2019-05-05,43,False
2019-05-12,56,False
2019-05-19,45,False
2019-05-26,25,False
2019-06-02,39,False
2019-06-09,39,False
2019-06-16,15,False
2019-06-23,23,False
2019-06-30,23,False
2019-07-07,15,False
2019-07-14,24,False
2019-07-21,25,False
2019-07-28,28,False
2019-08-04,17,False
2019-08-11,16,False
2019-08-18,24,False
2019-08-25,15,False
2019-09-01,15,False
2019-09-08,22,False
2019-09-15,15,False
2019-09-22,14,False
2019-09-29,14,False
2019-10-06,14,False
2019-10-13,28,False
2019-10-20,14,False
2019-10-27,14,False
2019-11-03,14,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,14,False
2019-12-08,0,False
2019-12-15,13,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,13,False
2020-01-12,12,False
2020-01-19,26,False
2020-01-26,13,False
2020-02-02,13,False
2020-02-09,13,False
2020-02-16,0,False
2020-02-23,17,False
2020-03-01,37,False
2020-03-08,18,False
2020-03-15,47,False
2020-03-22,31,False
2020-03-29,28,False
2020-04-05,64,False
2020-04-12,72,False
2020-04-19,75,False
2020-04-26,63,False
2020-05-03,87,False
2020-05-10,32,False
2020-05-17,46,False
2020-05-24,49,False
2020-05-31,22,False
2020-06-07,29,False
2020-06-14,35,False
2020-06-21,44,True
