date,Reihenhaus,isPartial
2018-01-07,27,False
2018-01-14,54,False
2018-01-21,41,False
2018-01-28,28,False
2018-02-04,29,False
2018-02-11,28,False
2018-02-18,28,False
2018-02-25,55,False
2018-03-04,42,False
2018-03-11,28,False
2018-03-18,28,False
2018-03-25,74,False
2018-04-01,30,False
2018-04-08,30,False
2018-04-15,31,False
2018-04-22,29,False
2018-04-29,30,False
2018-05-06,0,False
2018-05-13,29,False
2018-05-20,30,False
2018-05-27,28,False
2018-06-03,48,False
2018-06-10,0,False
2018-06-17,27,False
2018-06-24,28,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,30,False
2018-07-22,29,False
2018-07-29,29,False
2018-08-05,58,False
2018-08-12,87,False
2018-08-19,47,False
2018-08-26,28,False
2018-09-02,0,False
2018-09-09,48,False
2018-09-16,38,False
2018-09-23,0,False
2018-09-30,29,False
2018-10-07,43,False
2018-10-14,43,False
2018-10-21,29,False
2018-10-28,29,False
2018-11-04,46,False
2018-11-11,27,False
2018-11-18,26,False
2018-11-25,27,False
2018-12-02,0,False
2018-12-09,54,False
2018-12-16,28,False
2018-12-23,29,False
2018-12-30,0,False
2019-01-06,25,False
2019-01-13,25,False
2019-01-20,0,False
2019-01-27,77,False
2019-02-03,53,False
2019-02-10,52,False
2019-02-17,0,False
2019-02-24,43,False
2019-03-03,0,False
2019-03-10,25,False
2019-03-17,26,False
2019-03-24,66,False
2019-03-31,28,False
2019-04-07,40,False
2019-04-14,0,False
2019-04-21,56,False
2019-04-28,0,False
2019-05-05,26,False
2019-05-12,26,False
2019-05-19,0,False
2019-05-26,79,False
2019-06-02,26,False
2019-06-09,26,False
2019-06-16,26,False
2019-06-23,36,False
2019-06-30,67,False
2019-07-07,26,False
2019-07-14,27,False
2019-07-21,28,False
2019-07-28,25,False
2019-08-04,26,False
2019-08-11,25,False
2019-08-18,25,False
2019-08-25,50,False
2019-09-01,75,False
2019-09-08,34,False
2019-09-15,51,False
2019-09-22,100,False
2019-09-29,37,False
2019-10-06,39,False
2019-10-13,25,False
2019-10-20,0,False
2019-10-27,48,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,30,False
2019-12-01,23,False
2019-12-08,0,False
2019-12-15,36,False
2019-12-22,25,False
2019-12-29,48,False
2020-01-05,34,False
2020-01-12,44,False
2020-01-19,23,False
2020-01-26,22,False
2020-02-02,23,False
2020-02-09,22,False
2020-02-16,22,False
2020-02-23,21,False
2020-03-01,22,False
2020-03-08,0,False
2020-03-15,29,False
2020-03-22,28,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,30,False
2020-04-19,19,False
2020-04-26,47,False
2020-05-03,29,False
2020-05-10,33,False
