date,Reihenhaus,isPartial
2018-01-07,56,False
2018-01-14,46,False
2018-01-21,74,False
2018-01-28,42,False
2018-02-04,43,False
2018-02-11,29,False
2018-02-18,48,False
2018-02-25,66,False
2018-03-04,57,False
2018-03-11,57,False
2018-03-18,43,False
2018-03-25,0,False
2018-04-01,31,False
2018-04-08,30,False
2018-04-15,71,False
2018-04-22,48,False
2018-04-29,30,False
2018-05-06,30,False
2018-05-13,97,False
2018-05-20,49,False
2018-05-27,74,False
2018-06-03,69,False
2018-06-10,28,False
2018-06-17,39,False
2018-06-24,60,False
2018-07-01,50,False
2018-07-08,59,False
2018-07-15,40,False
2018-07-22,60,False
2018-07-29,29,False
2018-08-05,38,False
2018-08-12,38,False
2018-08-19,38,False
2018-08-26,29,False
2018-09-02,58,False
2018-09-09,48,False
2018-09-16,43,False
2018-09-23,74,False
2018-09-30,46,False
2018-10-07,81,False
2018-10-14,73,False
2018-10-21,57,False
2018-10-28,28,False
2018-11-04,27,False
2018-11-11,56,False
2018-11-18,27,False
2018-11-25,28,False
2018-12-02,42,False
2018-12-09,56,False
2018-12-16,29,False
2018-12-23,51,False
2018-12-30,85,False
2019-01-06,35,False
2019-01-13,53,False
2019-01-20,0,False
2019-01-27,26,False
2019-02-03,52,False
2019-02-10,41,False
2019-02-17,37,False
2019-02-24,58,False
2019-03-03,41,False
2019-03-10,44,False
2019-03-17,55,False
2019-03-24,46,False
2019-03-31,70,False
2019-04-07,46,False
2019-04-14,29,False
2019-04-21,29,False
2019-04-28,28,False
2019-05-05,70,False
2019-05-12,28,False
2019-05-19,27,False
2019-05-26,55,False
2019-06-02,55,False
2019-06-09,55,False
2019-06-16,74,False
2019-06-23,28,False
2019-06-30,43,False
2019-07-07,56,False
2019-07-14,39,False
2019-07-21,100,False
2019-07-28,44,False
2019-08-04,56,False
2019-08-11,35,False
2019-08-18,27,False
2019-08-25,36,False
2019-09-01,80,False
2019-09-08,27,False
2019-09-15,46,False
2019-09-22,94,False
2019-09-29,55,False
2019-10-06,27,False
2019-10-13,52,False
2019-10-20,43,False
2019-10-27,59,False
2019-11-03,0,False
2019-11-10,76,False
2019-11-17,33,False
2019-11-24,49,False
2019-12-01,77,False
2019-12-08,38,False
2019-12-15,26,False
2019-12-22,28,False
2019-12-29,44,False
2020-01-05,36,False
2020-01-12,54,False
2020-01-19,24,False
2020-01-26,40,False
2020-02-02,47,False
2020-02-09,47,False
2020-02-16,87,False
2020-02-23,35,False
2020-03-01,46,False
2020-03-08,22,False
2020-03-15,42,False
2020-03-22,30,False
2020-03-29,47,False
2020-04-05,67,False
2020-04-12,32,False
2020-04-19,94,False
2020-04-26,34,False
2020-05-03,31,False
2020-05-10,42,False
