date,Hochzeitsfotos,isPartial
2018-01-07,20,False
2018-01-14,0,False
2018-01-21,19,False
2018-01-28,20,False
2018-02-04,60,False
2018-02-11,20,False
2018-02-18,0,False
2018-02-25,40,False
2018-03-04,20,False
2018-03-11,0,False
2018-03-18,81,False
2018-03-25,42,False
2018-04-01,43,False
2018-04-08,21,False
2018-04-15,21,False
2018-04-22,51,False
2018-04-29,21,False
2018-05-06,21,False
2018-05-13,41,False
2018-05-20,100,False
2018-05-27,44,False
2018-06-03,31,False
2018-06-10,20,False
2018-06-17,20,False
2018-06-24,40,False
2018-07-01,60,False
2018-07-08,20,False
2018-07-15,30,False
2018-07-22,0,False
2018-07-29,21,False
2018-08-05,22,False
2018-08-12,45,False
2018-08-19,56,False
2018-08-26,0,False
2018-09-02,32,False
2018-09-09,21,False
2018-09-16,31,False
2018-09-23,21,False
2018-09-30,20,False
2018-10-07,40,False
2018-10-14,20,False
2018-10-21,19,False
2018-10-28,40,False
2018-11-04,19,False
2018-11-11,19,False
2018-11-18,38,False
2018-11-25,19,False
2018-12-02,19,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,23,False
2018-12-30,62,False
2019-01-06,18,False
2019-01-13,0,False
2019-01-20,18,False
2019-01-27,18,False
2019-02-03,0,False
2019-02-10,28,False
2019-02-17,28,False
2019-02-24,29,False
2019-03-03,19,False
2019-03-10,18,False
2019-03-17,29,False
2019-03-24,19,False
2019-03-31,28,False
2019-04-07,37,False
2019-04-14,21,False
2019-04-21,20,False
2019-04-28,48,False
2019-05-05,27,False
2019-05-12,28,False
2019-05-19,28,False
2019-05-26,19,False
2019-06-02,19,False
2019-06-09,20,False
2019-06-16,40,False
2019-06-23,0,False
2019-06-30,56,False
2019-07-07,27,False
2019-07-14,28,False
2019-07-21,20,False
2019-07-28,40,False
2019-08-04,42,False
2019-08-11,41,False
2019-08-18,62,False
2019-08-25,21,False
2019-09-01,0,False
2019-09-08,76,False
2019-09-15,39,False
2019-09-22,28,False
2019-09-29,19,False
2019-10-06,0,False
2019-10-13,44,False
2019-10-20,36,False
2019-10-27,18,False
2019-11-03,35,False
2019-11-10,27,False
2019-11-17,17,False
2019-11-24,17,False
2019-12-01,36,False
2019-12-08,18,False
2019-12-15,0,False
2019-12-22,41,False
2019-12-29,20,False
2020-01-05,26,False
2020-01-12,16,False
2020-01-19,17,False
2020-01-26,17,False
2020-02-02,33,False
2020-02-09,17,False
2020-02-16,17,False
2020-02-23,17,False
2020-03-01,0,False
2020-03-08,15,False
2020-03-15,15,False
2020-03-22,29,False
2020-03-29,0,False
2020-04-05,16,False
2020-04-12,0,True
