date,fiorista,isPartial
2018-01-07,25,False
2018-01-14,31,False
2018-01-21,26,False
2018-01-28,29,False
2018-02-04,29,False
2018-02-11,85,False
2018-02-18,37,False
2018-02-25,26,False
2018-03-04,65,False
2018-03-11,33,False
2018-03-18,37,False
2018-03-25,30,False
2018-04-01,36,False
2018-04-08,32,False
2018-04-15,41,False
2018-04-22,40,False
2018-04-29,50,False
2018-05-06,52,False
2018-05-13,57,False
2018-05-20,42,False
2018-05-27,33,False
2018-06-03,53,False
2018-06-10,27,False
2018-06-17,38,False
2018-06-24,42,False
2018-07-01,42,False
2018-07-08,32,False
2018-07-15,26,False
2018-07-22,34,False
2018-07-29,42,False
2018-08-05,19,False
2018-08-12,38,False
2018-08-19,24,False
2018-08-26,33,False
2018-09-02,29,False
2018-09-09,30,False
2018-09-16,33,False
2018-09-23,37,False
2018-09-30,24,False
2018-10-07,34,False
2018-10-14,38,False
2018-10-21,45,False
2018-10-28,43,False
2018-11-04,31,False
2018-11-11,25,False
2018-11-18,29,False
2018-11-25,30,False
2018-12-02,31,False
2018-12-09,44,False
2018-12-16,52,False
2018-12-23,43,False
2018-12-30,30,False
2019-01-06,25,False
2019-01-13,25,False
2019-01-20,27,False
2019-01-27,18,False
2019-02-03,38,False
2019-02-10,86,False
2019-02-17,29,False
2019-02-24,35,False
2019-03-03,65,False
2019-03-10,32,False
2019-03-17,39,False
2019-03-24,40,False
2019-03-31,33,False
2019-04-07,34,False
2019-04-14,44,False
2019-04-21,39,False
2019-04-28,34,False
2019-05-05,51,False
2019-05-12,61,False
2019-05-19,34,False
2019-05-26,34,False
2019-06-02,35,False
2019-06-09,46,False
2019-06-16,30,False
2019-06-23,30,False
2019-06-30,29,False
2019-07-07,25,False
2019-07-14,43,False
2019-07-21,38,False
2019-07-28,37,False
2019-08-04,28,False
2019-08-11,37,False
2019-08-18,40,False
2019-08-25,39,False
2019-09-01,34,False
2019-09-08,44,False
2019-09-15,27,False
2019-09-22,35,False
2019-09-29,38,False
2019-10-06,33,False
2019-10-13,44,False
2019-10-20,40,False
2019-10-27,59,False
2019-11-03,37,False
2019-11-10,37,False
2019-11-17,34,False
2019-11-24,31,False
2019-12-01,42,False
2019-12-08,43,False
2019-12-15,52,False
2019-12-22,47,False
2019-12-29,24,False
2020-01-05,21,False
2020-01-12,29,False
2020-01-19,30,False
2020-01-26,33,False
2020-02-02,43,False
2020-02-09,99,False
2020-02-16,27,False
2020-02-23,21,False
2020-03-01,47,False
2020-03-08,28,False
2020-03-15,23,False
2020-03-22,15,False
2020-03-29,53,False
2020-04-05,100,False
2020-04-12,86,False
2020-04-19,85,False
2020-04-26,86,True
