date,fiorista,isPartial
2018-01-07,14,False
2018-01-14,14,False
2018-01-21,15,False
2018-01-28,14,False
2018-02-04,0,False
2018-02-11,31,False
2018-02-18,28,False
2018-02-25,14,False
2018-03-04,58,False
2018-03-11,0,False
2018-03-18,87,False
2018-03-25,0,False
2018-04-01,16,False
2018-04-08,0,False
2018-04-15,31,False
2018-04-22,16,False
2018-04-29,15,False
2018-05-06,44,False
2018-05-13,75,False
2018-05-20,74,False
2018-05-27,46,False
2018-06-03,15,False
2018-06-10,14,False
2018-06-17,43,False
2018-06-24,30,False
2018-07-01,0,False
2018-07-08,45,False
2018-07-15,31,False
2018-07-22,15,False
2018-07-29,15,False
2018-08-05,16,False
2018-08-12,52,False
2018-08-19,18,False
2018-08-26,32,False
2018-09-02,15,False
2018-09-09,15,False
2018-09-16,28,False
2018-09-23,0,False
2018-09-30,14,False
2018-10-07,0,False
2018-10-14,15,False
2018-10-21,0,False
2018-10-28,14,False
2018-11-04,45,False
2018-11-11,16,False
2018-11-18,30,False
2018-11-25,0,False
2018-12-02,16,False
2018-12-09,47,False
2018-12-16,63,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,30,False
2019-01-13,15,False
2019-01-20,14,False
2019-01-27,0,False
2019-02-03,42,False
2019-02-10,100,False
2019-02-17,0,False
2019-02-24,14,False
2019-03-03,30,False
2019-03-10,42,False
2019-03-17,0,False
2019-03-24,15,False
2019-03-31,0,False
2019-04-07,15,False
2019-04-14,31,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,43,False
2019-05-12,43,False
2019-05-19,69,False
2019-05-26,27,False
2019-06-02,30,False
2019-06-09,31,False
2019-06-16,30,False
2019-06-23,16,False
2019-06-30,0,False
2019-07-07,15,False
2019-07-14,31,False
2019-07-21,0,False
2019-07-28,32,False
2019-08-04,0,False
2019-08-11,35,False
2019-08-18,17,False
2019-08-25,0,False
2019-09-01,41,False
2019-09-08,0,False
2019-09-15,14,False
2019-09-22,26,False
2019-09-29,40,False
2019-10-06,28,False
2019-10-13,56,False
2019-10-20,14,False
2019-10-27,13,False
2019-11-03,0,False
2019-11-10,13,False
2019-11-17,13,False
2019-11-24,27,False
2019-12-01,14,False
2019-12-08,28,False
2019-12-15,14,False
2019-12-22,45,False
2019-12-29,29,False
2020-01-05,14,False
2020-01-12,26,False
2020-01-19,14,False
2020-01-26,13,False
2020-02-02,38,False
2020-02-09,27,False
2020-02-16,26,False
2020-02-23,12,False
2020-03-01,12,False
2020-03-08,12,False
2020-03-15,0,False
2020-03-22,11,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,21,False
2020-04-26,0,True
