date,fiorista,isPartial
2018-01-07,32,False
2018-01-14,32,False
2018-01-21,16,False
2018-01-28,0,False
2018-02-04,30,False
2018-02-11,69,False
2018-02-18,15,False
2018-02-25,36,False
2018-03-04,60,False
2018-03-11,30,False
2018-03-18,31,False
2018-03-25,16,False
2018-04-01,16,False
2018-04-08,0,False
2018-04-15,16,False
2018-04-22,49,False
2018-04-29,76,False
2018-05-06,15,False
2018-05-13,31,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,15,False
2018-06-10,37,False
2018-06-17,0,False
2018-06-24,15,False
2018-07-01,15,False
2018-07-08,44,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,23,False
2018-08-05,16,False
2018-08-12,33,False
2018-08-19,16,False
2018-08-26,15,False
2018-09-02,45,False
2018-09-09,15,False
2018-09-16,29,False
2018-09-23,22,False
2018-09-30,63,False
2018-10-07,31,False
2018-10-14,31,False
2018-10-21,31,False
2018-10-28,45,False
2018-11-04,45,False
2018-11-11,16,False
2018-11-18,31,False
2018-11-25,47,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,50,False
2018-12-23,19,False
2018-12-30,18,False
2019-01-06,0,False
2019-01-13,23,False
2019-01-20,30,False
2019-01-27,36,False
2019-02-03,15,False
2019-02-10,100,False
2019-02-17,16,False
2019-02-24,24,False
2019-03-03,40,False
2019-03-10,38,False
2019-03-17,16,False
2019-03-24,39,False
2019-03-31,46,False
2019-04-07,15,False
2019-04-14,32,False
2019-04-21,23,False
2019-04-28,15,False
2019-05-05,37,False
2019-05-12,15,False
2019-05-19,14,False
2019-05-26,28,False
2019-06-02,15,False
2019-06-09,15,False
2019-06-16,32,False
2019-06-23,32,False
2019-06-30,15,False
2019-07-07,30,False
2019-07-14,15,False
2019-07-21,31,False
2019-07-28,31,False
2019-08-04,16,False
2019-08-11,25,False
2019-08-18,46,False
2019-08-25,37,False
2019-09-01,14,False
2019-09-08,28,False
2019-09-15,58,False
2019-09-22,14,False
2019-09-29,42,False
2019-10-06,43,False
2019-10-13,0,False
2019-10-20,14,False
2019-10-27,27,False
2019-11-03,14,False
2019-11-10,35,False
2019-11-17,14,False
2019-11-24,14,False
2019-12-01,21,False
2019-12-08,29,False
2019-12-15,15,False
2019-12-22,35,False
2019-12-29,24,False
2020-01-05,22,False
2020-01-12,20,False
2020-01-19,42,False
2020-01-26,33,False
2020-02-02,40,False
2020-02-09,62,False
2020-02-16,20,False
2020-02-23,50,False
2020-03-01,44,False
2020-03-08,18,False
2020-03-15,12,False
2020-03-22,33,False
2020-03-29,17,False
2020-04-05,48,False
2020-04-12,30,False
2020-04-19,23,False
2020-04-26,40,True
