date,math exercice,isPartial
2018-01-07,95,False
2018-01-14,46,False
2018-01-21,0,False
2018-01-28,70,False
2018-02-04,44,False
2018-02-11,46,False
2018-02-18,48,False
2018-02-25,46,False
2018-03-04,45,False
2018-03-11,45,False
2018-03-18,46,False
2018-03-25,0,False
2018-04-01,45,False
2018-04-08,0,False
2018-04-15,49,False
2018-04-22,90,False
2018-04-29,0,False
2018-05-06,94,False
2018-05-13,46,False
2018-05-20,48,False
2018-05-27,46,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,49,False
2018-06-24,97,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,49,False
2018-08-19,0,False
2018-08-26,47,False
2018-09-02,0,False
2018-09-09,95,False
2018-09-16,47,False
2018-09-23,93,False
2018-09-30,47,False
2018-10-07,48,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,66,False
2018-11-04,44,False
2018-11-11,46,False
2018-11-18,0,False
2018-11-25,43,False
2018-12-02,44,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,93,False
2019-01-06,64,False
2019-01-13,64,False
2019-01-20,40,False
2019-01-27,100,False
2019-02-03,42,False
2019-02-10,0,False
2019-02-17,47,False
2019-02-24,89,False
2019-03-03,43,False
2019-03-10,44,False
2019-03-17,0,False
2019-03-24,45,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,77,False
2019-04-21,45,False
2019-04-28,42,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,41,False
2019-06-09,42,False
2019-06-16,45,False
2019-06-23,0,False
2019-06-30,42,False
2019-07-07,0,False
2019-07-14,46,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,43,False
2019-09-01,42,False
2019-09-08,43,False
2019-09-15,42,False
2019-09-22,39,False
2019-09-29,78,False
2019-10-06,41,False
2019-10-13,41,False
2019-10-20,41,False
2019-10-27,77,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,79,False
2019-11-24,38,False
2019-12-01,38,False
2019-12-08,0,False
2019-12-15,39,False
2019-12-22,41,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,37,False
2020-01-19,0,False
2020-01-26,75,False
2020-02-02,38,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,37,False
2020-03-01,37,False
2020-03-08,36,False
2020-03-15,77,False
2020-03-22,32,False
2020-03-29,0,False
2020-04-05,32,False
2020-04-12,33,False
2020-04-19,32,False
2020-04-26,91,False
2020-05-03,32,False
2020-05-10,33,False
2020-05-17,0,True
