date,math exercice,isPartial
2018-01-07,49,False
2018-01-14,57,False
2018-01-21,73,False
2018-01-28,82,False
2018-02-04,37,False
2018-02-11,25,False
2018-02-18,0,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,49,False
2018-03-18,25,False
2018-03-25,50,False
2018-04-01,52,False
2018-04-08,54,False
2018-04-15,43,False
2018-04-22,52,False
2018-04-29,34,False
2018-05-06,53,False
2018-05-13,50,False
2018-05-20,35,False
2018-05-27,51,False
2018-06-03,39,False
2018-06-10,38,False
2018-06-17,27,False
2018-06-24,27,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,29,False
2018-08-12,0,False
2018-08-19,28,False
2018-08-26,0,False
2018-09-02,27,False
2018-09-09,27,False
2018-09-16,27,False
2018-09-23,72,False
2018-09-30,27,False
2018-10-07,36,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,61,False
2018-11-04,38,False
2018-11-11,23,False
2018-11-18,64,False
2018-11-25,43,False
2018-12-02,25,False
2018-12-09,51,False
2018-12-16,26,False
2018-12-23,27,False
2018-12-30,26,False
2019-01-06,76,False
2019-01-13,25,False
2019-01-20,49,False
2019-01-27,0,False
2019-02-03,50,False
2019-02-10,38,False
2019-02-17,0,False
2019-02-24,43,False
2019-03-03,25,False
2019-03-10,25,False
2019-03-17,26,False
2019-03-24,44,False
2019-03-31,34,False
2019-04-07,51,False
2019-04-14,40,False
2019-04-21,0,False
2019-04-28,25,False
2019-05-05,49,False
2019-05-12,51,False
2019-05-19,26,False
2019-05-26,52,False
2019-06-02,25,False
2019-06-09,24,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,25,False
2019-07-07,51,False
2019-07-14,0,False
2019-07-21,27,False
2019-07-28,0,False
2019-08-04,28,False
2019-08-11,27,False
2019-08-18,27,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,100,False
2019-09-15,51,False
2019-09-22,48,False
2019-09-29,47,False
2019-10-06,36,False
2019-10-13,24,False
2019-10-20,0,False
2019-10-27,68,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,22,False
2019-12-01,23,False
2019-12-08,57,False
2019-12-15,0,False
2019-12-22,46,False
2019-12-29,46,False
2020-01-05,67,False
2020-01-12,79,False
2020-01-19,22,False
2020-01-26,43,False
2020-02-02,33,False
2020-02-09,32,False
2020-02-16,64,False
2020-02-23,35,False
2020-03-01,21,False
2020-03-08,42,False
2020-03-15,56,False
2020-03-22,35,False
2020-03-29,42,False
2020-04-05,36,False
2020-04-12,49,False
2020-04-19,37,False
2020-04-26,23,False
2020-05-03,17,False
2020-05-10,37,False
2020-05-17,0,True
