date,Rollrasen,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,18,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,25,False
2018-03-18,16,False
2018-03-25,52,False
2018-04-01,18,False
2018-04-08,17,False
2018-04-15,53,False
2018-04-22,34,False
2018-04-29,43,False
2018-05-06,17,False
2018-05-13,33,False
2018-05-20,17,False
2018-05-27,26,False
2018-06-03,50,False
2018-06-10,32,False
2018-06-17,41,False
2018-06-24,25,False
2018-07-01,25,False
2018-07-08,17,False
2018-07-15,26,False
2018-07-22,43,False
2018-07-29,26,False
2018-08-05,17,False
2018-08-12,17,False
2018-08-19,41,False
2018-08-26,16,False
2018-09-02,24,False
2018-09-09,16,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,16,False
2018-10-07,0,False
2018-10-14,17,False
2018-10-21,16,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,16,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,15,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,44,False
2019-03-03,23,False
2019-03-10,44,False
2019-03-17,46,False
2019-03-24,15,False
2019-03-31,93,False
2019-04-07,54,False
2019-04-14,100,False
2019-04-21,24,False
2019-04-28,66,False
2019-05-05,22,False
2019-05-12,29,False
2019-05-19,29,False
2019-05-26,14,False
2019-06-02,45,False
2019-06-09,47,False
2019-06-16,15,False
2019-06-23,15,False
2019-06-30,23,False
2019-07-07,15,False
2019-07-14,23,False
2019-07-21,16,False
2019-07-28,61,False
2019-08-04,16,False
2019-08-11,15,False
2019-08-18,0,False
2019-08-25,28,False
2019-09-01,0,False
2019-09-08,15,False
2019-09-15,22,False
2019-09-22,0,False
2019-09-29,14,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,14,False
2019-10-27,14,False
2019-11-03,0,False
2019-11-10,13,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,14,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,15,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,13,False
2020-01-26,0,False
2020-02-02,14,False
2020-02-09,0,False
2020-02-16,13,False
2020-02-23,13,False
2020-03-01,19,False
2020-03-08,30,False
2020-03-15,28,False
2020-03-22,27,False
2020-03-29,49,False
2020-04-05,60,False
2020-04-12,63,False
2020-04-19,34,False
2020-04-26,34,False
2020-05-03,81,False
2020-05-10,29,False
2020-05-17,50,False
2020-05-24,17,False
2020-05-31,35,False
2020-06-07,24,False
2020-06-14,12,False
2020-06-21,25,False
2020-06-28,13,False
2020-07-05,27,False
