date,Räumung,isPartial
2018-01-07,30,False
2018-01-14,15,False
2018-01-21,15,False
2018-01-28,0,False
2018-02-04,15,False
2018-02-11,15,False
2018-02-18,15,False
2018-02-25,0,False
2018-03-04,45,False
2018-03-11,15,False
2018-03-18,23,False
2018-03-25,33,False
2018-04-01,25,False
2018-04-08,24,False
2018-04-15,22,False
2018-04-22,40,False
2018-04-29,0,False
2018-05-06,40,False
2018-05-13,15,False
2018-05-20,16,False
2018-05-27,24,False
2018-06-03,16,False
2018-06-10,16,False
2018-06-17,0,False
2018-06-24,25,False
2018-07-01,0,False
2018-07-08,16,False
2018-07-15,0,False
2018-07-22,17,False
2018-07-29,24,False
2018-08-05,100,False
2018-08-12,33,False
2018-08-19,16,False
2018-08-26,15,False
2018-09-02,30,False
2018-09-09,56,False
2018-09-16,57,False
2018-09-23,16,False
2018-09-30,22,False
2018-10-07,16,False
2018-10-14,15,False
2018-10-21,15,False
2018-10-28,37,False
2018-11-04,25,False
2018-11-11,15,False
2018-11-18,0,False
2018-11-25,16,False
2018-12-02,16,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,25,False
2018-12-30,17,False
2019-01-06,16,False
2019-01-13,15,False
2019-01-20,22,False
2019-01-27,15,False
2019-02-03,15,False
2019-02-10,22,False
2019-02-17,23,False
2019-02-24,15,False
2019-03-03,45,False
2019-03-10,15,False
2019-03-17,23,False
2019-03-24,15,False
2019-03-31,23,False
2019-04-07,15,False
2019-04-14,16,False
2019-04-21,24,False
2019-04-28,31,False
2019-05-05,14,False
2019-05-12,30,False
2019-05-19,44,False
2019-05-26,31,False
2019-06-02,25,False
2019-06-09,15,False
2019-06-16,0,False
2019-06-23,16,False
2019-06-30,16,False
2019-07-07,16,False
2019-07-14,24,False
2019-07-21,0,False
2019-07-28,17,False
2019-08-04,32,False
2019-08-11,37,False
2019-08-18,15,False
2019-08-25,15,False
2019-09-01,29,False
2019-09-08,22,False
2019-09-15,15,False
2019-09-22,20,False
2019-09-29,16,False
2019-10-06,15,False
2019-10-13,14,False
2019-10-20,19,False
2019-10-27,14,False
2019-11-03,14,False
2019-11-10,14,False
2019-11-17,24,False
2019-11-24,27,False
2019-12-01,14,False
2019-12-08,0,False
2019-12-15,34,False
2019-12-22,34,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,18,False
2020-01-19,0,False
2020-01-26,27,False
2020-02-02,20,False
2020-02-09,26,False
2020-02-16,34,False
2020-02-23,0,False
2020-03-01,22,False
2020-03-08,25,False
2020-03-15,25,False
2020-03-22,12,False
2020-03-29,31,False
2020-04-05,21,False
2020-04-12,13,False
2020-04-19,13,False
2020-04-26,19,False
2020-05-03,19,False
2020-05-10,25,False
