date,Räumung,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,46,False
2018-01-28,35,False
2018-02-04,24,False
2018-02-11,24,False
2018-02-18,47,False
2018-02-25,23,False
2018-03-04,47,False
2018-03-11,23,False
2018-03-18,24,False
2018-03-25,24,False
2018-04-01,24,False
2018-04-08,24,False
2018-04-15,24,False
2018-04-22,46,False
2018-04-29,0,False
2018-05-06,37,False
2018-05-13,35,False
2018-05-20,32,False
2018-05-27,23,False
2018-06-03,62,False
2018-06-10,30,False
2018-06-17,69,False
2018-06-24,23,False
2018-07-01,36,False
2018-07-08,24,False
2018-07-15,26,False
2018-07-22,49,False
2018-07-29,0,False
2018-08-05,80,False
2018-08-12,59,False
2018-08-19,22,False
2018-08-26,0,False
2018-09-02,69,False
2018-09-09,46,False
2018-09-16,69,False
2018-09-23,31,False
2018-09-30,48,False
2018-10-07,24,False
2018-10-14,23,False
2018-10-21,67,False
2018-10-28,67,False
2018-11-04,44,False
2018-11-11,34,False
2018-11-18,34,False
2018-11-25,34,False
2018-12-02,22,False
2018-12-09,34,False
2018-12-16,23,False
2018-12-23,51,False
2018-12-30,0,False
2019-01-06,43,False
2019-01-13,0,False
2019-01-20,43,False
2019-01-27,22,False
2019-02-03,22,False
2019-02-10,29,False
2019-02-17,33,False
2019-02-24,34,False
2019-03-03,32,False
2019-03-10,21,False
2019-03-17,33,False
2019-03-24,45,False
2019-03-31,22,False
2019-04-07,23,False
2019-04-14,100,False
2019-04-21,23,False
2019-04-28,22,False
2019-05-05,22,False
2019-05-12,45,False
2019-05-19,22,False
2019-05-26,0,False
2019-06-02,29,False
2019-06-09,22,False
2019-06-16,43,False
2019-06-23,45,False
2019-06-30,22,False
2019-07-07,22,False
2019-07-14,31,False
2019-07-21,25,False
2019-07-28,23,False
2019-08-04,45,False
2019-08-11,27,False
2019-08-18,54,False
2019-08-25,21,False
2019-09-01,63,False
2019-09-08,32,False
2019-09-15,21,False
2019-09-22,53,False
2019-09-29,0,False
2019-10-06,28,False
2019-10-13,21,False
2019-10-20,32,False
2019-10-27,62,False
2019-11-03,30,False
2019-11-10,20,False
2019-11-17,21,False
2019-11-24,39,False
2019-12-01,20,False
2019-12-08,20,False
2019-12-15,31,False
2019-12-22,22,False
2019-12-29,21,False
2020-01-05,0,False
2020-01-12,19,False
2020-01-19,39,False
2020-01-26,29,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,29,False
2020-02-23,26,False
2020-03-01,48,False
2020-03-08,18,False
2020-03-15,24,False
2020-03-22,18,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,19,False
2020-04-19,27,False
2020-04-26,26,False
2020-05-03,53,False
2020-05-10,35,False
