date,Räumung,isPartial
2018-01-07,16,False
2018-01-14,23,False
2018-01-21,15,False
2018-01-28,27,False
2018-02-04,32,False
2018-02-11,16,False
2018-02-18,16,False
2018-02-25,21,False
2018-03-04,49,False
2018-03-11,24,False
2018-03-18,27,False
2018-03-25,34,False
2018-04-01,17,False
2018-04-08,17,False
2018-04-15,17,False
2018-04-22,16,False
2018-04-29,43,False
2018-05-06,17,False
2018-05-13,16,False
2018-05-20,27,False
2018-05-27,18,False
2018-06-03,50,False
2018-06-10,16,False
2018-06-17,27,False
2018-06-24,16,False
2018-07-01,32,False
2018-07-08,0,False
2018-07-15,17,False
2018-07-22,50,False
2018-07-29,23,False
2018-08-05,100,False
2018-08-12,42,False
2018-08-19,18,False
2018-08-26,27,False
2018-09-02,34,False
2018-09-09,34,False
2018-09-16,49,False
2018-09-23,50,False
2018-09-30,28,False
2018-10-07,16,False
2018-10-14,65,False
2018-10-21,16,False
2018-10-28,32,False
2018-11-04,21,False
2018-11-11,31,False
2018-11-18,30,False
2018-11-25,31,False
2018-12-02,46,False
2018-12-09,36,False
2018-12-16,32,False
2018-12-23,37,False
2018-12-30,17,False
2019-01-06,30,False
2019-01-13,29,False
2019-01-20,58,False
2019-01-27,22,False
2019-02-03,52,False
2019-02-10,35,False
2019-02-17,15,False
2019-02-24,31,False
2019-03-03,51,False
2019-03-10,30,False
2019-03-17,15,False
2019-03-24,31,False
2019-03-31,15,False
2019-04-07,23,False
2019-04-14,16,False
2019-04-21,40,False
2019-04-28,23,False
2019-05-05,0,False
2019-05-12,46,False
2019-05-19,34,False
2019-05-26,15,False
2019-06-02,15,False
2019-06-09,32,False
2019-06-16,16,False
2019-06-23,46,False
2019-06-30,53,False
2019-07-07,29,False
2019-07-14,15,False
2019-07-21,21,False
2019-07-28,24,False
2019-08-04,17,False
2019-08-11,0,False
2019-08-18,17,False
2019-08-25,34,False
2019-09-01,16,False
2019-09-08,15,False
2019-09-15,23,False
2019-09-22,15,False
2019-09-29,45,False
2019-10-06,44,False
2019-10-13,24,False
2019-10-20,36,False
2019-10-27,15,False
2019-11-03,33,False
2019-11-10,14,False
2019-11-17,28,False
2019-11-24,14,False
2019-12-01,14,False
2019-12-08,28,False
2019-12-15,36,False
2019-12-22,34,False
2019-12-29,16,False
2020-01-05,28,False
2020-01-12,20,False
2020-01-19,27,False
2020-01-26,22,False
2020-02-02,22,False
2020-02-09,13,False
2020-02-16,33,False
2020-02-23,27,False
2020-03-01,13,False
2020-03-08,19,False
2020-03-15,42,False
2020-03-22,18,False
2020-03-29,36,False
2020-04-05,26,False
2020-04-12,17,False
2020-04-19,0,False
2020-04-26,18,False
2020-05-03,20,False
2020-05-10,12,False
