date,Räumung,isPartial
2018-01-07,21,False
2018-01-14,25,False
2018-01-21,13,False
2018-01-28,13,False
2018-02-04,9,False
2018-02-11,17,False
2018-02-18,13,False
2018-02-25,17,False
2018-03-04,26,False
2018-03-11,17,False
2018-03-18,13,False
2018-03-25,23,False
2018-04-01,23,False
2018-04-08,9,False
2018-04-15,22,False
2018-04-22,8,False
2018-04-29,13,False
2018-05-06,13,False
2018-05-13,17,False
2018-05-20,18,False
2018-05-27,21,False
2018-06-03,26,False
2018-06-10,12,False
2018-06-17,8,False
2018-06-24,17,False
2018-07-01,17,False
2018-07-08,8,False
2018-07-15,18,False
2018-07-22,9,False
2018-07-29,27,False
2018-08-05,27,False
2018-08-12,27,False
2018-08-19,18,False
2018-08-26,13,False
2018-09-02,22,False
2018-09-09,100,False
2018-09-16,35,False
2018-09-23,26,False
2018-09-30,40,False
2018-10-07,22,False
2018-10-14,36,False
2018-10-21,40,False
2018-10-28,26,False
2018-11-04,17,False
2018-11-11,17,False
2018-11-18,33,False
2018-11-25,21,False
2018-12-02,25,False
2018-12-09,37,False
2018-12-16,17,False
2018-12-23,10,False
2018-12-30,9,False
2019-01-06,28,False
2019-01-13,32,False
2019-01-20,24,False
2019-01-27,31,False
2019-02-03,32,False
2019-02-10,49,False
2019-02-17,33,False
2019-02-24,42,False
2019-03-03,32,False
2019-03-10,28,False
2019-03-17,25,False
2019-03-24,25,False
2019-03-31,28,False
2019-04-07,8,False
2019-04-14,14,False
2019-04-21,18,False
2019-04-28,12,False
2019-05-05,24,False
2019-05-12,17,False
2019-05-19,24,False
2019-05-26,25,False
2019-06-02,24,False
2019-06-09,29,False
2019-06-16,12,False
2019-06-23,46,False
2019-06-30,20,False
2019-07-07,16,False
2019-07-14,21,False
2019-07-21,42,False
2019-07-28,13,False
2019-08-04,32,False
2019-08-11,52,False
2019-08-18,43,False
2019-08-25,25,False
2019-09-01,12,False
2019-09-08,29,False
2019-09-15,21,False
2019-09-22,8,False
2019-09-29,24,False
2019-10-06,16,False
2019-10-13,16,False
2019-10-20,12,False
2019-10-27,16,False
2019-11-03,15,False
2019-11-10,11,False
2019-11-17,19,False
2019-11-24,15,False
2019-12-01,23,False
2019-12-08,23,False
2019-12-15,15,False
2019-12-22,18,False
2019-12-29,8,False
2020-01-05,15,False
2020-01-12,14,False
2020-01-19,29,False
2020-01-26,22,False
2020-02-02,14,False
2020-02-09,14,False
2020-02-16,40,False
2020-02-23,24,False
2020-03-01,24,False
2020-03-08,40,False
2020-03-15,20,False
2020-03-22,39,False
2020-03-29,19,False
2020-04-05,14,False
2020-04-12,20,False
2020-04-19,23,False
2020-04-26,6,False
2020-05-03,7,False
2020-05-10,17,False
