date,Rollos,isPartial
2018-01-07,21,False
2018-01-14,43,False
2018-01-21,32,False
2018-01-28,43,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,33,False
2018-02-25,0,False
2018-03-04,22,False
2018-03-11,21,False
2018-03-18,32,False
2018-03-25,47,False
2018-04-01,24,False
2018-04-08,44,False
2018-04-15,53,False
2018-04-22,73,False
2018-04-29,23,False
2018-05-06,23,False
2018-05-13,22,False
2018-05-20,23,False
2018-05-27,22,False
2018-06-03,44,False
2018-06-10,32,False
2018-06-17,43,False
2018-06-24,21,False
2018-07-01,47,False
2018-07-08,59,False
2018-07-15,0,False
2018-07-22,49,False
2018-07-29,77,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,49,False
2018-08-26,23,False
2018-09-02,34,False
2018-09-09,45,False
2018-09-16,45,False
2018-09-23,45,False
2018-09-30,21,False
2018-10-07,21,False
2018-10-14,21,False
2018-10-21,42,False
2018-10-28,33,False
2018-11-04,21,False
2018-11-11,20,False
2018-11-18,19,False
2018-11-25,20,False
2018-12-02,20,False
2018-12-09,0,False
2018-12-16,21,False
2018-12-23,0,False
2018-12-30,25,False
2019-01-06,44,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,43,False
2019-02-03,45,False
2019-02-10,32,False
2019-02-17,64,False
2019-02-24,31,False
2019-03-03,53,False
2019-03-10,41,False
2019-03-17,64,False
2019-03-24,32,False
2019-03-31,22,False
2019-04-07,32,False
2019-04-14,47,False
2019-04-21,35,False
2019-04-28,64,False
2019-05-05,63,False
2019-05-12,62,False
2019-05-19,31,False
2019-05-26,0,False
2019-06-02,55,False
2019-06-09,35,False
2019-06-16,22,False
2019-06-23,78,False
2019-06-30,46,False
2019-07-07,35,False
2019-07-14,60,False
2019-07-21,38,False
2019-07-28,100,False
2019-08-04,26,False
2019-08-11,76,False
2019-08-18,36,False
2019-08-25,46,False
2019-09-01,21,False
2019-09-08,33,False
2019-09-15,42,False
2019-09-22,21,False
2019-09-29,20,False
2019-10-06,20,False
2019-10-13,20,False
2019-10-20,20,False
2019-10-27,20,False
2019-11-03,19,False
2019-11-10,19,False
2019-11-17,28,False
2019-11-24,0,False
2019-12-01,19,False
2019-12-08,19,False
2019-12-15,0,False
2019-12-22,25,False
2019-12-29,38,False
2020-01-05,44,False
2020-01-12,19,False
2020-01-19,28,False
2020-01-26,19,False
2020-02-02,40,False
2020-02-09,0,False
2020-02-16,47,False
2020-02-23,44,False
2020-03-01,89,False
2020-03-08,52,False
2020-03-15,0,False
2020-03-22,19,False
2020-03-29,20,False
2020-04-05,22,False
2020-04-12,31,False
2020-04-19,30,False
2020-04-26,40,False
2020-05-03,39,False
2020-05-10,38,False
2020-05-17,20,False
2020-05-24,57,False
2020-05-31,19,False
2020-06-07,29,False
2020-06-14,37,False
2020-06-21,38,False
2020-06-28,38,False
2020-07-05,49,False
