date,Mosaikfliesen,isPartial
2018-01-07,41,False
2018-01-14,40,False
2018-01-21,27,False
2018-01-28,55,False
2018-02-04,56,False
2018-02-11,28,False
2018-02-18,70,False
2018-02-25,69,False
2018-03-04,28,False
2018-03-11,28,False
2018-03-18,28,False
2018-03-25,59,False
2018-04-01,40,False
2018-04-08,58,False
2018-04-15,44,False
2018-04-22,57,False
2018-04-29,30,False
2018-05-06,30,False
2018-05-13,28,False
2018-05-20,93,False
2018-05-27,61,False
2018-06-03,29,False
2018-06-10,28,False
2018-06-17,28,False
2018-06-24,58,False
2018-07-01,0,False
2018-07-08,28,False
2018-07-15,57,False
2018-07-22,100,False
2018-07-29,30,False
2018-08-05,61,False
2018-08-12,31,False
2018-08-19,48,False
2018-08-26,62,False
2018-09-02,29,False
2018-09-09,58,False
2018-09-16,43,False
2018-09-23,43,False
2018-09-30,29,False
2018-10-07,84,False
2018-10-14,28,False
2018-10-21,55,False
2018-10-28,42,False
2018-11-04,36,False
2018-11-11,0,False
2018-11-18,26,False
2018-11-25,27,False
2018-12-02,54,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,32,False
2018-12-30,49,False
2019-01-06,52,False
2019-01-13,76,False
2019-01-20,38,False
2019-01-27,42,False
2019-02-03,77,False
2019-02-10,91,False
2019-02-17,26,False
2019-02-24,45,False
2019-03-03,80,False
2019-03-10,26,False
2019-03-17,54,False
2019-03-24,40,False
2019-03-31,40,False
2019-04-07,0,False
2019-04-14,43,False
2019-04-21,56,False
2019-04-28,71,False
2019-05-05,77,False
2019-05-12,0,False
2019-05-19,34,False
2019-05-26,36,False
2019-06-02,54,False
2019-06-09,37,False
2019-06-16,42,False
2019-06-23,27,False
2019-06-30,78,False
2019-07-07,38,False
2019-07-14,27,False
2019-07-21,46,False
2019-07-28,28,False
2019-08-04,44,False
2019-08-11,43,False
2019-08-18,29,False
2019-08-25,44,False
2019-09-01,73,False
2019-09-08,53,False
2019-09-15,0,False
2019-09-22,26,False
2019-09-29,26,False
2019-10-06,38,False
2019-10-13,75,False
2019-10-20,25,False
2019-10-27,76,False
2019-11-03,65,False
2019-11-10,25,False
2019-11-17,57,False
2019-11-24,36,False
2019-12-01,25,False
2019-12-08,24,False
2019-12-15,25,False
2019-12-22,29,False
2019-12-29,69,False
2020-01-05,48,False
2020-01-12,38,False
2020-01-19,63,False
2020-01-26,39,False
2020-02-02,47,False
2020-02-09,31,False
2020-02-16,48,False
2020-02-23,23,False
2020-03-01,38,False
2020-03-08,22,False
2020-03-15,21,False
2020-03-22,21,False
2020-03-29,73,False
2020-04-05,30,False
2020-04-12,33,False
2020-04-19,35,False
2020-04-26,93,False
2020-05-03,52,False
2020-05-10,52,False
