date,Mosaikfliesen,isPartial
2018-01-07,25,False
2018-01-14,33,False
2018-01-21,49,False
2018-01-28,50,False
2018-02-04,42,False
2018-02-11,100,False
2018-02-18,25,False
2018-02-25,25,False
2018-03-04,37,False
2018-03-11,37,False
2018-03-18,25,False
2018-03-25,51,False
2018-04-01,26,False
2018-04-08,25,False
2018-04-15,26,False
2018-04-22,25,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,39,False
2018-05-27,24,False
2018-06-03,50,False
2018-06-10,36,False
2018-06-17,24,False
2018-06-24,75,False
2018-07-01,26,False
2018-07-08,26,False
2018-07-15,55,False
2018-07-22,26,False
2018-07-29,75,False
2018-08-05,47,False
2018-08-12,23,False
2018-08-19,23,False
2018-08-26,24,False
2018-09-02,25,False
2018-09-09,37,False
2018-09-16,25,False
2018-09-23,50,False
2018-09-30,52,False
2018-10-07,0,False
2018-10-14,25,False
2018-10-21,40,False
2018-10-28,40,False
2018-11-04,24,False
2018-11-11,24,False
2018-11-18,24,False
2018-11-25,37,False
2018-12-02,24,False
2018-12-09,33,False
2018-12-16,33,False
2018-12-23,56,False
2018-12-30,25,False
2019-01-06,23,False
2019-01-13,38,False
2019-01-20,23,False
2019-01-27,46,False
2019-02-03,54,False
2019-02-10,24,False
2019-02-17,24,False
2019-02-24,32,False
2019-03-03,46,False
2019-03-10,23,False
2019-03-17,47,False
2019-03-24,24,False
2019-03-31,24,False
2019-04-07,25,False
2019-04-14,53,False
2019-04-21,33,False
2019-04-28,24,False
2019-05-05,47,False
2019-05-12,40,False
2019-05-19,35,False
2019-05-26,24,False
2019-06-02,23,False
2019-06-09,23,False
2019-06-16,46,False
2019-06-23,32,False
2019-06-30,23,False
2019-07-07,24,False
2019-07-14,25,False
2019-07-21,39,False
2019-07-28,25,False
2019-08-04,24,False
2019-08-11,22,False
2019-08-18,39,False
2019-08-25,23,False
2019-09-01,30,False
2019-09-08,0,False
2019-09-15,46,False
2019-09-22,23,False
2019-09-29,38,False
2019-10-06,53,False
2019-10-13,34,False
2019-10-20,45,False
2019-10-27,44,False
2019-11-03,21,False
2019-11-10,43,False
2019-11-17,22,False
2019-11-24,49,False
2019-12-01,43,False
2019-12-08,43,False
2019-12-15,22,False
2019-12-22,24,False
2019-12-29,44,False
2020-01-05,20,False
2020-01-12,30,False
2020-01-19,35,False
2020-01-26,34,False
2020-02-02,51,False
2020-02-09,60,False
2020-02-16,21,False
2020-02-23,41,False
2020-03-01,34,False
2020-03-08,29,False
2020-03-15,0,False
2020-03-22,19,False
2020-03-29,25,False
2020-04-05,28,False
2020-04-12,20,False
2020-04-19,25,False
2020-04-26,28,False
2020-05-03,29,False
2020-05-10,37,False
