date,bomboniere,isPartial
2018-01-07,31,False
2018-01-14,57,False
2018-01-21,59,False
2018-01-28,74,False
2018-02-04,70,False
2018-02-11,84,False
2018-02-18,82,False
2018-02-25,50,False
2018-03-04,95,False
2018-03-11,72,False
2018-03-18,57,False
2018-03-25,29,False
2018-04-01,41,False
2018-04-08,60,False
2018-04-15,50,False
2018-04-22,39,False
2018-04-29,82,False
2018-05-06,47,False
2018-05-13,37,False
2018-05-20,53,False
2018-05-27,44,False
2018-06-03,62,False
2018-06-10,18,False
2018-06-17,55,False
2018-06-24,40,False
2018-07-01,40,False
2018-07-08,36,False
2018-07-15,20,False
2018-07-22,27,False
2018-07-29,31,False
2018-08-05,37,False
2018-08-12,20,False
2018-08-19,22,False
2018-08-26,56,False
2018-09-02,59,False
2018-09-09,8,False
2018-09-16,32,False
2018-09-23,41,False
2018-09-30,55,False
2018-10-07,42,False
2018-10-14,48,False
2018-10-21,47,False
2018-10-28,21,False
2018-11-04,21,False
2018-11-11,26,False
2018-11-18,33,False
2018-11-25,29,False
2018-12-02,13,False
2018-12-09,13,False
2018-12-16,23,False
2018-12-23,0,False
2018-12-30,41,False
2019-01-06,37,False
2019-01-13,66,False
2019-01-20,82,False
2019-01-27,84,False
2019-02-03,48,False
2019-02-10,100,False
2019-02-17,74,False
2019-02-24,66,False
2019-03-03,22,False
2019-03-10,64,False
2019-03-17,26,False
2019-03-24,65,False
2019-03-31,69,False
2019-04-07,26,False
2019-04-14,40,False
2019-04-21,40,False
2019-04-28,63,False
2019-05-05,67,False
2019-05-12,69,False
2019-05-19,63,False
2019-05-26,42,False
2019-06-02,35,False
2019-06-09,31,False
2019-06-16,34,False
2019-06-23,43,False
2019-06-30,17,False
2019-07-07,31,False
2019-07-14,41,False
2019-07-21,37,False
2019-07-28,44,False
2019-08-04,24,False
2019-08-11,19,False
2019-08-18,34,False
2019-08-25,50,False
2019-09-01,22,False
2019-09-08,39,False
2019-09-15,64,False
2019-09-22,41,False
2019-09-29,30,False
2019-10-06,45,False
2019-10-13,50,False
2019-10-20,26,False
2019-10-27,18,False
2019-11-03,31,False
2019-11-10,49,False
2019-11-17,51,False
2019-11-24,36,False
2019-12-01,14,False
2019-12-08,33,False
2019-12-15,11,False
2019-12-22,16,False
2019-12-29,41,False
2020-01-05,61,False
2020-01-12,57,False
2020-01-19,52,False
2020-01-26,57,False
2020-02-02,80,False
2020-02-09,68,False
2020-02-16,68,False
2020-02-23,59,False
2020-03-01,51,False
2020-03-08,27,False
2020-03-15,21,False
2020-03-22,6,False
2020-03-29,12,False
2020-04-05,22,False
2020-04-12,16,False
2020-04-19,12,False
2020-04-26,0,True
