date,bomboniere,isPartial
2018-01-07,33,False
2018-01-14,16,False
2018-01-21,24,False
2018-01-28,48,False
2018-02-04,48,False
2018-02-11,54,False
2018-02-18,15,False
2018-02-25,76,False
2018-03-04,38,False
2018-03-11,55,False
2018-03-18,24,False
2018-03-25,32,False
2018-04-01,26,False
2018-04-08,44,False
2018-04-15,56,False
2018-04-22,57,False
2018-04-29,36,False
2018-05-06,17,False
2018-05-13,69,False
2018-05-20,17,False
2018-05-27,17,False
2018-06-03,0,False
2018-06-10,34,False
2018-06-17,17,False
2018-06-24,25,False
2018-07-01,31,False
2018-07-08,15,False
2018-07-15,15,False
2018-07-22,30,False
2018-07-29,22,False
2018-08-05,27,False
2018-08-12,13,False
2018-08-19,27,False
2018-08-26,29,False
2018-09-02,31,False
2018-09-09,41,False
2018-09-16,16,False
2018-09-23,17,False
2018-09-30,33,False
2018-10-07,35,False
2018-10-14,35,False
2018-10-21,43,False
2018-10-28,0,False
2018-11-04,18,False
2018-11-11,18,False
2018-11-18,18,False
2018-11-25,18,False
2018-12-02,0,False
2018-12-09,67,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,27,False
2019-01-06,29,False
2019-01-13,46,False
2019-01-20,45,False
2019-01-27,29,False
2019-02-03,30,False
2019-02-10,60,False
2019-02-17,46,False
2019-02-24,62,False
2019-03-03,15,False
2019-03-10,16,False
2019-03-17,41,False
2019-03-24,59,False
2019-03-31,34,False
2019-04-07,51,False
2019-04-14,100,False
2019-04-21,52,False
2019-04-28,17,False
2019-05-05,16,False
2019-05-12,33,False
2019-05-19,40,False
2019-05-26,15,False
2019-06-02,16,False
2019-06-09,16,False
2019-06-16,30,False
2019-06-23,0,False
2019-06-30,30,False
2019-07-07,14,False
2019-07-14,14,False
2019-07-21,20,False
2019-07-28,26,False
2019-08-04,24,False
2019-08-11,23,False
2019-08-18,22,False
2019-08-25,36,False
2019-09-01,26,False
2019-09-08,0,False
2019-09-15,29,False
2019-09-22,14,False
2019-09-29,43,False
2019-10-06,15,False
2019-10-13,0,False
2019-10-20,46,False
2019-10-27,22,False
2019-11-03,30,False
2019-11-10,23,False
2019-11-17,15,False
2019-11-24,15,False
2019-12-01,39,False
2019-12-08,30,False
2019-12-15,22,False
2019-12-22,15,False
2019-12-29,18,False
2020-01-05,49,False
2020-01-12,84,False
2020-01-19,34,False
2020-01-26,26,False
2020-02-02,25,False
2020-02-09,52,False
2020-02-16,26,False
2020-02-23,30,False
2020-03-01,25,False
2020-03-08,19,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,27,False
2020-04-19,13,False
2020-04-26,0,True
