date,Dj,isPartial
2018-01-07,66,False
2018-01-14,59,False
2018-01-21,46,False
2018-01-28,45,False
2018-02-04,78,False
2018-02-11,55,False
2018-02-18,78,False
2018-02-25,86,False
2018-03-04,34,False
2018-03-11,30,False
2018-03-18,36,False
2018-03-25,48,False
2018-04-01,24,False
2018-04-08,34,False
2018-04-15,85,False
2018-04-22,100,False
2018-04-29,63,False
2018-05-06,67,False
2018-05-13,70,False
2018-05-20,70,False
2018-05-27,42,False
2018-06-03,75,False
2018-06-10,48,False
2018-06-17,69,False
2018-06-24,60,False
2018-07-01,69,False
2018-07-08,81,False
2018-07-15,55,False
2018-07-22,34,False
2018-07-29,63,False
2018-08-05,72,False
2018-08-12,52,False
2018-08-19,74,False
2018-08-26,54,False
2018-09-02,61,False
2018-09-09,64,False
2018-09-16,42,False
2018-09-23,79,False
2018-09-30,69,False
2018-10-07,40,False
2018-10-14,40,False
2018-10-21,49,False
2018-10-28,48,False
2018-11-04,46,False
2018-11-11,44,False
2018-11-18,72,False
2018-11-25,27,False
2018-12-02,42,False
2018-12-09,55,False
2018-12-16,33,False
2018-12-23,55,False
2018-12-30,58,False
2019-01-06,62,False
2019-01-13,71,False
2019-01-20,57,False
2019-01-27,60,False
2019-02-03,72,False
2019-02-10,82,False
2019-02-17,53,False
2019-02-24,42,False
2019-03-03,42,False
2019-03-10,55,False
2019-03-17,35,False
2019-03-24,34,False
2019-03-31,32,False
2019-04-07,51,False
2019-04-14,60,False
2019-04-21,31,False
2019-04-28,45,False
2019-05-05,42,False
2019-05-12,38,False
2019-05-19,33,False
2019-05-26,47,False
2019-06-02,75,False
2019-06-09,45,False
2019-06-16,56,False
2019-06-23,35,False
2019-06-30,50,False
2019-07-07,73,False
2019-07-14,40,False
2019-07-21,37,False
2019-07-28,54,False
2019-08-04,67,False
2019-08-11,80,False
2019-08-18,72,False
2019-08-25,49,False
2019-09-01,36,False
2019-09-08,53,False
2019-09-15,36,False
2019-09-22,65,False
2019-09-29,67,False
2019-10-06,55,False
2019-10-13,31,False
2019-10-20,26,False
2019-10-27,69,False
2019-11-03,40,False
2019-11-10,37,False
2019-11-17,40,False
2019-11-24,71,False
2019-12-01,63,False
2019-12-08,63,False
2019-12-15,71,False
2019-12-22,55,False
2019-12-29,66,False
2020-01-05,66,False
2020-01-12,82,False
2020-01-19,64,False
2020-01-26,74,False
2020-02-02,38,False
2020-02-09,47,False
2020-02-16,55,False
2020-02-23,52,False
2020-03-01,52,False
2020-03-08,26,False
2020-03-15,45,False
2020-03-22,64,False
2020-03-29,87,False
2020-04-05,98,False
2020-04-12,58,True
