date,pasticcini,isPartial
2018-01-07,30,False
2018-01-14,30,False
2018-01-21,15,False
2018-01-28,15,False
2018-02-04,29,False
2018-02-11,32,False
2018-02-18,15,False
2018-02-25,14,False
2018-03-04,31,False
2018-03-11,15,False
2018-03-18,30,False
2018-03-25,16,False
2018-04-01,34,False
2018-04-08,16,False
2018-04-15,16,False
2018-04-22,0,False
2018-04-29,40,False
2018-05-06,15,False
2018-05-13,16,False
2018-05-20,16,False
2018-05-27,24,False
2018-06-03,16,False
2018-06-10,29,False
2018-06-17,38,False
2018-06-24,16,False
2018-07-01,16,False
2018-07-08,16,False
2018-07-15,24,False
2018-07-22,16,False
2018-07-29,0,False
2018-08-05,17,False
2018-08-12,0,False
2018-08-19,55,False
2018-08-26,25,False
2018-09-02,0,False
2018-09-09,31,False
2018-09-16,30,False
2018-09-23,15,False
2018-09-30,15,False
2018-10-07,47,False
2018-10-14,40,False
2018-10-21,15,False
2018-10-28,60,False
2018-11-04,31,False
2018-11-11,33,False
2018-11-18,16,False
2018-11-25,32,False
2018-12-02,17,False
2018-12-09,50,False
2018-12-16,41,False
2018-12-23,0,False
2018-12-30,16,False
2019-01-06,16,False
2019-01-13,23,False
2019-01-20,100,False
2019-01-27,44,False
2019-02-03,22,False
2019-02-10,22,False
2019-02-17,15,False
2019-02-24,23,False
2019-03-03,16,False
2019-03-10,59,False
2019-03-17,16,False
2019-03-24,24,False
2019-03-31,15,False
2019-04-07,23,False
2019-04-14,16,False
2019-04-21,32,False
2019-04-28,30,False
2019-05-05,30,False
2019-05-12,23,False
2019-05-19,29,False
2019-05-26,28,False
2019-06-02,31,False
2019-06-09,16,False
2019-06-16,16,False
2019-06-23,49,False
2019-06-30,0,False
2019-07-07,24,False
2019-07-14,24,False
2019-07-21,25,False
2019-07-28,0,False
2019-08-04,17,False
2019-08-11,37,False
2019-08-18,0,False
2019-08-25,23,False
2019-09-01,29,False
2019-09-08,29,False
2019-09-15,36,False
2019-09-22,28,False
2019-09-29,42,False
2019-10-06,37,False
2019-10-13,29,False
2019-10-20,72,False
2019-10-27,14,False
2019-11-03,20,False
2019-11-10,28,False
2019-11-17,42,False
2019-11-24,14,False
2019-12-01,15,False
2019-12-08,22,False
2019-12-15,37,False
2019-12-22,24,False
2019-12-29,23,False
2020-01-05,14,False
2020-01-12,28,False
2020-01-19,21,False
2020-01-26,21,False
2020-02-02,20,False
2020-02-09,28,False
2020-02-16,56,False
2020-02-23,20,False
2020-03-01,25,False
2020-03-08,31,False
2020-03-15,18,False
2020-03-22,34,False
2020-03-29,11,False
2020-04-05,43,False
2020-04-12,12,False
2020-04-19,17,False
2020-04-26,20,True
