date,tagli capelli,isPartial
2018-01-07,28,False
2018-01-14,62,False
2018-01-21,71,False
2018-01-28,36,False
2018-02-04,99,False
2018-02-11,65,False
2018-02-18,61,False
2018-02-25,46,False
2018-03-04,57,False
2018-03-11,89,False
2018-03-18,41,False
2018-03-25,75,False
2018-04-01,30,False
2018-04-08,36,False
2018-04-15,37,False
2018-04-22,94,False
2018-04-29,49,False
2018-05-06,64,False
2018-05-13,38,False
2018-05-20,66,False
2018-05-27,65,False
2018-06-03,42,False
2018-06-10,66,False
2018-06-17,50,False
2018-06-24,37,False
2018-07-01,72,False
2018-07-08,36,False
2018-07-15,22,False
2018-07-22,57,False
2018-07-29,43,False
2018-08-05,55,False
2018-08-12,37,False
2018-08-19,40,False
2018-08-26,41,False
2018-09-02,64,False
2018-09-09,30,False
2018-09-16,36,False
2018-09-23,66,False
2018-09-30,49,False
2018-10-07,76,False
2018-10-14,79,False
2018-10-21,54,False
2018-10-28,84,False
2018-11-04,52,False
2018-11-11,62,False
2018-11-18,53,False
2018-11-25,53,False
2018-12-02,56,False
2018-12-09,55,False
2018-12-16,41,False
2018-12-23,70,False
2018-12-30,23,False
2019-01-06,22,False
2019-01-13,37,False
2019-01-20,49,False
2019-01-27,72,False
2019-02-03,72,False
2019-02-10,51,False
2019-02-17,37,False
2019-02-24,89,False
2019-03-03,54,False
2019-03-10,54,False
2019-03-17,48,False
2019-03-24,31,False
2019-03-31,62,False
2019-04-07,31,False
2019-04-14,41,False
2019-04-21,48,False
2019-04-28,45,False
2019-05-05,38,False
2019-05-12,37,False
2019-05-19,30,False
2019-05-26,49,False
2019-06-02,47,False
2019-06-09,55,False
2019-06-16,62,False
2019-06-23,0,False
2019-06-30,15,False
2019-07-07,28,False
2019-07-14,44,False
2019-07-21,37,False
2019-07-28,43,False
2019-08-04,100,False
2019-08-11,27,False
2019-08-18,24,False
2019-08-25,37,False
2019-09-01,40,False
2019-09-08,78,False
2019-09-15,41,False
2019-09-22,47,False
2019-09-29,60,False
2019-10-06,34,False
2019-10-13,70,False
2019-10-20,60,False
2019-10-27,27,False
2019-11-03,44,False
2019-11-10,45,False
2019-11-17,46,False
2019-11-24,52,False
2019-12-01,20,False
2019-12-08,40,False
2019-12-15,34,False
2019-12-22,66,False
2019-12-29,27,False
2020-01-05,32,False
2020-01-12,49,False
2020-01-19,19,False
2020-01-26,67,False
2020-02-02,41,False
2020-02-09,62,False
2020-02-16,25,False
2020-02-23,46,False
2020-03-01,40,False
2020-03-08,11,False
2020-03-15,11,False
2020-03-22,10,False
2020-03-29,21,False
2020-04-05,0,False
2020-04-12,29,False
2020-04-19,21,False
2020-04-26,19,True
