date,tagli capelli,isPartial
2018-01-07,74,False
2018-01-14,18,False
2018-01-21,56,False
2018-01-28,55,False
2018-02-04,36,False
2018-02-11,62,False
2018-02-18,43,False
2018-02-25,60,False
2018-03-04,61,False
2018-03-11,54,False
2018-03-18,65,False
2018-03-25,72,False
2018-04-01,29,False
2018-04-08,30,False
2018-04-15,53,False
2018-04-22,43,False
2018-04-29,20,False
2018-05-06,29,False
2018-05-13,19,False
2018-05-20,29,False
2018-05-27,38,False
2018-06-03,30,False
2018-06-10,29,False
2018-06-17,20,False
2018-06-24,58,False
2018-07-01,36,False
2018-07-08,52,False
2018-07-15,51,False
2018-07-22,17,False
2018-07-29,17,False
2018-08-05,31,False
2018-08-12,15,False
2018-08-19,31,False
2018-08-26,17,False
2018-09-02,44,False
2018-09-09,19,False
2018-09-16,18,False
2018-09-23,57,False
2018-09-30,38,False
2018-10-07,30,False
2018-10-14,60,False
2018-10-21,68,False
2018-10-28,58,False
2018-11-04,100,False
2018-11-11,62,False
2018-11-18,41,False
2018-11-25,41,False
2018-12-02,50,False
2018-12-09,58,False
2018-12-16,20,False
2018-12-23,57,False
2018-12-30,46,False
2019-01-06,49,False
2019-01-13,35,False
2019-01-20,34,False
2019-01-27,57,False
2019-02-03,51,False
2019-02-10,25,False
2019-02-17,26,False
2019-02-24,44,False
2019-03-03,44,False
2019-03-10,44,False
2019-03-17,37,False
2019-03-24,29,False
2019-03-31,19,False
2019-04-07,29,False
2019-04-14,19,False
2019-04-21,20,False
2019-04-28,29,False
2019-05-05,37,False
2019-05-12,28,False
2019-05-19,45,False
2019-05-26,26,False
2019-06-02,37,False
2019-06-09,55,False
2019-06-16,34,False
2019-06-23,37,False
2019-06-30,35,False
2019-07-07,41,False
2019-07-14,0,False
2019-07-21,38,False
2019-07-28,22,False
2019-08-04,55,False
2019-08-11,13,False
2019-08-18,62,False
2019-08-25,27,False
2019-09-01,29,False
2019-09-08,0,False
2019-09-15,41,False
2019-09-22,0,False
2019-09-29,16,False
2019-10-06,67,False
2019-10-13,42,False
2019-10-20,61,False
2019-10-27,34,False
2019-11-03,51,False
2019-11-10,43,False
2019-11-17,34,False
2019-11-24,17,False
2019-12-01,18,False
2019-12-08,34,False
2019-12-15,34,False
2019-12-22,33,False
2019-12-29,27,False
2020-01-05,14,False
2020-01-12,22,False
2020-01-19,53,False
2020-01-26,51,False
2020-02-02,36,False
2020-02-09,15,False
2020-02-16,15,False
2020-02-23,34,False
2020-03-01,28,False
2020-03-08,50,False
2020-03-15,15,False
2020-03-22,27,False
2020-03-29,28,False
2020-04-05,30,False
2020-04-12,31,False
2020-04-19,29,False
2020-04-26,25,True
