date,matrimonio villa,isPartial
2018-01-07,19,False
2018-01-14,28,False
2018-01-21,62,False
2018-01-28,36,False
2018-02-04,61,False
2018-02-11,19,False
2018-02-18,46,False
2018-02-25,18,False
2018-03-04,18,False
2018-03-11,0,False
2018-03-18,19,False
2018-03-25,20,False
2018-04-01,71,False
2018-04-08,37,False
2018-04-15,20,False
2018-04-22,30,False
2018-04-29,19,False
2018-05-06,28,False
2018-05-13,38,False
2018-05-20,38,False
2018-05-27,48,False
2018-06-03,38,False
2018-06-10,84,False
2018-06-17,51,False
2018-06-24,32,False
2018-07-01,42,False
2018-07-08,62,False
2018-07-15,21,False
2018-07-22,22,False
2018-07-29,46,False
2018-08-05,75,False
2018-08-12,28,False
2018-08-19,78,False
2018-08-26,100,False
2018-09-02,42,False
2018-09-09,51,False
2018-09-16,20,False
2018-09-23,62,False
2018-09-30,31,False
2018-10-07,62,False
2018-10-14,62,False
2018-10-21,40,False
2018-10-28,40,False
2018-11-04,38,False
2018-11-11,49,False
2018-11-18,19,False
2018-11-25,19,False
2018-12-02,58,False
2018-12-09,29,False
2018-12-16,20,False
2018-12-23,0,False
2018-12-30,42,False
2019-01-06,47,False
2019-01-13,47,False
2019-01-20,18,False
2019-01-27,34,False
2019-02-03,17,False
2019-02-10,35,False
2019-02-17,36,False
2019-02-24,18,False
2019-03-03,28,False
2019-03-10,19,False
2019-03-17,37,False
2019-03-24,0,False
2019-03-31,18,False
2019-04-07,27,False
2019-04-14,18,False
2019-04-21,41,False
2019-04-28,38,False
2019-05-05,37,False
2019-05-12,54,False
2019-05-19,45,False
2019-05-26,44,False
2019-06-02,18,False
2019-06-09,44,False
2019-06-16,46,False
2019-06-23,19,False
2019-06-30,19,False
2019-07-07,75,False
2019-07-14,38,False
2019-07-21,40,False
2019-07-28,21,False
2019-08-04,43,False
2019-08-11,24,False
2019-08-18,22,False
2019-08-25,19,False
2019-09-01,51,False
2019-09-08,54,False
2019-09-15,60,False
2019-09-22,26,False
2019-09-29,53,False
2019-10-06,45,False
2019-10-13,35,False
2019-10-20,17,False
2019-10-27,51,False
2019-11-03,33,False
2019-11-10,42,False
2019-11-17,16,False
2019-11-24,16,False
2019-12-01,17,False
2019-12-08,26,False
2019-12-15,50,False
2019-12-22,19,False
2019-12-29,37,False
2020-01-05,24,False
2020-01-12,31,False
2020-01-19,0,False
2020-01-26,15,False
2020-02-02,30,False
2020-02-09,16,False
2020-02-16,16,False
2020-02-23,29,False
2020-03-01,44,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,13,False
2020-03-29,0,False
2020-04-05,14,False
2020-04-12,15,False
2020-04-19,0,False
2020-04-26,23,True
