date,matrimonio villa,isPartial
2018-01-07,17,False
2018-01-14,72,False
2018-01-21,28,False
2018-01-28,44,False
2018-02-04,50,False
2018-02-11,33,False
2018-02-18,59,False
2018-02-25,26,False
2018-03-04,21,False
2018-03-11,31,False
2018-03-18,58,False
2018-03-25,56,False
2018-04-01,29,False
2018-04-08,42,False
2018-04-15,44,False
2018-04-22,34,False
2018-04-29,66,False
2018-05-06,59,False
2018-05-13,37,False
2018-05-20,90,False
2018-05-27,53,False
2018-06-03,59,False
2018-06-10,58,False
2018-06-17,49,False
2018-06-24,61,False
2018-07-01,65,False
2018-07-08,38,False
2018-07-15,62,False
2018-07-22,57,False
2018-07-29,36,False
2018-08-05,26,False
2018-08-12,66,False
2018-08-19,50,False
2018-08-26,69,False
2018-09-02,100,False
2018-09-09,98,False
2018-09-16,66,False
2018-09-23,68,False
2018-09-30,61,False
2018-10-07,47,False
2018-10-14,42,False
2018-10-21,21,False
2018-10-28,31,False
2018-11-04,30,False
2018-11-11,50,False
2018-11-18,25,False
2018-11-25,5,False
2018-12-02,26,False
2018-12-09,10,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,24,False
2019-01-06,36,False
2019-01-13,30,False
2019-01-20,40,False
2019-01-27,29,False
2019-02-03,55,False
2019-02-10,30,False
2019-02-17,41,False
2019-02-24,42,False
2019-03-03,63,False
2019-03-10,26,False
2019-03-17,63,False
2019-03-24,21,False
2019-03-31,42,False
2019-04-07,26,False
2019-04-14,43,False
2019-04-21,24,False
2019-04-28,43,False
2019-05-05,41,False
2019-05-12,51,False
2019-05-19,70,False
2019-05-26,25,False
2019-06-02,32,False
2019-06-09,53,False
2019-06-16,42,False
2019-06-23,71,False
2019-06-30,65,False
2019-07-07,32,False
2019-07-14,27,False
2019-07-21,6,False
2019-07-28,52,False
2019-08-04,32,False
2019-08-11,36,False
2019-08-18,7,False
2019-08-25,75,False
2019-09-01,79,False
2019-09-08,56,False
2019-09-15,83,False
2019-09-22,58,False
2019-09-29,39,False
2019-10-06,60,False
2019-10-13,30,False
2019-10-20,28,False
2019-10-27,38,False
2019-11-03,18,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,19,False
2019-12-01,19,False
2019-12-08,15,False
2019-12-15,25,False
2019-12-22,18,False
2019-12-29,40,False
2020-01-05,43,False
2020-01-12,58,False
2020-01-19,14,False
2020-01-26,36,False
2020-02-02,27,False
2020-02-09,23,False
2020-02-16,5,False
2020-02-23,17,False
2020-03-01,22,False
2020-03-08,17,False
2020-03-15,9,False
2020-03-22,8,False
2020-03-29,8,False
2020-04-05,13,False
2020-04-12,9,False
2020-04-19,8,False
2020-04-26,22,True
