date,matrimonio villa,isPartial
2018-01-07,20,False
2018-01-14,30,False
2018-01-21,69,False
2018-01-28,39,False
2018-02-04,0,False
2018-02-11,29,False
2018-02-18,28,False
2018-02-25,37,False
2018-03-04,39,False
2018-03-11,0,False
2018-03-18,20,False
2018-03-25,20,False
2018-04-01,43,False
2018-04-08,40,False
2018-04-15,0,False
2018-04-22,42,False
2018-04-29,30,False
2018-05-06,39,False
2018-05-13,50,False
2018-05-20,20,False
2018-05-27,60,False
2018-06-03,30,False
2018-06-10,58,False
2018-06-17,40,False
2018-06-24,51,False
2018-07-01,49,False
2018-07-08,39,False
2018-07-15,30,False
2018-07-22,40,False
2018-07-29,21,False
2018-08-05,55,False
2018-08-12,0,False
2018-08-19,54,False
2018-08-26,59,False
2018-09-02,39,False
2018-09-09,49,False
2018-09-16,39,False
2018-09-23,58,False
2018-09-30,30,False
2018-10-07,40,False
2018-10-14,30,False
2018-10-21,60,False
2018-10-28,39,False
2018-11-04,28,False
2018-11-11,78,False
2018-11-18,38,False
2018-11-25,19,False
2018-12-02,40,False
2018-12-09,30,False
2018-12-16,0,False
2018-12-23,38,False
2018-12-30,24,False
2019-01-06,51,False
2019-01-13,48,False
2019-01-20,19,False
2019-01-27,0,False
2019-02-03,38,False
2019-02-10,39,False
2019-02-17,20,False
2019-02-24,40,False
2019-03-03,40,False
2019-03-10,30,False
2019-03-17,39,False
2019-03-24,39,False
2019-03-31,30,False
2019-04-07,20,False
2019-04-14,41,False
2019-04-21,34,False
2019-04-28,61,False
2019-05-05,79,False
2019-05-12,83,False
2019-05-19,56,False
2019-05-26,36,False
2019-06-02,50,False
2019-06-09,59,False
2019-06-16,40,False
2019-06-23,41,False
2019-06-30,100,False
2019-07-07,55,False
2019-07-14,47,False
2019-07-21,39,False
2019-07-28,69,False
2019-08-04,21,False
2019-08-11,90,False
2019-08-18,40,False
2019-08-25,36,False
2019-09-01,43,False
2019-09-08,45,False
2019-09-15,80,False
2019-09-22,35,False
2019-09-29,27,False
2019-10-06,55,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,27,False
2019-11-03,18,False
2019-11-10,69,False
2019-11-17,26,False
2019-11-24,26,False
2019-12-01,18,False
2019-12-08,37,False
2019-12-15,18,False
2019-12-22,22,False
2019-12-29,63,False
2020-01-05,36,False
2020-01-12,24,False
2020-01-19,17,False
2020-01-26,33,False
2020-02-02,41,False
2020-02-09,42,False
2020-02-16,25,False
2020-02-23,39,False
2020-03-01,16,False
2020-03-08,15,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,15,False
2020-04-05,15,False
2020-04-12,15,False
2020-04-19,0,False
2020-04-26,0,True
