date,matrimonio villa,isPartial
2018-01-07,27,False
2018-01-14,35,False
2018-01-21,62,False
2018-01-28,53,False
2018-02-04,20,False
2018-02-11,49,False
2018-02-18,35,False
2018-02-25,14,False
2018-03-04,43,False
2018-03-11,21,False
2018-03-18,29,False
2018-03-25,52,False
2018-04-01,62,False
2018-04-08,89,False
2018-04-15,46,False
2018-04-22,31,False
2018-04-29,68,False
2018-05-06,59,False
2018-05-13,51,False
2018-05-20,29,False
2018-05-27,30,False
2018-06-03,37,False
2018-06-10,57,False
2018-06-17,36,False
2018-06-24,29,False
2018-07-01,79,False
2018-07-08,29,False
2018-07-15,29,False
2018-07-22,30,False
2018-07-29,52,False
2018-08-05,68,False
2018-08-12,41,False
2018-08-19,60,False
2018-08-26,63,False
2018-09-02,28,False
2018-09-09,73,False
2018-09-16,64,False
2018-09-23,44,False
2018-09-30,36,False
2018-10-07,30,False
2018-10-14,75,False
2018-10-21,59,False
2018-10-28,14,False
2018-11-04,42,False
2018-11-11,67,False
2018-11-18,36,False
2018-11-25,59,False
2018-12-02,0,False
2018-12-09,15,False
2018-12-16,48,False
2018-12-23,18,False
2018-12-30,16,False
2019-01-06,36,False
2019-01-13,36,False
2019-01-20,54,False
2019-01-27,33,False
2019-02-03,27,False
2019-02-10,48,False
2019-02-17,21,False
2019-02-24,21,False
2019-03-03,35,False
2019-03-10,42,False
2019-03-17,36,False
2019-03-24,22,False
2019-03-31,21,False
2019-04-07,49,False
2019-04-14,44,False
2019-04-21,36,False
2019-04-28,41,False
2019-05-05,46,False
2019-05-12,26,False
2019-05-19,46,False
2019-05-26,45,False
2019-06-02,90,False
2019-06-09,14,False
2019-06-16,35,False
2019-06-23,100,False
2019-06-30,84,False
2019-07-07,35,False
2019-07-14,37,False
2019-07-21,29,False
2019-07-28,22,False
2019-08-04,62,False
2019-08-11,41,False
2019-08-18,45,False
2019-08-25,47,False
2019-09-01,59,False
2019-09-08,84,False
2019-09-15,62,False
2019-09-22,48,False
2019-09-29,53,False
2019-10-06,33,False
2019-10-13,46,False
2019-10-20,13,False
2019-10-27,39,False
2019-11-03,51,False
2019-11-10,45,False
2019-11-17,32,False
2019-11-24,13,False
2019-12-01,13,False
2019-12-08,13,False
2019-12-15,13,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,26,False
2020-01-12,42,False
2020-01-19,25,False
2020-01-26,18,False
2020-02-02,36,False
2020-02-09,12,False
2020-02-16,56,False
2020-02-23,24,False
2020-03-01,46,False
2020-03-08,11,False
2020-03-15,0,False
2020-03-22,10,False
2020-03-29,22,False
2020-04-05,23,False
2020-04-12,11,False
2020-04-19,16,False
2020-04-26,19,True
