date,Gerüst mieten,isPartial
2018-01-07,41,False
2018-01-14,33,False
2018-01-21,20,False
2018-01-28,20,False
2018-02-04,21,False
2018-02-11,21,False
2018-02-18,0,False
2018-02-25,20,False
2018-03-04,21,False
2018-03-11,20,False
2018-03-18,62,False
2018-03-25,29,False
2018-04-01,32,False
2018-04-08,41,False
2018-04-15,28,False
2018-04-22,30,False
2018-04-29,21,False
2018-05-06,28,False
2018-05-13,20,False
2018-05-20,54,False
2018-05-27,20,False
2018-06-03,0,False
2018-06-10,19,False
2018-06-17,20,False
2018-06-24,27,False
2018-07-01,50,False
2018-07-08,0,False
2018-07-15,28,False
2018-07-22,21,False
2018-07-29,22,False
2018-08-05,33,False
2018-08-12,32,False
2018-08-19,0,False
2018-08-26,51,False
2018-09-02,41,False
2018-09-09,42,False
2018-09-16,41,False
2018-09-23,31,False
2018-09-30,31,False
2018-10-07,31,False
2018-10-14,52,False
2018-10-21,21,False
2018-10-28,20,False
2018-11-04,19,False
2018-11-11,30,False
2018-11-18,0,False
2018-11-25,20,False
2018-12-02,20,False
2018-12-09,20,False
2018-12-16,20,False
2018-12-23,23,False
2018-12-30,42,False
2019-01-06,19,False
2019-01-13,19,False
2019-01-20,0,False
2019-01-27,37,False
2019-02-03,19,False
2019-02-10,38,False
2019-02-17,32,False
2019-02-24,100,False
2019-03-03,38,False
2019-03-10,19,False
2019-03-17,20,False
2019-03-24,20,False
2019-03-31,25,False
2019-04-07,26,False
2019-04-14,56,False
2019-04-21,42,False
2019-04-28,39,False
2019-05-05,25,False
2019-05-12,33,False
2019-05-19,38,False
2019-05-26,40,False
2019-06-02,38,False
2019-06-09,20,False
2019-06-16,20,False
2019-06-23,29,False
2019-06-30,19,False
2019-07-07,38,False
2019-07-14,30,False
2019-07-21,22,False
2019-07-28,0,False
2019-08-04,64,False
2019-08-11,51,False
2019-08-18,47,False
2019-08-25,39,False
2019-09-01,26,False
2019-09-08,49,False
2019-09-15,0,False
2019-09-22,28,False
2019-09-29,19,False
2019-10-06,31,False
2019-10-13,38,False
2019-10-20,19,False
2019-10-27,28,False
2019-11-03,27,False
2019-11-10,36,False
2019-11-17,27,False
2019-11-24,18,False
2019-12-01,18,False
2019-12-08,18,False
2019-12-15,18,False
2019-12-22,21,False
2019-12-29,20,False
2020-01-05,35,False
2020-01-12,17,False
2020-01-19,35,False
2020-01-26,23,False
2020-02-02,17,False
2020-02-09,25,False
2020-02-16,17,False
2020-02-23,16,False
2020-03-01,33,False
2020-03-08,31,False
2020-03-15,16,False
2020-03-22,31,False
2020-03-29,31,False
2020-04-05,34,False
2020-04-12,37,False
2020-04-19,37,False
2020-04-26,0,False
2020-05-03,31,False
2020-05-10,47,False
