date,Betonpflaster,isPartial
2018-01-07,26,False
2018-01-14,100,False
2018-01-21,38,False
2018-01-28,34,False
2018-02-04,26,False
2018-02-11,26,False
2018-02-18,26,False
2018-02-25,25,False
2018-03-04,25,False
2018-03-11,38,False
2018-03-18,26,False
2018-03-25,40,False
2018-04-01,61,False
2018-04-08,39,False
2018-04-15,54,False
2018-04-22,50,False
2018-04-29,39,False
2018-05-06,27,False
2018-05-13,38,False
2018-05-20,27,False
2018-05-27,33,False
2018-06-03,0,False
2018-06-10,25,False
2018-06-17,38,False
2018-06-24,26,False
2018-07-01,27,False
2018-07-08,80,False
2018-07-15,28,False
2018-07-22,0,False
2018-07-29,39,False
2018-08-05,48,False
2018-08-12,48,False
2018-08-19,0,False
2018-08-26,25,False
2018-09-02,25,False
2018-09-09,25,False
2018-09-16,25,False
2018-09-23,0,False
2018-09-30,27,False
2018-10-07,27,False
2018-10-14,0,False
2018-10-21,24,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,25,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,23,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,47,False
2019-02-10,40,False
2019-02-17,24,False
2019-02-24,25,False
2019-03-03,48,False
2019-03-10,23,False
2019-03-17,48,False
2019-03-24,74,False
2019-03-31,24,False
2019-04-07,26,False
2019-04-14,54,False
2019-04-21,25,False
2019-04-28,24,False
2019-05-05,24,False
2019-05-12,37,False
2019-05-19,48,False
2019-05-26,24,False
2019-06-02,47,False
2019-06-09,47,False
2019-06-16,36,False
2019-06-23,24,False
2019-06-30,24,False
2019-07-07,49,False
2019-07-14,39,False
2019-07-21,53,False
2019-07-28,25,False
2019-08-04,75,False
2019-08-11,23,False
2019-08-18,47,False
2019-08-25,23,False
2019-09-01,38,False
2019-09-08,23,False
2019-09-15,0,False
2019-09-22,23,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,23,False
2019-10-20,45,False
2019-10-27,23,False
2019-11-03,0,False
2019-11-10,44,False
2019-11-17,0,False
2019-11-24,22,False
2019-12-01,0,False
2019-12-08,33,False
2019-12-15,0,False
2019-12-22,25,False
2019-12-29,23,False
2020-01-05,21,False
2020-01-12,41,False
2020-01-19,0,False
2020-01-26,21,False
2020-02-02,31,False
2020-02-09,20,False
2020-02-16,21,False
2020-02-23,21,False
2020-03-01,63,False
2020-03-08,19,False
2020-03-15,19,False
2020-03-22,26,False
2020-03-29,26,False
2020-04-05,28,False
2020-04-12,61,False
2020-04-19,59,False
2020-04-26,32,False
2020-05-03,78,False
2020-05-10,38,False
