date,fotógrafo,isPartial
2018-01-07,12,False
2018-01-14,11,False
2018-01-21,10,False
2018-01-28,10,False
2018-02-04,11,False
2018-02-11,13,False
2018-02-18,10,False
2018-02-25,10,False
2018-03-04,11,False
2018-03-11,10,False
2018-03-18,13,False
2018-03-25,7,False
2018-04-01,9,False
2018-04-08,9,False
2018-04-15,11,False
2018-04-22,10,False
2018-04-29,11,False
2018-05-06,14,False
2018-05-13,13,False
2018-05-20,11,False
2018-05-27,10,False
2018-06-03,8,False
2018-06-10,10,False
2018-06-17,10,False
2018-06-24,8,False
2018-07-01,12,False
2018-07-08,9,False
2018-07-15,9,False
2018-07-22,6,False
2018-07-29,12,False
2018-08-05,12,False
2018-08-12,11,False
2018-08-19,17,False
2018-08-26,15,False
2018-09-02,18,False
2018-09-09,16,False
2018-09-16,13,False
2018-09-23,16,False
2018-09-30,10,False
2018-10-07,12,False
2018-10-14,14,False
2018-10-21,71,False
2018-10-28,100,False
2018-11-04,58,False
2018-11-11,59,False
2018-11-18,37,False
2018-11-25,30,False
2018-12-02,21,False
2018-12-09,18,False
2018-12-16,19,False
2018-12-23,17,False
2018-12-30,20,False
2019-01-06,16,False
2019-01-13,12,False
2019-01-20,20,False
2019-01-27,21,False
2019-02-03,17,False
2019-02-10,19,False
2019-02-17,29,False
2019-02-24,40,False
2019-03-03,34,False
2019-03-10,26,False
2019-03-17,17,False
2019-03-24,21,False
2019-03-31,22,False
2019-04-07,21,False
2019-04-14,14,False
2019-04-21,21,False
2019-04-28,14,False
2019-05-05,15,False
2019-05-12,11,False
2019-05-19,16,False
2019-05-26,16,False
2019-06-02,17,False
2019-06-09,16,False
2019-06-16,17,False
2019-06-23,14,False
2019-06-30,16,False
2019-07-07,15,False
2019-07-14,16,False
2019-07-21,12,False
2019-07-28,10,False
2019-08-04,5,False
2019-08-11,13,False
2019-08-18,11,False
2019-08-25,15,False
2019-09-01,19,False
2019-09-08,13,False
2019-09-15,16,False
2019-09-22,14,False
2019-09-29,16,False
2019-10-06,16,False
2019-10-13,16,False
2019-10-20,18,False
2019-10-27,13,False
2019-11-03,14,False
2019-11-10,18,False
2019-11-17,21,False
2019-11-24,19,False
2019-12-01,15,False
2019-12-08,13,False
2019-12-15,15,False
2019-12-22,12,False
2019-12-29,16,False
2020-01-05,9,False
2020-01-12,18,False
2020-01-19,18,False
2020-01-26,13,False
2020-02-02,12,False
2020-02-09,14,False
2020-02-16,12,False
2020-02-23,13,False
2020-03-01,8,False
2020-03-08,11,False
2020-03-15,13,False
2020-03-22,10,False
2020-03-29,14,False
2020-04-05,17,False
2020-04-12,13,True
