date,fotógrafo,isPartial
2018-01-07,0,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,60,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,20,False
2018-02-25,0,False
2018-03-04,19,False
2018-03-11,20,False
2018-03-18,19,False
2018-03-25,0,False
2018-04-01,20,False
2018-04-08,19,False
2018-04-15,0,False
2018-04-22,20,False
2018-04-29,19,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,39,False
2018-06-03,0,False
2018-06-10,28,False
2018-06-17,21,False
2018-06-24,0,False
2018-07-01,21,False
2018-07-08,20,False
2018-07-15,0,False
2018-07-22,21,False
2018-07-29,0,False
2018-08-05,38,False
2018-08-12,19,False
2018-08-19,18,False
2018-08-26,28,False
2018-09-02,19,False
2018-09-09,64,False
2018-09-16,31,False
2018-09-23,30,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,100,False
2018-10-28,71,False
2018-11-04,76,False
2018-11-11,49,False
2018-11-18,37,False
2018-11-25,19,False
2018-12-02,20,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,41,False
2018-12-30,0,False
2019-01-06,29,False
2019-01-13,19,False
2019-01-20,18,False
2019-01-27,37,False
2019-02-03,19,False
2019-02-10,19,False
2019-02-17,56,False
2019-02-24,37,False
2019-03-03,74,False
2019-03-10,38,False
2019-03-17,19,False
2019-03-24,19,False
2019-03-31,37,False
2019-04-07,19,False
2019-04-14,18,False
2019-04-21,0,False
2019-04-28,18,False
2019-05-05,18,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,18,False
2019-06-02,36,False
2019-06-09,0,False
2019-06-16,38,False
2019-06-23,19,False
2019-06-30,29,False
2019-07-07,19,False
2019-07-14,0,False
2019-07-21,38,False
2019-07-28,19,False
2019-08-04,0,False
2019-08-11,35,False
2019-08-18,17,False
2019-08-25,17,False
2019-09-01,18,False
2019-09-08,18,False
2019-09-15,34,False
2019-09-22,17,False
2019-09-29,0,False
2019-10-06,17,False
2019-10-13,17,False
2019-10-20,33,False
2019-10-27,0,False
2019-11-03,16,False
2019-11-10,32,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,17,False
2019-12-08,17,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,17,False
2020-01-05,17,False
2020-01-12,15,False
2020-01-19,16,False
2020-01-26,31,False
2020-02-02,16,False
2020-02-09,32,False
2020-02-16,24,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,14,False
2020-04-05,0,False
2020-04-12,47,True
