date,fotógrafo,isPartial
2018-01-07,59,False
2018-01-14,0,False
2018-01-21,39,False
2018-01-28,0,False
2018-02-04,38,False
2018-02-11,0,False
2018-02-18,37,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,38,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,37,False
2018-04-15,38,False
2018-04-22,38,False
2018-04-29,37,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,36,False
2018-05-27,0,False
2018-06-03,35,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,52,False
2018-07-08,35,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,35,False
2018-08-05,52,False
2018-08-12,37,False
2018-08-19,39,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,35,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,71,False
2018-10-07,0,False
2018-10-14,34,False
2018-10-21,84,False
2018-10-28,86,False
2018-11-04,50,False
2018-11-11,33,False
2018-11-18,33,False
2018-11-25,35,False
2018-12-02,0,False
2018-12-09,38,False
2018-12-16,0,False
2018-12-23,39,False
2018-12-30,40,False
2019-01-06,36,False
2019-01-13,33,False
2019-01-20,31,False
2019-01-27,49,False
2019-02-03,33,False
2019-02-10,0,False
2019-02-17,34,False
2019-02-24,69,False
2019-03-03,39,False
2019-03-10,37,False
2019-03-17,0,False
2019-03-24,36,False
2019-03-31,36,False
2019-04-07,37,False
2019-04-14,39,False
2019-04-21,55,False
2019-04-28,37,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,37,False
2019-05-26,75,False
2019-06-02,0,False
2019-06-09,36,False
2019-06-16,37,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,38,False
2019-07-28,38,False
2019-08-04,38,False
2019-08-11,0,False
2019-08-18,37,False
2019-08-25,37,False
2019-09-01,36,False
2019-09-08,37,False
2019-09-15,36,False
2019-09-22,35,False
2019-09-29,35,False
2019-10-06,51,False
2019-10-13,0,False
2019-10-20,64,False
2019-10-27,32,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,32,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,97,False
2019-12-15,64,False
2019-12-22,33,False
2019-12-29,100,False
2020-01-05,0,False
2020-01-12,29,False
2020-01-19,30,False
2020-01-26,0,False
2020-02-02,29,False
2020-02-09,59,False
2020-02-16,0,False
2020-02-23,30,False
2020-03-01,30,False
2020-03-08,0,False
2020-03-15,29,False
2020-03-22,29,False
2020-03-29,59,False
2020-04-05,63,False
2020-04-12,62,True
