date,fotógrafo,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,30,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,19,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,19,False
2018-04-15,0,False
2018-04-22,60,False
2018-04-29,20,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,20,False
2018-05-27,41,False
2018-06-03,19,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,21,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,20,False
2018-08-19,31,False
2018-08-26,20,False
2018-09-02,0,False
2018-09-09,20,False
2018-09-16,41,False
2018-09-23,20,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,20,False
2018-10-21,41,False
2018-10-28,100,False
2018-11-04,75,False
2018-11-11,39,False
2018-11-18,37,False
2018-11-25,30,False
2018-12-02,21,False
2018-12-09,20,False
2018-12-16,0,False
2018-12-23,33,False
2018-12-30,0,False
2019-01-06,30,False
2019-01-13,0,False
2019-01-20,18,False
2019-01-27,0,False
2019-02-03,20,False
2019-02-10,19,False
2019-02-17,40,False
2019-02-24,30,False
2019-03-03,0,False
2019-03-10,20,False
2019-03-17,20,False
2019-03-24,20,False
2019-03-31,19,False
2019-04-07,40,False
2019-04-14,0,False
2019-04-21,19,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,20,False
2019-05-19,0,False
2019-05-26,20,False
2019-06-02,19,False
2019-06-09,19,False
2019-06-16,21,False
2019-06-23,0,False
2019-06-30,20,False
2019-07-07,40,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,21,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,19,False
2019-08-25,19,False
2019-09-01,19,False
2019-09-08,0,False
2019-09-15,19,False
2019-09-22,28,False
2019-09-29,37,False
2019-10-06,18,False
2019-10-13,18,False
2019-10-20,18,False
2019-10-27,17,False
2019-11-03,34,False
2019-11-10,17,False
2019-11-17,17,False
2019-11-24,17,False
2019-12-01,17,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,17,False
2020-01-12,16,False
2020-01-19,16,False
2020-01-26,0,False
2020-02-02,24,False
2020-02-09,33,False
2020-02-16,17,False
2020-02-23,16,False
2020-03-01,0,False
2020-03-08,15,False
2020-03-15,21,False
2020-03-22,13,False
2020-03-29,13,False
2020-04-05,14,False
2020-04-12,0,True
