date,fotógrafo,isPartial
2018-01-07,6,False
2018-01-14,9,False
2018-01-21,24,False
2018-01-28,21,False
2018-02-04,13,False
2018-02-11,7,False
2018-02-18,9,False
2018-02-25,11,False
2018-03-04,11,False
2018-03-11,0,False
2018-03-18,11,False
2018-03-25,11,False
2018-04-01,6,False
2018-04-08,12,False
2018-04-15,11,False
2018-04-22,11,False
2018-04-29,7,False
2018-05-06,6,False
2018-05-13,9,False
2018-05-20,4,False
2018-05-27,14,False
2018-06-03,10,False
2018-06-10,8,False
2018-06-17,16,False
2018-06-24,5,False
2018-07-01,10,False
2018-07-08,7,False
2018-07-15,5,False
2018-07-22,8,False
2018-07-29,5,False
2018-08-05,12,False
2018-08-12,25,False
2018-08-19,23,False
2018-08-26,15,False
2018-09-02,11,False
2018-09-09,17,False
2018-09-16,13,False
2018-09-23,14,False
2018-09-30,12,False
2018-10-07,26,False
2018-10-14,13,False
2018-10-21,46,False
2018-10-28,100,False
2018-11-04,64,False
2018-11-11,59,False
2018-11-18,43,False
2018-11-25,30,False
2018-12-02,27,False
2018-12-09,17,False
2018-12-16,21,False
2018-12-23,16,False
2018-12-30,29,False
2019-01-06,13,False
2019-01-13,16,False
2019-01-20,25,False
2019-01-27,12,False
2019-02-03,18,False
2019-02-10,22,False
2019-02-17,19,False
2019-02-24,20,False
2019-03-03,31,False
2019-03-10,19,False
2019-03-17,8,False
2019-03-24,19,False
2019-03-31,14,False
2019-04-07,20,False
2019-04-14,28,False
2019-04-21,23,False
2019-04-28,13,False
2019-05-05,11,False
2019-05-12,12,False
2019-05-19,16,False
2019-05-26,12,False
2019-06-02,19,False
2019-06-09,11,False
2019-06-16,12,False
2019-06-23,13,False
2019-06-30,9,False
2019-07-07,10,False
2019-07-14,14,False
2019-07-21,9,False
2019-07-28,5,False
2019-08-04,6,False
2019-08-11,12,False
2019-08-18,6,False
2019-08-25,20,False
2019-09-01,12,False
2019-09-08,10,False
2019-09-15,11,False
2019-09-22,23,False
2019-09-29,13,False
2019-10-06,11,False
2019-10-13,17,False
2019-10-20,9,False
2019-10-27,13,False
2019-11-03,13,False
2019-11-10,5,False
2019-11-17,11,False
2019-11-24,14,False
2019-12-01,14,False
2019-12-08,12,False
2019-12-15,15,False
2019-12-22,7,False
2019-12-29,13,False
2020-01-05,8,False
2020-01-12,17,False
2020-01-19,19,False
2020-01-26,14,False
2020-02-02,7,False
2020-02-09,18,False
2020-02-16,11,False
2020-02-23,14,False
2020-03-01,10,False
2020-03-08,14,False
2020-03-15,4,False
2020-03-22,10,False
2020-03-29,10,False
2020-04-05,14,False
2020-04-12,23,True
