date,fotógrafo,isPartial
2018-01-07,32,False
2018-01-14,65,False
2018-01-21,0,False
2018-01-28,33,False
2018-02-04,0,False
2018-02-11,66,False
2018-02-18,0,False
2018-02-25,63,False
2018-03-04,63,False
2018-03-11,31,False
2018-03-18,0,False
2018-03-25,34,False
2018-04-01,0,False
2018-04-08,31,False
2018-04-15,0,False
2018-04-22,31,False
2018-04-29,64,False
2018-05-06,31,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,67,False
2018-06-24,31,False
2018-07-01,0,False
2018-07-08,31,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,30,False
2018-08-12,0,False
2018-08-19,47,False
2018-08-26,62,False
2018-09-02,62,False
2018-09-09,64,False
2018-09-16,0,False
2018-09-23,62,False
2018-09-30,62,False
2018-10-07,64,False
2018-10-14,47,False
2018-10-21,80,False
2018-10-28,64,False
2018-11-04,90,False
2018-11-11,95,False
2018-11-18,90,False
2018-11-25,31,False
2018-12-02,98,False
2018-12-09,63,False
2018-12-16,31,False
2018-12-23,36,False
2018-12-30,53,False
2019-01-06,64,False
2019-01-13,31,False
2019-01-20,0,False
2019-01-27,30,False
2019-02-03,31,False
2019-02-10,31,False
2019-02-17,46,False
2019-02-24,47,False
2019-03-03,63,False
2019-03-10,0,False
2019-03-17,65,False
2019-03-24,64,False
2019-03-31,91,False
2019-04-07,31,False
2019-04-14,64,False
2019-04-21,60,False
2019-04-28,0,False
2019-05-05,30,False
2019-05-12,31,False
2019-05-19,31,False
2019-05-26,29,False
2019-06-02,0,False
2019-06-09,45,False
2019-06-16,29,False
2019-06-23,30,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,46,False
2019-07-21,62,False
2019-07-28,31,False
2019-08-04,84,False
2019-08-11,72,False
2019-08-18,29,False
2019-08-25,87,False
2019-09-01,58,False
2019-09-08,59,False
2019-09-15,43,False
2019-09-22,0,False
2019-09-29,56,False
2019-10-06,29,False
2019-10-13,27,False
2019-10-20,42,False
2019-10-27,56,False
2019-11-03,28,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,66,False
2019-12-01,59,False
2019-12-08,70,False
2019-12-15,27,False
2019-12-22,90,False
2019-12-29,30,False
2020-01-05,28,False
2020-01-12,38,False
2020-01-19,27,False
2020-01-26,0,False
2020-02-02,27,False
2020-02-09,26,False
2020-02-16,0,False
2020-02-23,53,False
2020-03-01,100,False
2020-03-08,25,False
2020-03-15,49,False
2020-03-22,23,False
2020-03-29,23,False
2020-04-05,47,False
2020-04-12,0,True
