date,Fotógrafo,isPartial
2018-01-07,0,False
2018-01-14,25,False
2018-01-21,10,False
2018-01-28,0,False
2018-02-04,10,False
2018-02-11,10,False
2018-02-18,10,False
2018-02-25,14,False
2018-03-04,20,False
2018-03-11,10,False
2018-03-18,20,False
2018-03-25,10,False
2018-04-01,10,False
2018-04-08,19,False
2018-04-15,0,False
2018-04-22,10,False
2018-04-29,19,False
2018-05-06,19,False
2018-05-13,20,False
2018-05-20,15,False
2018-05-27,9,False
2018-06-03,14,False
2018-06-10,14,False
2018-06-17,0,False
2018-06-24,15,False
2018-07-01,0,False
2018-07-08,23,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,10,False
2018-08-05,9,False
2018-08-12,9,False
2018-08-19,10,False
2018-08-26,10,False
2018-09-02,14,False
2018-09-09,28,False
2018-09-16,28,False
2018-09-23,28,False
2018-09-30,10,False
2018-10-07,15,False
2018-10-14,0,False
2018-10-21,67,False
2018-10-28,100,False
2018-11-04,67,False
2018-11-11,47,False
2018-11-18,14,False
2018-11-25,40,False
2018-12-02,21,False
2018-12-09,10,False
2018-12-16,20,False
2018-12-23,0,False
2018-12-30,17,False
2019-01-06,10,False
2019-01-13,19,False
2019-01-20,14,False
2019-01-27,33,False
2019-02-03,10,False
2019-02-10,14,False
2019-02-17,29,False
2019-02-24,24,False
2019-03-03,10,False
2019-03-10,35,False
2019-03-17,10,False
2019-03-24,15,False
2019-03-31,18,False
2019-04-07,14,False
2019-04-14,9,False
2019-04-21,15,False
2019-04-28,19,False
2019-05-05,19,False
2019-05-12,19,False
2019-05-19,27,False
2019-05-26,0,False
2019-06-02,27,False
2019-06-09,18,False
2019-06-16,9,False
2019-06-23,19,False
2019-06-30,19,False
2019-07-07,18,False
2019-07-14,9,False
2019-07-21,9,False
2019-07-28,14,False
2019-08-04,32,False
2019-08-11,9,False
2019-08-18,37,False
2019-08-25,18,False
2019-09-01,13,False
2019-09-08,8,False
2019-09-15,18,False
2019-09-22,18,False
2019-09-29,9,False
2019-10-06,18,False
2019-10-13,13,False
2019-10-20,43,False
2019-10-27,9,False
2019-11-03,9,False
2019-11-10,17,False
2019-11-17,9,False
2019-11-24,17,False
2019-12-01,34,False
2019-12-08,18,False
2019-12-15,27,False
2019-12-22,28,False
2019-12-29,19,False
2020-01-05,9,False
2020-01-12,16,False
2020-01-19,12,False
2020-01-26,17,False
2020-02-02,12,False
2020-02-09,12,False
2020-02-16,16,False
2020-02-23,8,False
2020-03-01,8,False
2020-03-08,15,False
2020-03-15,15,False
2020-03-22,10,False
2020-03-29,21,False
2020-04-05,11,False
2020-04-12,15,True
