date,store banne,isPartial
2018-01-07,14,False
2018-01-14,0,False
2018-01-21,14,False
2018-01-28,13,False
2018-02-04,13,False
2018-02-11,14,False
2018-02-18,14,False
2018-02-25,28,False
2018-03-04,14,False
2018-03-11,14,False
2018-03-18,42,False
2018-03-25,28,False
2018-04-01,42,False
2018-04-08,23,False
2018-04-15,52,False
2018-04-22,56,False
2018-04-29,25,False
2018-05-06,66,False
2018-05-13,33,False
2018-05-20,52,False
2018-05-27,32,False
2018-06-03,23,False
2018-06-10,41,False
2018-06-17,36,False
2018-06-24,39,False
2018-07-01,0,False
2018-07-08,60,False
2018-07-15,42,False
2018-07-22,43,False
2018-07-29,42,False
2018-08-05,49,False
2018-08-12,27,False
2018-08-19,24,False
2018-08-26,22,False
2018-09-02,15,False
2018-09-09,15,False
2018-09-16,21,False
2018-09-23,19,False
2018-09-30,15,False
2018-10-07,15,False
2018-10-14,15,False
2018-10-21,15,False
2018-10-28,15,False
2018-11-04,14,False
2018-11-11,0,False
2018-11-18,14,False
2018-11-25,0,False
2018-12-02,14,False
2018-12-09,14,False
2018-12-16,14,False
2018-12-23,0,False
2018-12-30,30,False
2019-01-06,14,False
2019-01-13,28,False
2019-01-20,13,False
2019-01-27,13,False
2019-02-03,27,False
2019-02-10,22,False
2019-02-17,30,False
2019-02-24,32,False
2019-03-03,27,False
2019-03-10,18,False
2019-03-17,50,False
2019-03-24,50,False
2019-03-31,28,False
2019-04-07,45,False
2019-04-14,46,False
2019-04-21,60,False
2019-04-28,36,False
2019-05-05,31,False
2019-05-12,23,False
2019-05-19,41,False
2019-05-26,36,False
2019-06-02,82,False
2019-06-09,13,False
2019-06-16,35,False
2019-06-23,70,False
2019-06-30,56,False
2019-07-07,19,False
2019-07-14,25,False
2019-07-21,25,False
2019-07-28,31,False
2019-08-04,36,False
2019-08-11,30,False
2019-08-18,23,False
2019-08-25,19,False
2019-09-01,40,False
2019-09-08,0,False
2019-09-15,13,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,13,False
2019-10-13,19,False
2019-10-20,13,False
2019-10-27,13,False
2019-11-03,0,False
2019-11-10,12,False
2019-11-17,25,False
2019-11-24,0,False
2019-12-01,12,False
2019-12-08,12,False
2019-12-15,0,False
2019-12-22,13,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,19,False
2020-01-19,24,False
2020-01-26,12,False
2020-02-02,20,False
2020-02-09,18,False
2020-02-16,12,False
2020-02-23,12,False
2020-03-01,29,False
2020-03-08,27,False
2020-03-15,20,False
2020-03-22,30,False
2020-03-29,26,False
2020-04-05,66,False
2020-04-12,71,False
2020-04-19,27,False
2020-04-26,47,False
2020-05-03,59,False
2020-05-10,34,False
2020-05-17,94,False
2020-05-24,91,False
2020-05-31,92,False
2020-06-07,65,False
2020-06-14,22,False
2020-06-21,100,True
