date,store banne,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,23,False
2018-02-04,23,False
2018-02-11,24,False
2018-02-18,24,False
2018-02-25,35,False
2018-03-04,34,False
2018-03-11,23,False
2018-03-18,23,False
2018-03-25,0,False
2018-04-01,70,False
2018-04-08,47,False
2018-04-15,100,False
2018-04-22,34,False
2018-04-29,22,False
2018-05-06,24,False
2018-05-13,23,False
2018-05-20,48,False
2018-05-27,24,False
2018-06-03,36,False
2018-06-10,23,False
2018-06-17,50,False
2018-06-24,83,False
2018-07-01,48,False
2018-07-08,50,False
2018-07-15,38,False
2018-07-22,59,False
2018-07-29,37,False
2018-08-05,41,False
2018-08-12,25,False
2018-08-19,48,False
2018-08-26,36,False
2018-09-02,37,False
2018-09-09,24,False
2018-09-16,24,False
2018-09-23,24,False
2018-09-30,24,False
2018-10-07,24,False
2018-10-14,24,False
2018-10-21,36,False
2018-10-28,23,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,22,False
2018-11-25,22,False
2018-12-02,22,False
2018-12-09,30,False
2018-12-16,23,False
2018-12-23,24,False
2018-12-30,23,False
2019-01-06,22,False
2019-01-13,22,False
2019-01-20,21,False
2019-01-27,31,False
2019-02-03,32,False
2019-02-10,0,False
2019-02-17,32,False
2019-02-24,68,False
2019-03-03,43,False
2019-03-10,33,False
2019-03-17,23,False
2019-03-24,69,False
2019-03-31,67,False
2019-04-07,34,False
2019-04-14,71,False
2019-04-21,53,False
2019-04-28,22,False
2019-05-05,21,False
2019-05-12,44,False
2019-05-19,53,False
2019-05-26,83,False
2019-06-02,48,False
2019-06-09,21,False
2019-06-16,53,False
2019-06-23,30,False
2019-06-30,58,False
2019-07-07,22,False
2019-07-14,46,False
2019-07-21,23,False
2019-07-28,70,False
2019-08-04,46,False
2019-08-11,22,False
2019-08-18,23,False
2019-08-25,43,False
2019-09-01,21,False
2019-09-08,22,False
2019-09-15,32,False
2019-09-22,41,False
2019-09-29,40,False
2019-10-06,34,False
2019-10-13,31,False
2019-10-20,21,False
2019-10-27,20,False
2019-11-03,20,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,0,False
2019-12-01,20,False
2019-12-08,20,False
2019-12-15,20,False
2019-12-22,0,False
2019-12-29,40,False
2020-01-05,26,False
2020-01-12,19,False
2020-01-19,20,False
2020-01-26,19,False
2020-02-02,32,False
2020-02-09,19,False
2020-02-16,19,False
2020-02-23,19,False
2020-03-01,65,False
2020-03-08,25,False
2020-03-15,51,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,49,False
2020-04-12,50,False
2020-04-19,25,False
2020-04-26,31,False
2020-05-03,32,False
2020-05-10,28,False
2020-05-17,67,False
2020-05-24,72,False
2020-05-31,89,False
2020-06-07,43,False
2020-06-14,53,False
2020-06-21,75,True
