date,store banne,isPartial
2018-01-07,0,False
2018-01-14,10,False
2018-01-21,10,False
2018-01-28,21,False
2018-02-04,10,False
2018-02-11,20,False
2018-02-18,10,False
2018-02-25,15,False
2018-03-04,13,False
2018-03-11,15,False
2018-03-18,31,False
2018-03-25,11,False
2018-04-01,25,False
2018-04-08,16,False
2018-04-15,32,False
2018-04-22,35,False
2018-04-29,21,False
2018-05-06,11,False
2018-05-13,26,False
2018-05-20,27,False
2018-05-27,16,False
2018-06-03,32,False
2018-06-10,21,False
2018-06-17,39,False
2018-06-24,41,False
2018-07-01,36,False
2018-07-08,22,False
2018-07-15,38,False
2018-07-22,34,False
2018-07-29,34,False
2018-08-05,23,False
2018-08-12,23,False
2018-08-19,19,False
2018-08-26,19,False
2018-09-02,11,False
2018-09-09,11,False
2018-09-16,22,False
2018-09-23,11,False
2018-09-30,11,False
2018-10-07,0,False
2018-10-14,11,False
2018-10-21,11,False
2018-10-28,10,False
2018-11-04,0,False
2018-11-11,11,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,11,False
2018-12-30,0,False
2019-01-06,10,False
2019-01-13,15,False
2019-01-20,10,False
2019-01-27,10,False
2019-02-03,10,False
2019-02-10,21,False
2019-02-17,11,False
2019-02-24,25,False
2019-03-03,20,False
2019-03-10,10,False
2019-03-17,18,False
2019-03-24,46,False
2019-03-31,35,False
2019-04-07,21,False
2019-04-14,29,False
2019-04-21,25,False
2019-04-28,24,False
2019-05-05,15,False
2019-05-12,21,False
2019-05-19,21,False
2019-05-26,39,False
2019-06-02,25,False
2019-06-09,13,False
2019-06-16,21,False
2019-06-23,46,False
2019-06-30,34,False
2019-07-07,17,False
2019-07-14,27,False
2019-07-21,32,False
2019-07-28,27,False
2019-08-04,21,False
2019-08-11,21,False
2019-08-18,11,False
2019-08-25,10,False
2019-09-01,20,False
2019-09-08,10,False
2019-09-15,25,False
2019-09-22,10,False
2019-09-29,10,False
2019-10-06,0,False
2019-10-13,10,False
2019-10-20,9,False
2019-10-27,0,False
2019-11-03,9,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,9,False
2019-12-08,9,False
2019-12-15,19,False
2019-12-22,0,False
2019-12-29,14,False
2020-01-05,13,False
2020-01-12,13,False
2020-01-19,18,False
2020-01-26,15,False
2020-02-02,18,False
2020-02-09,14,False
2020-02-16,26,False
2020-02-23,11,False
2020-03-01,20,False
2020-03-08,17,False
2020-03-15,23,False
2020-03-22,14,False
2020-03-29,10,False
2020-04-05,39,False
2020-04-12,27,False
2020-04-19,15,False
2020-04-26,21,False
2020-05-03,39,False
2020-05-10,27,False
2020-05-17,100,False
2020-05-24,82,False
2020-05-31,53,False
2020-06-07,23,False
2020-06-14,27,False
2020-06-21,78,True
