date,store banne,isPartial
2018-01-07,7,False
2018-01-14,7,False
2018-01-21,10,False
2018-01-28,7,False
2018-02-04,7,False
2018-02-11,7,False
2018-02-18,14,False
2018-02-25,14,False
2018-03-04,13,False
2018-03-11,22,False
2018-03-18,20,False
2018-03-25,17,False
2018-04-01,18,False
2018-04-08,20,False
2018-04-15,64,False
2018-04-22,34,False
2018-04-29,28,False
2018-05-06,75,False
2018-05-13,13,False
2018-05-20,29,False
2018-05-27,33,False
2018-06-03,31,False
2018-06-10,19,False
2018-06-17,22,False
2018-06-24,43,False
2018-07-01,51,False
2018-07-08,26,False
2018-07-15,40,False
2018-07-22,60,False
2018-07-29,48,False
2018-08-05,46,False
2018-08-12,16,False
2018-08-19,11,False
2018-08-26,21,False
2018-09-02,9,False
2018-09-09,7,False
2018-09-16,13,False
2018-09-23,10,False
2018-09-30,0,False
2018-10-07,24,False
2018-10-14,7,False
2018-10-21,14,False
2018-10-28,10,False
2018-11-04,7,False
2018-11-11,0,False
2018-11-18,6,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,7,False
2019-01-06,13,False
2019-01-13,19,False
2019-01-20,15,False
2019-01-27,9,False
2019-02-03,13,False
2019-02-10,27,False
2019-02-17,21,False
2019-02-24,24,False
2019-03-03,28,False
2019-03-10,21,False
2019-03-17,18,False
2019-03-24,38,False
2019-03-31,30,False
2019-04-07,25,False
2019-04-14,53,False
2019-04-21,43,False
2019-04-28,39,False
2019-05-05,22,False
2019-05-12,40,False
2019-05-19,33,False
2019-05-26,33,False
2019-06-02,33,False
2019-06-09,14,False
2019-06-16,41,False
2019-06-23,75,False
2019-06-30,40,False
2019-07-07,15,False
2019-07-14,27,False
2019-07-21,43,False
2019-07-28,21,False
2019-08-04,28,False
2019-08-11,11,False
2019-08-18,12,False
2019-08-25,33,False
2019-09-01,8,False
2019-09-08,6,False
2019-09-15,22,False
2019-09-22,13,False
2019-09-29,5,False
2019-10-06,11,False
2019-10-13,11,False
2019-10-20,5,False
2019-10-27,5,False
2019-11-03,11,False
2019-11-10,5,False
2019-11-17,5,False
2019-11-24,0,False
2019-12-01,6,False
2019-12-08,6,False
2019-12-15,6,False
2019-12-22,6,False
2019-12-29,0,False
2020-01-05,5,False
2020-01-12,5,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,7,False
2020-02-09,10,False
2020-02-16,8,False
2020-02-23,14,False
2020-03-01,18,False
2020-03-08,11,False
2020-03-15,12,False
2020-03-22,17,False
2020-03-29,20,False
2020-04-05,81,False
2020-04-12,43,False
2020-04-19,51,False
2020-04-26,37,False
2020-05-03,53,False
2020-05-10,35,False
2020-05-17,93,False
2020-05-24,100,False
2020-05-31,100,False
2020-06-07,44,False
2020-06-14,43,False
2020-06-21,70,True
