date,store banne,isPartial
2018-01-07,12,False
2018-01-14,10,False
2018-01-21,8,False
2018-01-28,8,False
2018-02-04,18,False
2018-02-11,19,False
2018-02-18,12,False
2018-02-25,18,False
2018-03-04,16,False
2018-03-11,25,False
2018-03-18,37,False
2018-03-25,25,False
2018-04-01,30,False
2018-04-08,40,False
2018-04-15,66,False
2018-04-22,69,False
2018-04-29,42,False
2018-05-06,57,False
2018-05-13,29,False
2018-05-20,49,False
2018-05-27,48,False
2018-06-03,40,False
2018-06-10,33,False
2018-06-17,46,False
2018-06-24,41,False
2018-07-01,42,False
2018-07-08,52,False
2018-07-15,23,False
2018-07-22,35,False
2018-07-29,56,False
2018-08-05,37,False
2018-08-12,24,False
2018-08-19,39,False
2018-08-26,16,False
2018-09-02,16,False
2018-09-09,16,False
2018-09-16,18,False
2018-09-23,15,False
2018-09-30,10,False
2018-10-07,13,False
2018-10-14,9,False
2018-10-21,11,False
2018-10-28,9,False
2018-11-04,11,False
2018-11-11,4,False
2018-11-18,10,False
2018-11-25,8,False
2018-12-02,4,False
2018-12-09,4,False
2018-12-16,11,False
2018-12-23,5,False
2018-12-30,13,False
2019-01-06,10,False
2019-01-13,8,False
2019-01-20,7,False
2019-01-27,8,False
2019-02-03,15,False
2019-02-10,18,False
2019-02-17,31,False
2019-02-24,29,False
2019-03-03,21,False
2019-03-10,23,False
2019-03-17,50,False
2019-03-24,51,False
2019-03-31,41,False
2019-04-07,31,False
2019-04-14,38,False
2019-04-21,50,False
2019-04-28,47,False
2019-05-05,26,False
2019-05-12,40,False
2019-05-19,37,False
2019-05-26,51,False
2019-06-02,55,False
2019-06-09,41,False
2019-06-16,49,False
2019-06-23,72,False
2019-06-30,63,False
2019-07-07,40,False
2019-07-14,39,False
2019-07-21,43,False
2019-07-28,49,False
2019-08-04,35,False
2019-08-11,38,False
2019-08-18,27,False
2019-08-25,42,False
2019-09-01,28,False
2019-09-08,15,False
2019-09-15,9,False
2019-09-22,15,False
2019-09-29,18,False
2019-10-06,8,False
2019-10-13,6,False
2019-10-20,9,False
2019-10-27,11,False
2019-11-03,0,False
2019-11-10,7,False
2019-11-17,7,False
2019-11-24,7,False
2019-12-01,9,False
2019-12-08,3,False
2019-12-15,11,False
2019-12-22,4,False
2019-12-29,9,False
2020-01-05,12,False
2020-01-12,10,False
2020-01-19,7,False
2020-01-26,11,False
2020-02-02,9,False
2020-02-09,15,False
2020-02-16,24,False
2020-02-23,20,False
2020-03-01,26,False
2020-03-08,23,False
2020-03-15,29,False
2020-03-22,23,False
2020-03-29,34,False
2020-04-05,71,False
2020-04-12,51,False
2020-04-19,58,False
2020-04-26,34,False
2020-05-03,58,False
2020-05-10,52,False
2020-05-17,100,False
2020-05-24,87,False
2020-05-31,93,False
2020-06-07,65,False
2020-06-14,43,False
2020-06-21,73,True
