date,store banne,isPartial
2018-01-07,20,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,20,False
2018-02-04,29,False
2018-02-11,40,False
2018-02-18,20,False
2018-02-25,40,False
2018-03-04,20,False
2018-03-11,47,False
2018-03-18,41,False
2018-03-25,31,False
2018-04-01,52,False
2018-04-08,42,False
2018-04-15,74,False
2018-04-22,53,False
2018-04-29,55,False
2018-05-06,72,False
2018-05-13,28,False
2018-05-20,76,False
2018-05-27,52,False
2018-06-03,85,False
2018-06-10,40,False
2018-06-17,64,False
2018-06-24,42,False
2018-07-01,21,False
2018-07-08,54,False
2018-07-15,35,False
2018-07-22,92,False
2018-07-29,58,False
2018-08-05,72,False
2018-08-12,41,False
2018-08-19,39,False
2018-08-26,22,False
2018-09-02,22,False
2018-09-09,33,False
2018-09-16,65,False
2018-09-23,22,False
2018-09-30,22,False
2018-10-07,22,False
2018-10-14,33,False
2018-10-21,33,False
2018-10-28,21,False
2018-11-04,0,False
2018-11-11,64,False
2018-11-18,0,False
2018-11-25,20,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,21,False
2018-12-23,23,False
2018-12-30,22,False
2019-01-06,0,False
2019-01-13,21,False
2019-01-20,20,False
2019-01-27,20,False
2019-02-03,0,False
2019-02-10,36,False
2019-02-17,33,False
2019-02-24,31,False
2019-03-03,40,False
2019-03-10,40,False
2019-03-17,21,False
2019-03-24,32,False
2019-03-31,49,False
2019-04-07,43,False
2019-04-14,29,False
2019-04-21,61,False
2019-04-28,27,False
2019-05-05,20,False
2019-05-12,42,False
2019-05-19,41,False
2019-05-26,35,False
2019-06-02,45,False
2019-06-09,20,False
2019-06-16,32,False
2019-06-23,96,False
2019-06-30,34,False
2019-07-07,31,False
2019-07-14,51,False
2019-07-21,59,False
2019-07-28,23,False
2019-08-04,23,False
2019-08-11,23,False
2019-08-18,45,False
2019-08-25,31,False
2019-09-01,30,False
2019-09-08,61,False
2019-09-15,20,False
2019-09-22,19,False
2019-09-29,28,False
2019-10-06,19,False
2019-10-13,0,False
2019-10-20,19,False
2019-10-27,18,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,28,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,18,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,17,False
2020-01-19,18,False
2020-01-26,0,False
2020-02-02,17,False
2020-02-09,17,False
2020-02-16,18,False
2020-02-23,35,False
2020-03-01,25,False
2020-03-08,17,False
2020-03-15,15,False
2020-03-22,22,False
2020-03-29,29,False
2020-04-05,84,False
2020-04-12,51,False
2020-04-19,97,False
2020-04-26,56,False
2020-05-03,28,False
2020-05-10,56,False
2020-05-17,92,False
2020-05-24,58,False
2020-05-31,100,False
2020-06-07,36,False
2020-06-14,32,False
2020-06-21,68,True
