date,store banne,isPartial
2018-01-07,12,False
2018-01-14,0,False
2018-01-21,12,False
2018-01-28,12,False
2018-02-04,0,False
2018-02-11,12,False
2018-02-18,0,False
2018-02-25,24,False
2018-03-04,20,False
2018-03-11,30,False
2018-03-18,24,False
2018-03-25,43,False
2018-04-01,41,False
2018-04-08,29,False
2018-04-15,30,False
2018-04-22,29,False
2018-04-29,47,False
2018-05-06,31,False
2018-05-13,24,False
2018-05-20,37,False
2018-05-27,28,False
2018-06-03,40,False
2018-06-10,12,False
2018-06-17,28,False
2018-06-24,12,False
2018-07-01,28,False
2018-07-08,26,False
2018-07-15,20,False
2018-07-22,35,False
2018-07-29,50,False
2018-08-05,51,False
2018-08-12,18,False
2018-08-19,22,False
2018-08-26,13,False
2018-09-02,19,False
2018-09-09,12,False
2018-09-16,12,False
2018-09-23,12,False
2018-09-30,12,False
2018-10-07,12,False
2018-10-14,26,False
2018-10-21,19,False
2018-10-28,12,False
2018-11-04,24,False
2018-11-11,0,False
2018-11-18,11,False
2018-11-25,11,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,10,False
2019-01-20,15,False
2019-01-27,30,False
2019-02-03,10,False
2019-02-10,18,False
2019-02-17,12,False
2019-02-24,27,False
2019-03-03,20,False
2019-03-10,14,False
2019-03-17,21,False
2019-03-24,42,False
2019-03-31,39,False
2019-04-07,10,False
2019-04-14,15,False
2019-04-21,32,False
2019-04-28,27,False
2019-05-05,10,False
2019-05-12,21,False
2019-05-19,20,False
2019-05-26,38,False
2019-06-02,30,False
2019-06-09,38,False
2019-06-16,38,False
2019-06-23,60,False
2019-06-30,57,False
2019-07-07,10,False
2019-07-14,18,False
2019-07-21,24,False
2019-07-28,20,False
2019-08-04,28,False
2019-08-11,25,False
2019-08-18,15,False
2019-08-25,27,False
2019-09-01,10,False
2019-09-08,17,False
2019-09-15,13,False
2019-09-22,10,False
2019-09-29,9,False
2019-10-06,0,False
2019-10-13,19,False
2019-10-20,13,False
2019-10-27,14,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,19,False
2019-11-24,9,False
2019-12-01,0,False
2019-12-08,9,False
2019-12-15,9,False
2019-12-22,9,False
2019-12-29,9,False
2020-01-05,9,False
2020-01-12,9,False
2020-01-19,9,False
2020-01-26,9,False
2020-02-02,27,False
2020-02-09,23,False
2020-02-16,9,False
2020-02-23,18,False
2020-03-01,11,False
2020-03-08,24,False
2020-03-15,13,False
2020-03-22,13,False
2020-03-29,9,False
2020-04-05,61,False
2020-04-12,27,False
2020-04-19,41,False
2020-04-26,19,False
2020-05-03,34,False
2020-05-10,43,False
2020-05-17,67,False
2020-05-24,36,False
2020-05-31,56,False
2020-06-07,29,False
2020-06-14,26,False
2020-06-21,100,True
