date,store banne,isPartial
2018-01-07,14,False
2018-01-14,14,False
2018-01-21,0,False
2018-01-28,22,False
2018-02-04,14,False
2018-02-11,15,False
2018-02-18,15,False
2018-02-25,21,False
2018-03-04,34,False
2018-03-11,29,False
2018-03-18,15,False
2018-03-25,45,False
2018-04-01,50,False
2018-04-08,51,False
2018-04-15,70,False
2018-04-22,58,False
2018-04-29,34,False
2018-05-06,80,False
2018-05-13,44,False
2018-05-20,57,False
2018-05-27,52,False
2018-06-03,54,False
2018-06-10,19,False
2018-06-17,30,False
2018-06-24,50,False
2018-07-01,38,False
2018-07-08,37,False
2018-07-15,16,False
2018-07-22,47,False
2018-07-29,55,False
2018-08-05,42,False
2018-08-12,33,False
2018-08-19,16,False
2018-08-26,0,False
2018-09-02,31,False
2018-09-09,23,False
2018-09-16,15,False
2018-09-23,20,False
2018-09-30,0,False
2018-10-07,31,False
2018-10-14,0,False
2018-10-21,21,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,15,False
2018-11-25,29,False
2018-12-02,0,False
2018-12-09,30,False
2018-12-16,0,False
2018-12-23,16,False
2018-12-30,31,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,14,False
2019-01-27,14,False
2019-02-03,0,False
2019-02-10,29,False
2019-02-17,42,False
2019-02-24,40,False
2019-03-03,14,False
2019-03-10,29,False
2019-03-17,45,False
2019-03-24,45,False
2019-03-31,79,False
2019-04-07,44,False
2019-04-14,38,False
2019-04-21,29,False
2019-04-28,33,False
2019-05-05,28,False
2019-05-12,15,False
2019-05-19,51,False
2019-05-26,44,False
2019-06-02,46,False
2019-06-09,27,False
2019-06-16,63,False
2019-06-23,58,False
2019-06-30,42,False
2019-07-07,48,False
2019-07-14,50,False
2019-07-21,44,False
2019-07-28,30,False
2019-08-04,51,False
2019-08-11,25,False
2019-08-18,23,False
2019-08-25,43,False
2019-09-01,14,False
2019-09-08,29,False
2019-09-15,28,False
2019-09-22,20,False
2019-09-29,14,False
2019-10-06,27,False
2019-10-13,27,False
2019-10-20,14,False
2019-10-27,13,False
2019-11-03,26,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,26,False
2019-12-01,13,False
2019-12-08,13,False
2019-12-15,13,False
2019-12-22,13,False
2019-12-29,14,False
2020-01-05,0,False
2020-01-12,19,False
2020-01-19,13,False
2020-01-26,19,False
2020-02-02,0,False
2020-02-09,12,False
2020-02-16,50,False
2020-02-23,12,False
2020-03-01,29,False
2020-03-08,24,False
2020-03-15,22,False
2020-03-22,28,False
2020-03-29,31,False
2020-04-05,64,False
2020-04-12,61,False
2020-04-19,55,False
2020-04-26,51,False
2020-05-03,31,False
2020-05-10,50,False
2020-05-17,90,False
2020-05-24,100,False
2020-05-31,58,False
2020-06-07,63,False
2020-06-14,47,False
2020-06-21,49,True
