date,store banne,isPartial
2018-01-07,11,False
2018-01-14,5,False
2018-01-21,16,False
2018-01-28,6,False
2018-02-04,11,False
2018-02-11,11,False
2018-02-18,9,False
2018-02-25,19,False
2018-03-04,19,False
2018-03-11,34,False
2018-03-18,31,False
2018-03-25,17,False
2018-04-01,38,False
2018-04-08,40,False
2018-04-15,58,False
2018-04-22,53,False
2018-04-29,54,False
2018-05-06,36,False
2018-05-13,23,False
2018-05-20,31,False
2018-05-27,25,False
2018-06-03,35,False
2018-06-10,23,False
2018-06-17,20,False
2018-06-24,41,False
2018-07-01,32,False
2018-07-08,40,False
2018-07-15,43,False
2018-07-22,30,False
2018-07-29,29,False
2018-08-05,22,False
2018-08-12,15,False
2018-08-19,18,False
2018-08-26,19,False
2018-09-02,22,False
2018-09-09,5,False
2018-09-16,19,False
2018-09-23,28,False
2018-09-30,11,False
2018-10-07,6,False
2018-10-14,11,False
2018-10-21,6,False
2018-10-28,11,False
2018-11-04,11,False
2018-11-11,11,False
2018-11-18,14,False
2018-11-25,5,False
2018-12-02,8,False
2018-12-09,6,False
2018-12-16,0,False
2018-12-23,10,False
2018-12-30,6,False
2019-01-06,6,False
2019-01-13,5,False
2019-01-20,13,False
2019-01-27,16,False
2019-02-03,11,False
2019-02-10,9,False
2019-02-17,36,False
2019-02-24,37,False
2019-03-03,20,False
2019-03-10,19,False
2019-03-17,23,False
2019-03-24,33,False
2019-03-31,44,False
2019-04-07,26,False
2019-04-14,25,False
2019-04-21,32,False
2019-04-28,41,False
2019-05-05,9,False
2019-05-12,23,False
2019-05-19,32,False
2019-05-26,40,False
2019-06-02,39,False
2019-06-09,33,False
2019-06-16,39,False
2019-06-23,48,False
2019-06-30,29,False
2019-07-07,32,False
2019-07-14,35,False
2019-07-21,42,False
2019-07-28,22,False
2019-08-04,9,False
2019-08-11,27,False
2019-08-18,14,False
2019-08-25,34,False
2019-09-01,18,False
2019-09-08,11,False
2019-09-15,6,False
2019-09-22,12,False
2019-09-29,21,False
2019-10-06,7,False
2019-10-13,9,False
2019-10-20,5,False
2019-10-27,9,False
2019-11-03,6,False
2019-11-10,4,False
2019-11-17,7,False
2019-11-24,9,False
2019-12-01,14,False
2019-12-08,0,False
2019-12-15,7,False
2019-12-22,0,False
2019-12-29,5,False
2020-01-05,15,False
2020-01-12,20,False
2020-01-19,11,False
2020-01-26,8,False
2020-02-02,13,False
2020-02-09,6,False
2020-02-16,13,False
2020-02-23,13,False
2020-03-01,12,False
2020-03-08,16,False
2020-03-15,19,False
2020-03-22,28,False
2020-03-29,27,False
2020-04-05,35,False
2020-04-12,43,False
2020-04-19,22,False
2020-04-26,39,False
2020-05-03,64,False
2020-05-10,42,False
2020-05-17,100,False
2020-05-24,91,False
2020-05-31,60,False
2020-06-07,43,False
2020-06-14,41,False
2020-06-21,66,True
