date,store banne,isPartial
2018-01-07,7,False
2018-01-14,6,False
2018-01-21,8,False
2018-01-28,11,False
2018-02-04,8,False
2018-02-11,10,False
2018-02-18,12,False
2018-02-25,12,False
2018-03-04,16,False
2018-03-11,22,False
2018-03-18,18,False
2018-03-25,22,False
2018-04-01,28,False
2018-04-08,31,False
2018-04-15,52,False
2018-04-22,48,False
2018-04-29,39,False
2018-05-06,60,False
2018-05-13,29,False
2018-05-20,44,False
2018-05-27,38,False
2018-06-03,34,False
2018-06-10,22,False
2018-06-17,34,False
2018-06-24,40,False
2018-07-01,38,False
2018-07-08,37,False
2018-07-15,35,False
2018-07-22,42,False
2018-07-29,37,False
2018-08-05,35,False
2018-08-12,29,False
2018-08-19,25,False
2018-08-26,18,False
2018-09-02,14,False
2018-09-09,15,False
2018-09-16,12,False
2018-09-23,12,False
2018-09-30,9,False
2018-10-07,10,False
2018-10-14,7,False
2018-10-21,8,False
2018-10-28,8,False
2018-11-04,8,False
2018-11-11,7,False
2018-11-18,4,False
2018-11-25,4,False
2018-12-02,5,False
2018-12-09,5,False
2018-12-16,4,False
2018-12-23,6,False
2018-12-30,6,False
2019-01-06,7,False
2019-01-13,8,False
2019-01-20,9,False
2019-01-27,11,False
2019-02-03,10,False
2019-02-10,14,False
2019-02-17,21,False
2019-02-24,27,False
2019-03-03,24,False
2019-03-10,23,False
2019-03-17,35,False
2019-03-24,41,False
2019-03-31,42,False
2019-04-07,34,False
2019-04-14,35,False
2019-04-21,41,False
2019-04-28,36,False
2019-05-05,27,False
2019-05-12,27,False
2019-05-19,27,False
2019-05-26,41,False
2019-06-02,47,False
2019-06-09,30,False
2019-06-16,38,False
2019-06-23,64,False
2019-06-30,55,False
2019-07-07,42,False
2019-07-14,40,False
2019-07-21,38,False
2019-07-28,31,False
2019-08-04,30,False
2019-08-11,21,False
2019-08-18,18,False
2019-08-25,26,False
2019-09-01,18,False
2019-09-08,12,False
2019-09-15,15,False
2019-09-22,10,False
2019-09-29,9,False
2019-10-06,8,False
2019-10-13,8,False
2019-10-20,8,False
2019-10-27,7,False
2019-11-03,7,False
2019-11-10,5,False
2019-11-17,7,False
2019-11-24,6,False
2019-12-01,4,False
2019-12-08,5,False
2019-12-15,5,False
2019-12-22,5,False
2019-12-29,6,False
2020-01-05,9,False
2020-01-12,10,False
2020-01-19,11,False
2020-01-26,10,False
2020-02-02,12,False
2020-02-09,15,False
2020-02-16,16,False
2020-02-23,18,False
2020-03-01,19,False
2020-03-08,22,False
2020-03-15,16,False
2020-03-22,21,False
2020-03-29,21,False
2020-04-05,60,False
2020-04-12,49,False
2020-04-19,48,False
2020-04-26,39,False
2020-05-03,54,False
2020-05-10,40,False
2020-05-17,100,False
2020-05-24,97,False
2020-05-31,85,False
2020-06-07,51,False
2020-06-14,45,False
2020-06-21,70,True
