date,animazione per bambini,isPartial
2018-01-07,72,False
2018-01-14,0,False
2018-01-21,48,False
2018-01-28,36,False
2018-02-04,0,False
2018-02-11,26,False
2018-02-18,24,False
2018-02-25,23,False
2018-03-04,25,False
2018-03-11,25,False
2018-03-18,24,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,25,False
2018-04-22,39,False
2018-04-29,100,False
2018-05-06,24,False
2018-05-13,26,False
2018-05-20,25,False
2018-05-27,26,False
2018-06-03,78,False
2018-06-10,24,False
2018-06-17,37,False
2018-06-24,25,False
2018-07-01,25,False
2018-07-08,50,False
2018-07-15,26,False
2018-07-22,78,False
2018-07-29,39,False
2018-08-05,27,False
2018-08-12,44,False
2018-08-19,0,False
2018-08-26,54,False
2018-09-02,0,False
2018-09-09,25,False
2018-09-16,24,False
2018-09-23,25,False
2018-09-30,37,False
2018-10-07,26,False
2018-10-14,26,False
2018-10-21,0,False
2018-10-28,61,False
2018-11-04,25,False
2018-11-11,80,False
2018-11-18,52,False
2018-11-25,51,False
2018-12-02,54,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,28,False
2018-12-30,26,False
2019-01-06,25,False
2019-01-13,24,False
2019-01-20,0,False
2019-01-27,59,False
2019-02-03,59,False
2019-02-10,24,False
2019-02-17,24,False
2019-02-24,24,False
2019-03-03,25,False
2019-03-10,48,False
2019-03-17,25,False
2019-03-24,50,False
2019-03-31,0,False
2019-04-07,25,False
2019-04-14,26,False
2019-04-21,26,False
2019-04-28,24,False
2019-05-05,24,False
2019-05-12,0,False
2019-05-19,35,False
2019-05-26,0,False
2019-06-02,75,False
2019-06-09,26,False
2019-06-16,38,False
2019-06-23,52,False
2019-06-30,27,False
2019-07-07,26,False
2019-07-14,65,False
2019-07-21,27,False
2019-07-28,27,False
2019-08-04,28,False
2019-08-11,30,False
2019-08-18,0,False
2019-08-25,25,False
2019-09-01,0,False
2019-09-08,24,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,22,False
2019-10-06,48,False
2019-10-13,47,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,22,False
2019-11-24,45,False
2019-12-01,24,False
2019-12-08,47,False
2019-12-15,47,False
2019-12-22,52,False
2019-12-29,25,False
2020-01-05,34,False
2020-01-12,22,False
2020-01-19,23,False
2020-01-26,44,False
2020-02-02,22,False
2020-02-09,56,False
2020-02-16,22,False
2020-02-23,21,False
2020-03-01,0,False
2020-03-08,20,False
2020-03-15,0,False
2020-03-22,18,False
2020-03-29,0,False
2020-04-05,39,False
2020-04-12,0,False
2020-04-19,18,False
2020-04-26,0,True
