date,feste di compleanno,isPartial
2018-01-07,31,False
2018-01-14,60,False
2018-01-21,30,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,29,False
2018-02-18,29,False
2018-02-25,28,False
2018-03-04,0,False
2018-03-11,28,False
2018-03-18,89,False
2018-03-25,0,False
2018-04-01,31,False
2018-04-08,29,False
2018-04-15,0,False
2018-04-22,31,False
2018-04-29,58,False
2018-05-06,57,False
2018-05-13,29,False
2018-05-20,30,False
2018-05-27,29,False
2018-06-03,59,False
2018-06-10,28,False
2018-06-17,29,False
2018-06-24,29,False
2018-07-01,0,False
2018-07-08,28,False
2018-07-15,29,False
2018-07-22,0,False
2018-07-29,30,False
2018-08-05,30,False
2018-08-12,0,False
2018-08-19,31,False
2018-08-26,87,False
2018-09-02,100,False
2018-09-09,29,False
2018-09-16,42,False
2018-09-23,57,False
2018-09-30,44,False
2018-10-07,59,False
2018-10-14,29,False
2018-10-21,0,False
2018-10-28,29,False
2018-11-04,29,False
2018-11-11,45,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,45,False
2018-12-09,0,False
2018-12-16,32,False
2018-12-23,36,False
2018-12-30,67,False
2019-01-06,0,False
2019-01-13,30,False
2019-01-20,28,False
2019-01-27,28,False
2019-02-03,57,False
2019-02-10,29,False
2019-02-17,29,False
2019-02-24,0,False
2019-03-03,30,False
2019-03-10,29,False
2019-03-17,45,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,30,False
2019-04-21,0,False
2019-04-28,28,False
2019-05-05,28,False
2019-05-12,28,False
2019-05-19,28,False
2019-05-26,27,False
2019-06-02,0,False
2019-06-09,57,False
2019-06-16,61,False
2019-06-23,0,False
2019-06-30,29,False
2019-07-07,0,False
2019-07-14,57,False
2019-07-21,58,False
2019-07-28,30,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,30,False
2019-08-25,28,False
2019-09-01,40,False
2019-09-08,69,False
2019-09-15,68,False
2019-09-22,53,False
2019-09-29,27,False
2019-10-06,27,False
2019-10-13,0,False
2019-10-20,26,False
2019-10-27,26,False
2019-11-03,26,False
2019-11-10,40,False
2019-11-17,51,False
2019-11-24,26,False
2019-12-01,27,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,33,False
2019-12-29,30,False
2020-01-05,41,False
2020-01-12,38,False
2020-01-19,40,False
2020-01-26,0,False
2020-02-02,25,False
2020-02-09,52,False
2020-02-16,26,False
2020-02-23,24,False
2020-03-01,48,False
2020-03-08,0,False
2020-03-15,23,False
2020-03-22,21,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,23,False
2020-04-19,0,False
2020-04-26,0,True
