date,feste di compleanno,isPartial
2018-01-07,36,False
2018-01-14,59,False
2018-01-21,22,False
2018-01-28,23,False
2018-02-04,44,False
2018-02-11,59,False
2018-02-18,69,False
2018-02-25,45,False
2018-03-04,34,False
2018-03-11,23,False
2018-03-18,48,False
2018-03-25,25,False
2018-04-01,38,False
2018-04-08,46,False
2018-04-15,100,False
2018-04-22,50,False
2018-04-29,48,False
2018-05-06,48,False
2018-05-13,24,False
2018-05-20,61,False
2018-05-27,48,False
2018-06-03,60,False
2018-06-10,70,False
2018-06-17,26,False
2018-06-24,27,False
2018-07-01,26,False
2018-07-08,52,False
2018-07-15,27,False
2018-07-22,28,False
2018-07-29,58,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,65,False
2018-08-26,28,False
2018-09-02,39,False
2018-09-09,39,False
2018-09-16,0,False
2018-09-23,77,False
2018-09-30,65,False
2018-10-07,26,False
2018-10-14,52,False
2018-10-21,25,False
2018-10-28,50,False
2018-11-04,60,False
2018-11-11,37,False
2018-11-18,46,False
2018-11-25,48,False
2018-12-02,0,False
2018-12-09,25,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,53,False
2019-01-06,47,False
2019-01-13,47,False
2019-01-20,22,False
2019-01-27,44,False
2019-02-03,33,False
2019-02-10,66,False
2019-02-17,45,False
2019-02-24,23,False
2019-03-03,36,False
2019-03-10,23,False
2019-03-17,0,False
2019-03-24,47,False
2019-03-31,0,False
2019-04-07,33,False
2019-04-14,35,False
2019-04-21,51,False
2019-04-28,48,False
2019-05-05,46,False
2019-05-12,23,False
2019-05-19,45,False
2019-05-26,55,False
2019-06-02,45,False
2019-06-09,44,False
2019-06-16,0,False
2019-06-23,47,False
2019-06-30,47,False
2019-07-07,24,False
2019-07-14,24,False
2019-07-21,37,False
2019-07-28,26,False
2019-08-04,81,False
2019-08-11,30,False
2019-08-18,0,False
2019-08-25,36,False
2019-09-01,32,False
2019-09-08,68,False
2019-09-15,65,False
2019-09-22,22,False
2019-09-29,55,False
2019-10-06,67,False
2019-10-13,55,False
2019-10-20,62,False
2019-10-27,21,False
2019-11-03,53,False
2019-11-10,42,False
2019-11-17,21,False
2019-11-24,71,False
2019-12-01,32,False
2019-12-08,0,False
2019-12-15,32,False
2019-12-22,85,False
2019-12-29,23,False
2020-01-05,41,False
2020-01-12,58,False
2020-01-19,40,False
2020-01-26,68,False
2020-02-02,38,False
2020-02-09,40,False
2020-02-16,39,False
2020-02-23,36,False
2020-03-01,27,False
2020-03-08,18,False
2020-03-15,18,False
2020-03-22,16,False
2020-03-29,17,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
