date,feste di compleanno,isPartial
2018-01-07,31,False
2018-01-14,0,False
2018-01-21,90,False
2018-01-28,60,False
2018-02-04,29,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,28,False
2018-03-04,59,False
2018-03-11,59,False
2018-03-18,31,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,60,False
2018-04-15,93,False
2018-04-22,32,False
2018-04-29,60,False
2018-05-06,30,False
2018-05-13,61,False
2018-05-20,31,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,59,False
2018-06-17,30,False
2018-06-24,31,False
2018-07-01,0,False
2018-07-08,59,False
2018-07-15,31,False
2018-07-22,0,False
2018-07-29,32,False
2018-08-05,34,False
2018-08-12,0,False
2018-08-19,100,False
2018-08-26,60,False
2018-09-02,0,False
2018-09-09,90,False
2018-09-16,59,False
2018-09-23,30,False
2018-09-30,30,False
2018-10-07,61,False
2018-10-14,61,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,30,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,29,False
2019-01-27,30,False
2019-02-03,0,False
2019-02-10,30,False
2019-02-17,0,False
2019-02-24,60,False
2019-03-03,31,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,61,False
2019-03-31,60,False
2019-04-07,30,False
2019-04-14,31,False
2019-04-21,34,False
2019-04-28,62,False
2019-05-05,30,False
2019-05-12,0,False
2019-05-19,29,False
2019-05-26,28,False
2019-06-02,0,False
2019-06-09,60,False
2019-06-16,0,False
2019-06-23,31,False
2019-06-30,31,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,30,False
2019-07-28,91,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,31,False
2019-08-25,0,False
2019-09-01,26,False
2019-09-08,27,False
2019-09-15,82,False
2019-09-22,55,False
2019-09-29,56,False
2019-10-06,0,False
2019-10-13,28,False
2019-10-20,27,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,26,False
2019-12-01,27,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,32,False
2020-01-05,55,False
2020-01-12,75,False
2020-01-19,25,False
2020-01-26,26,False
2020-02-02,51,False
2020-02-09,0,False
2020-02-16,51,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,24,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,24,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
