date,Schemi Uncinetto,isPartial
2018-01-07,23,False
2018-01-14,45,False
2018-01-21,57,False
2018-01-28,22,False
2018-02-04,22,False
2018-02-11,55,False
2018-02-18,32,False
2018-02-25,73,False
2018-03-04,0,False
2018-03-11,43,False
2018-03-18,22,False
2018-03-25,23,False
2018-04-01,59,False
2018-04-08,44,False
2018-04-15,23,False
2018-04-22,0,False
2018-04-29,33,False
2018-05-06,42,False
2018-05-13,33,False
2018-05-20,0,False
2018-05-27,67,False
2018-06-03,0,False
2018-06-10,21,False
2018-06-17,22,False
2018-06-24,66,False
2018-07-01,64,False
2018-07-08,21,False
2018-07-15,22,False
2018-07-22,43,False
2018-07-29,45,False
2018-08-05,23,False
2018-08-12,47,False
2018-08-19,47,False
2018-08-26,33,False
2018-09-02,22,False
2018-09-09,22,False
2018-09-16,0,False
2018-09-23,43,False
2018-09-30,45,False
2018-10-07,56,False
2018-10-14,0,False
2018-10-21,56,False
2018-10-28,43,False
2018-11-04,55,False
2018-11-11,23,False
2018-11-18,33,False
2018-11-25,22,False
2018-12-02,68,False
2018-12-09,70,False
2018-12-16,36,False
2018-12-23,55,False
2018-12-30,25,False
2019-01-06,23,False
2019-01-13,44,False
2019-01-20,43,False
2019-01-27,52,False
2019-02-03,43,False
2019-02-10,33,False
2019-02-17,45,False
2019-02-24,0,False
2019-03-03,34,False
2019-03-10,22,False
2019-03-17,45,False
2019-03-24,23,False
2019-03-31,66,False
2019-04-07,44,False
2019-04-14,23,False
2019-04-21,22,False
2019-04-28,32,False
2019-05-05,32,False
2019-05-12,52,False
2019-05-19,63,False
2019-05-26,20,False
2019-06-02,22,False
2019-06-09,21,False
2019-06-16,57,False
2019-06-23,23,False
2019-06-30,22,False
2019-07-07,64,False
2019-07-14,33,False
2019-07-21,22,False
2019-07-28,22,False
2019-08-04,23,False
2019-08-11,48,False
2019-08-18,44,False
2019-08-25,21,False
2019-09-01,20,False
2019-09-08,51,False
2019-09-15,41,False
2019-09-22,50,False
2019-09-29,81,False
2019-10-06,21,False
2019-10-13,51,False
2019-10-20,30,False
2019-10-27,29,False
2019-11-03,20,False
2019-11-10,71,False
2019-11-17,20,False
2019-11-24,60,False
2019-12-01,21,False
2019-12-08,62,False
2019-12-15,21,False
2019-12-22,25,False
2019-12-29,68,False
2020-01-05,41,False
2020-01-12,67,False
2020-01-19,70,False
2020-01-26,28,False
2020-02-02,29,False
2020-02-09,20,False
2020-02-16,29,False
2020-02-23,54,False
2020-03-01,45,False
2020-03-08,43,False
2020-03-15,26,False
2020-03-22,88,False
2020-03-29,83,False
2020-04-05,69,False
2020-04-12,43,False
2020-04-19,33,False
2020-04-26,100,True
