date,Schemi Uncinetto,isPartial
2018-01-07,26,False
2018-01-14,25,False
2018-01-21,0,False
2018-01-28,25,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,48,False
2018-03-18,51,False
2018-03-25,77,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,0,False
2018-04-29,25,False
2018-05-06,24,False
2018-05-13,25,False
2018-05-20,26,False
2018-05-27,25,False
2018-06-03,76,False
2018-06-10,25,False
2018-06-17,51,False
2018-06-24,26,False
2018-07-01,25,False
2018-07-08,25,False
2018-07-15,25,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,28,False
2018-08-12,0,False
2018-08-19,28,False
2018-08-26,0,False
2018-09-02,25,False
2018-09-09,74,False
2018-09-16,25,False
2018-09-23,25,False
2018-09-30,75,False
2018-10-07,51,False
2018-10-14,51,False
2018-10-21,0,False
2018-10-28,25,False
2018-11-04,24,False
2018-11-11,100,False
2018-11-18,48,False
2018-11-25,49,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,61,False
2019-01-06,26,False
2019-01-13,0,False
2019-01-20,25,False
2019-01-27,24,False
2019-02-03,0,False
2019-02-10,49,False
2019-02-17,25,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,51,False
2019-03-17,50,False
2019-03-24,25,False
2019-03-31,75,False
2019-04-07,50,False
2019-04-14,0,False
2019-04-21,57,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,23,False
2019-06-02,25,False
2019-06-09,50,False
2019-06-16,50,False
2019-06-23,0,False
2019-06-30,51,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,25,False
2019-07-28,25,False
2019-08-04,27,False
2019-08-11,29,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,22,False
2019-09-08,23,False
2019-09-15,23,False
2019-09-22,45,False
2019-09-29,0,False
2019-10-06,23,False
2019-10-13,24,False
2019-10-20,23,False
2019-10-27,46,False
2019-11-03,0,False
2019-11-10,45,False
2019-11-17,67,False
2019-11-24,22,False
2019-12-01,23,False
2019-12-08,47,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,21,False
2020-01-19,21,False
2020-01-26,21,False
2020-02-02,21,False
2020-02-09,65,False
2020-02-16,64,False
2020-02-23,0,False
2020-03-01,20,False
2020-03-08,78,False
2020-03-15,20,False
2020-03-22,72,False
2020-03-29,55,False
2020-04-05,79,False
2020-04-12,78,False
2020-04-19,55,False
2020-04-26,0,True
