date,Schemi Uncinetto,isPartial
2018-01-07,55,False
2018-01-14,54,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,0,False
2018-02-11,27,False
2018-02-18,26,False
2018-02-25,100,False
2018-03-04,26,False
2018-03-11,0,False
2018-03-18,26,False
2018-03-25,28,False
2018-04-01,0,False
2018-04-08,27,False
2018-04-15,28,False
2018-04-22,88,False
2018-04-29,28,False
2018-05-06,0,False
2018-05-13,27,False
2018-05-20,27,False
2018-05-27,28,False
2018-06-03,41,False
2018-06-10,53,False
2018-06-17,54,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,27,False
2018-07-15,27,False
2018-07-22,26,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,27,False
2018-08-26,25,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,27,False
2018-09-23,41,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,56,False
2018-10-21,28,False
2018-10-28,0,False
2018-11-04,27,False
2018-11-11,0,False
2018-11-18,26,False
2018-11-25,27,False
2018-12-02,28,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,57,False
2019-01-06,25,False
2019-01-13,0,False
2019-01-20,25,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,25,False
2019-02-24,0,False
2019-03-03,25,False
2019-03-10,25,False
2019-03-17,25,False
2019-03-24,0,False
2019-03-31,25,False
2019-04-07,25,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,25,False
2019-05-05,24,False
2019-05-12,0,False
2019-05-19,36,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,51,False
2019-06-16,0,False
2019-06-23,25,False
2019-06-30,26,False
2019-07-07,23,False
2019-07-14,37,False
2019-07-21,25,False
2019-07-28,0,False
2019-08-04,25,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,23,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,24,False
2019-09-22,24,False
2019-09-29,23,False
2019-10-06,24,False
2019-10-13,24,False
2019-10-20,23,False
2019-10-27,23,False
2019-11-03,22,False
2019-11-10,0,False
2019-11-17,23,False
2019-11-24,22,False
2019-12-01,34,False
2019-12-08,24,False
2019-12-15,48,False
2019-12-22,27,False
2019-12-29,0,False
2020-01-05,68,False
2020-01-12,21,False
2020-01-19,22,False
2020-01-26,22,False
2020-02-02,86,False
2020-02-09,22,False
2020-02-16,45,False
2020-02-23,0,False
2020-03-01,20,False
2020-03-08,19,False
2020-03-15,38,False
2020-03-22,35,False
2020-03-29,73,False
2020-04-05,39,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,32,True
